记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
0 2017_10_23_11:00:34_497 255 0 1.831 0.3 0.3965,0.3821 3520 -1.43E-003 580.6 36.8 720.9 -33.4 0.96 0.02 2.30
--            --             -- 1 2.789 0.7 0.0000,1.0000 9162 2.16E-001 521.1 100.0 767.3 非数字 0.00 0.00 0.00
--            --             -- 2 2.473 1.0 0.4928,0.2616 1317 5.47E-002 768.0 42.7 723.5 非数字 0.19 0.01 0.08
1 2017_10_23_11:00:36_820 255 0 1.831 0.3 0.3553,0.3548 4446 -2.56E-003 578.4 16.2 722.2 65.8 0.93 0.02 2.25
--            --             -- 1 2.789 0.7 0.2798,0.3799 7591 4.22E-002 503.4 16.3 733.4 非数字 0.40 0.00 0.20
--            --             -- 2 2.473 1.0 0.4305,0.3122 2255 -3.90E-002 768.0 24.3 763.7 -88.5 0.62 0.01 0.25
2 2017_10_23_11:01:26_014 3 0 1.831 0.3 0.4394,0.4104 2940 2.91E-003 581.2 58.2 687.6 94.4 24.83 0.11 41.81
--            --             -- 1 2.789 0.7 0.4456,0.4214 2996 5.56E-003 581.1 60.2 670.7 91.9 23.70 0.08 11.97
--            --             -- 2 2.473 1.0 0.4433,0.4184 3009 4.73E-003 581.3 58.7 682.6 94.8 24.64 0.09 10.06
