 记录条数:0 2017_06_05 11:37:08 825  bin号:5 晶号:0 电压(V):11.611 反向漏电流(uA):0.5色坐标(x,y)0.5766,0.4104相关色温(K)1645色差4.30E-004主波长(nm)593.9色纯度(%)90.3峰值波长(nm)732.3显色性指数94.0光通量(lm)11.62辐射通量(mW)0.13光效1.94
                                晶号:1 电压(V):11.248 反向漏电流(uA):0.1色坐标(x,y)0.5664,0.4004相关色温(K)1647色差-4.51E-004主波长(nm)592.9色纯度(%)90.2峰值波长(nm)733.9显色性指数93.1光通量(lm)10.72辐射通量(mW)0.13光效13.61
                                晶号:2 电压(V):11.220 反向漏电流(uA):0.0色坐标(x,y)0.5667,0.4005相关色温(K)1645色差-4.11E-004主波长(nm)592.9色纯度(%)90.3峰值波长(nm)733.8显色性指数93.1光通量(lm)10.63辐射通量(mW)0.13光效0.00
 记录条数:1 2017_06_05 11:37:08 863  bin号:5 晶号:0 电压(V):11.628 反向漏电流(uA):0.5色坐标(x,y)0.5767,0.4104相关色温(K)1644色差4.25E-004主波长(nm)593.9色纯度(%)90.3峰值波长(nm)732.7显色性指数94.1光通量(lm)11.66辐射通量(mW)0.13光效1.76
                                晶号:1 电压(V):25.333 反向漏电流(uA):0.0色坐标(x,y)0.5670,0.4003相关色温(K)1642色差4.34E-004主波长(nm)593.0色纯度(%)90.3峰值波长(nm)733.8显色性指数93.1光通量(lm)10.66辐射通量(mW)0.13光效10.52
                                晶号:2 电压(V):11.194 反向漏电流(uA):0.0色坐标(x,y)0.5669,0.4002相关色温(K)1642色差4.58E-004主波长(nm)593.0色纯度(%)90.3峰值波长(nm)733.8显色性指数93.1光通量(lm)10.67辐射通量(mW)0.13光效0.00
 记录条数:2 2017_06_05 11:37:08 900  bin号:5 晶号:0 电压(V):11.612 反向漏电流(uA):0.5色坐标(x,y)0.5770,0.4101相关色温(K)1642色差-4.65E-004主波长(nm)594.0色纯度(%)90.3峰值波长(nm)732.7显色性指数94.2光通量(lm)11.68辐射通量(mW)0.13光效2.04
                                晶号:1 电压(V):11.251 反向漏电流(uA):0.0色坐标(x,y)0.5665,0.4004相关色温(K)1646色差-4.56E-004主波长(nm)592.9色纯度(%)90.2峰值波长(nm)733.7显色性指数94.9光通量(lm)10.85辐射通量(mW)0.13光效0.00
                                晶号:2 电压(V):11.244 反向漏电流(uA):0.0色坐标(x,y)0.5667,0.4002相关色温(K)1644色差-4.76E-004主波长(nm)592.9色纯度(%)90.2峰值波长(nm)733.7显色性指数94.3光通量(lm)10.81辐射通量(mW)0.13光效48.07
 记录条数:3 2017_06_05 11:37:08 936  bin号:5 晶号:0 电压(V):11.618 反向漏电流(uA):0.5色坐标(x,y)0.5770,0.4099相关色温(K)1640色差-5.24E-004主波长(nm)594.0色纯度(%)90.2峰值波长(nm)732.6显色性指数94.7光通量(lm)11.76辐射通量(mW)0.13光效1.93
                                晶号:1 电压(V):11.247 反向漏电流(uA):0.0色坐标(x,y)0.5670,0.3999相关色温(K)1640色差5.17E-004主波长(nm)593.0色纯度(%)90.2峰值波长(nm)733.5显色性指数93.8光通量(lm)10.77辐射通量(mW)0.13光效95.75
                                晶号:2 电压(V):25.333 反向漏电流(uA):0.1色坐标(x,y)0.5671,0.3999相关色温(K)1640色差-5.20E-004主波长(nm)593.0色纯度(%)90.2峰值波长(nm)733.4显色性指数93.9光通量(lm)10.76辐射通量(mW)0.13光效7.08
