记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
178 2017_06_15 10:08:33 198 255 0 9.209 0.3 0.5800,0.3769 1453 8.65E-003 600.5 81.2 654.9 62.5 3.19 0.02 0.88
179 2017_06_15 10:08:33 220 255 0 9.213 0.1 0.5588,0.3884 1637 -8.17E-003 597.1 78.3 654.8 69.5 2.95 0.02 1.76
180 2017_06_15 10:08:33 244 255 0 9.221 0.3 0.5528,0.3911 1690 -8.04E-003 596.3 77.3 655.5 74.1 2.89 0.02 0.60
181 2017_06_15 10:08:33 267 255 0 9.211 0.7 0.5446,0.3949 1769 -7.70E-003 595.1 76.0 655.5 75.6 2.79 0.02 0.27
182 2017_06_15 10:08:33 290 255 0 9.209 0.3 0.5390,0.3976 1825 -7.36E-003 594.3 75.1 655.5 77.7 2.71 0.02 0.55
183 2017_06_15 10:08:33 313 10 0 9.221 0.1 0.5327,0.4012 1896 -6.72E-003 593.3 74.3 761.5 87.8 2.63 0.02 1.61
184 2017_06_15 10:08:33 337 10 0 9.230 0.2 0.5343,0.4000 1876 -6.98E-003 593.6 74.4 647.6 85.0 2.61 0.02 1.03
185 2017_06_15 10:08:33 359 255 0 9.213 0.1 0.5363,0.3955 1833 -8.19E-003 594.6 73.7 761.4 85.0 2.49 0.02 3.24
186 2017_06_15 10:08:33 380 255 0 9.217 0.3 0.5299,0.4000 1910 -7.28E-003 593.4 73.1 761.4 84.5 2.44 0.02 0.58
187 2017_06_15 10:08:33 401 255 0 9.206 0.4 0.5327,0.3985 1879 -7.53E-003 593.8 73.5 655.4 82.2 2.45 0.02 0.45
188 2017_06_15 10:08:33 422 255 0 9.230 0.3 0.5333,0.3985 1874 -7.50E-003 593.8 73.7 655.4 80.6 2.45 0.02 0.46
189 2017_06_15 10:08:33 442 10 0 9.209 0.4 0.5280,0.4009 1931 -7.12E-003 593.1 72.8 761.4 83.1 2.39 0.02 0.43
190 2017_06_15 10:08:33 461 10 0 9.221 0.4 0.5314,0.4003 1901 -7.08E-003 593.4 73.6 761.4 81.6 2.42 0.02 0.44
191 2017_06_15 10:08:33 480 10 0 9.216 0.4 0.5303,0.4008 1912 -7.01E-003 593.2 73.4 655.4 81.7 2.39 0.01 0.43
192 2017_06_15 10:08:33 499 10 0 9.213 0.3 0.5315,0.4007 1902 -6.96E-003 593.3 73.8 655.3 78.9 2.39 0.01 0.56
193 2017_06_15 10:08:33 518 10 0 9.230 0.3 0.5320,0.4009 1900 -6.87E-003 593.3 74.0 655.3 78.5 2.38 0.01 0.52
194 2017_06_15 10:08:33 538 255 0 9.219 0.1 0.5874,0.3695 1379 9.51E-003 602.6 81.2 655.1 49.1 2.74 0.02 1.45
195 2017_06_15 10:08:33 560 255 0 9.216 0.3 0.6472,0.3362 1001 -8.57E-003 613.9 89.1 651.9 34.0 3.74 0.03 1.19
196 2017_06_15 10:08:33 583 255 0 9.216 0.3 0.6561,0.3403 1001 -9.39E-003 612.3 93.0 649.5 51.0 5.44 0.05 1.61
197 2017_06_15 10:08:33 604 255 0 9.213 0.5 0.6404,0.3609 1109 2.78E-003 605.9 94.5 652.1 54.8 7.23 0.06 1.35
198 2017_06_15 10:08:33 625 255 0 9.243 0.7 0.6244,0.3684 1205 3.86E-003 603.7 92.0 653.4 57.1 5.38 0.05 0.65
199 2017_06_15 10:08:33 645 255 0 9.218 0.7 0.5568,0.3909 1663 -7.66E-003 596.5 78.5 719.1 46.9 2.70 0.02 0.25
200 2017_06_15 10:08:33 667 255 0 9.219 0.6 0.5491,0.3841 1676 -1.04E-002 597.6 74.1 719.1 66.7 2.38 0.02 0.27
201 2017_06_15 10:08:33 688 255 0 9.215 0.4 0.5379,0.3926 1803 -8.93E-003 595.2 73.3 719.1 71.2 2.38 0.02 0.43
202 2017_06_15 10:08:33 710 255 0 9.213 0.3 0.5396,0.3934 1796 -8.56E-003 595.2 74.0 719.1 76.3 2.41 0.02 0.51
203 2017_06_15 10:08:33 733 255 0 9.206 0.1 0.5387,0.3949 1811 -8.18E-003 594.8 74.2 719.1 73.5 2.44 0.02 1.20
204 2017_06_15 10:08:33 755 255 0 9.224 0.0 0.5329,0.3954 1859 -8.45E-003 594.4 72.6 719.1 74.9 2.33 0.01 0.00
205 2017_06_15 10:08:33 779 255 0 9.210 0.0 0.5305,0.3960 1881 -8.45E-003 594.1 72.1 719.1 75.6 2.30 0.01 7.06
206 2017_06_15 10:08:33 803 255 0 9.230 0.3 0.5256,0.3961 1920 -8.72E-003 593.9 70.6 719.1 73.5 2.23 0.01 0.46
207 2017_06_15 10:08:33 828 255 0 9.209 0.7 0.5271,0.3974 1916 -8.22E-003 593.7 71.5 719.1 74.4 2.29 0.01 0.19
208 2017_06_15 10:08:33 851 255 0 9.224 0.3 0.5235,0.3977 1948 -8.34E-003 593.4 70.5 719.1 74.1 2.23 0.01 0.49
209 2017_06_15 10:08:33 871 255 0 9.213 0.1 0.5202,0.3997 1990 -7.87E-003 592.8 70.1 719.1 75.7 2.21 0.01 1.09
210 2017_06_15 10:08:33 890 10 0 9.229 0.1 0.5163,0.4004 2028 -7.81E-003 592.4 69.2 761.7 76.4 2.16 0.01 1.57
211 2017_06_15 10:08:33 911 10 0 9.212 0.1 0.5151,0.4014 2046 -7.54E-003 592.2 69.1 761.7 75.4 2.16 0.01 1.39
212 2017_06_15 10:08:33 931 10 0 9.223 0.1 0.5119,0.4028 2084 -7.22E-003 591.7 68.5 761.7 76.9 2.13 0.01 1.36
213 2017_06_15 10:08:33 956 10 0 9.218 0.1 0.5129,0.4013 2065 -7.66E-003 592.1 68.4 761.7 74.7 2.10 0.01 1.32
214 2017_06_15 10:08:33 980 10 0 9.218 0.1 0.5119,0.4006 2070 -7.91E-003 592.1 67.9 761.7 75.2 2.06 0.01 1.15
215 2017_06_15 10:08:34 004 10 0 9.221 0.3 0.5098,0.4015 2095 -7.70E-003 591.8 67.5 761.7 75.4 2.03 0.01 0.43
216 2017_06_15 10:08:34 025 10 0 9.217 0.7 0.5101,0.4016 2093 -7.65E-003 591.8 67.6 761.7 74.9 2.03 0.01 0.15
217 2017_06_15 10:08:34 046 10 0 9.221 0.7 0.5106,0.4012 2086 -7.75E-003 591.9 67.7 761.8 76.4 2.04 0.01 0.17
218 2017_06_15 10:08:34 069 10 0 9.211 0.4 0.5116,0.4020 2082 -7.47E-003 591.8 68.2 761.8 77.0 2.07 0.01 0.26
219 2017_06_15 10:08:34 094 255 0 9.228 0.1 0.5298,0.3931 1868 -9.38E-003 594.7 71.0 653.7 60.5 2.15 0.01 1.55
220 2017_06_15 10:08:34 120 255 0 9.242 0.3 0.5564,0.3795 1603 1.09E-002 599.0 74.9 647.6 53.6 2.26 0.02 0.46
221 2017_06_15 10:08:34 143 255 0 9.232 0.3 0.5957,0.3596 1292 1.08E-002 605.5 80.7 650.1 31.9 2.58 0.02 0.52
222 2017_06_15 10:08:34 167 255 0 9.216 0.8 0.5898,0.3640 1341 1.06E-002 604.1 80.2 649.4 36.2 2.57 0.02 0.23
223 2017_06_15 10:08:34 190 255 0 9.209 0.2 0.5782,0.3713 1435 1.04E-002 601.8 79.0 649.5 46.0 2.51 0.02 0.82
224 2017_06_15 10:08:34 214 255 0 9.214 0.1 0.5494,0.3871 1691 -9.49E-003 596.9 75.1 655.7 68.3 2.33 0.02 1.20
225 2017_06_15 10:08:34 236 255 0 9.204 0.3 0.5500,0.3870 1686 -9.47E-003 597.0 75.2 655.8 65.9 2.33 0.02 0.47
226 2017_06_15 10:08:34 259 255 0 9.207 0.1 0.5450,0.3896 1734 -9.20E-003 596.2 74.5 655.8 68.5 2.29 0.01 2.80
227 2017_06_15 10:08:34 282 255 0 9.230 0.3 0.5408,0.3917 1777 -8.94E-003 595.6 73.9 655.3 67.0 2.26 0.01 0.49
228 2017_06_15 10:08:34 305 255 0 9.216 0.5 0.5391,0.3921 1791 -8.98E-003 595.4 73.5 655.3 66.9 2.23 0.01 0.27
229 2017_06_15 10:08:34 327 255 0 9.215 0.7 0.5386,0.3925 1798 -8.90E-003 595.3 73.4 655.2 66.8 2.24 0.01 0.20
230 2017_06_15 10:08:34 352 255 0 9.225 0.1 0.5379,0.3926 1803 -8.91E-003 595.2 73.3 655.1 66.6 2.23 0.01 0.95
231 2017_06_15 10:08:34 376 255 0 9.203 0.2 0.5384,0.3920 1796 -9.06E-003 595.4 73.3 655.0 65.8 2.22 0.01 0.89
232 2017_06_15 10:08:34 398 255 0 9.223 0.1 0.5375,0.3920 1803 -9.13E-003 595.3 73.0 655.0 66.0 2.21 0.01 1.31
233 2017_06_15 10:08:34 420 255 0 9.203 0.2 0.5355,0.3929 1823 -9.01E-003 595.0 72.6 654.9 67.6 2.17 0.01 0.61
234 2017_06_15 10:08:34 443 255 0 9.237 0.3 0.5348,0.3937 1833 -8.84E-003 594.8 72.7 655.0 68.4 2.16 0.01 0.43
235 2017_06_15 10:08:34 466 255 0 9.216 0.6 0.5343,0.3939 1838 -8.80E-003 594.8 72.6 654.9 68.2 2.17 0.01 0.20
236 2017_06_15 10:08:34 486 255 0 9.218 0.4 0.5344,0.3943 1840 -8.69E-003 594.7 72.7 654.9 68.2 2.17 0.01 0.30
237 2017_06_15 10:08:34 507 255 0 9.208 0.3 0.5346,0.3943 1838 -8.68E-003 594.7 72.8 654.9 68.6 2.17 0.01 0.40
238 2017_06_15 10:08:34 529 255 0 9.219 0.2 0.5352,0.3941 1833 -8.69E-003 594.8 72.9 654.9 67.5 2.17 0.01 0.64
239 2017_06_15 10:08:34 548 255 0 9.207 0.2 0.5369,0.3932 1814 -8.83E-003 595.1 73.1 654.9 67.2 2.20 0.01 0.87
240 2017_06_15 10:08:34 568 255 0 9.214 0.1 0.5363,0.3936 1822 -8.75E-003 594.9 73.1 654.9 67.1 2.19 0.01 1.00
241 2017_06_15 10:08:34 587 255 0 9.234 0.2 0.5371,0.3931 1812 -8.83E-003 595.1 73.2 654.9 66.5 2.19 0.01 0.72
242 2017_06_15 10:08:34 605 255 0 9.226 0.4 0.5373,0.3931 1811 -8.83E-003 595.1 73.2 654.9 66.9 2.20 0.01 0.33
243 2017_06_15 10:08:34 625 255 0 9.219 0.5 0.5381,0.3927 1802 -8.87E-003 595.2 73.4 654.9 67.3 2.22 0.01 0.25
244 2017_06_15 10:08:34 651 255 0 9.210 0.7 0.5376,0.3927 1806 -8.92E-003 595.2 73.2 654.9 68.1 2.23 0.01 0.20
245 2017_06_15 10:08:34 674 255 0 9.212 0.1 0.5372,0.3928 1810 -8.91E-003 595.2 73.1 654.9 69.3 2.23 0.01 2.68
246 2017_06_15 10:08:34 698 255 0 9.213 0.2 0.5370,0.3928 1812 -8.94E-003 595.1 73.0 654.9 70.4 2.23 0.01 0.58
247 2017_06_15 10:08:34 720 255 0 9.212 0.2 0.5364,0.3929 1816 -8.97E-003 595.1 72.9 655.0 70.9 2.23 0.01 0.58
248 2017_06_15 10:08:34 744 255 0 9.210 0.3 0.5363,0.3928 1816 -8.99E-003 595.1 72.9 655.1 71.0 2.24 0.01 0.41
249 2017_06_15 10:08:34 767 255 0 9.218 0.6 0.5367,0.3923 1811 -9.09E-003 595.2 72.9 655.0 70.6 2.25 0.01 0.23
250 2017_06_15 10:08:34 791 255 0 9.209 0.2 0.5370,0.3924 1809 -9.04E-003 595.2 73.0 655.1 70.7 2.25 0.01 0.90
251 2017_06_15 10:08:34 814 255 0 9.223 0.1 0.5370,0.3925 1810 -9.04E-003 595.2 72.9 655.1 70.7 2.24 0.01 1.22
252 2017_06_15 10:08:34 838 255 0 9.211 0.2 0.5369,0.3925 1810 -9.04E-003 595.2 72.9 655.2 71.4 2.23 0.01 0.70
253 2017_06_15 10:08:34 860 255 0 9.213 0.3 0.5364,0.3928 1816 -8.97E-003 595.1 72.9 655.1 71.5 2.21 0.01 0.42
254 2017_06_15 10:08:34 885 255 0 9.216 0.3 0.5359,0.3928 1820 -9.02E-003 595.1 72.7 655.1 71.9 2.22 0.01 0.41
255 2017_06_15 10:08:34 908 255 0 9.219 0.6 0.5356,0.3932 1824 -8.93E-003 595.0 72.7 655.2 72.1 2.23 0.01 0.24
256 2017_06_15 10:08:34 931 255 0 9.208 0.2 0.5354,0.3933 1826 -8.90E-003 594.9 72.7 655.2 72.2 2.23 0.01 0.74
257 2017_06_15 10:08:34 951 255 0 9.220 0.1 0.5358,0.3934 1824 -8.86E-003 595.0 72.9 655.2 72.5 2.24 0.01 1.35
258 2017_06_15 10:08:34 973 255 0 9.223 0.0 0.5355,0.3936 1827 -8.82E-003 594.9 72.8 655.2 73.2 2.24 0.01 6.72
259 2017_06_15 10:08:34 994 255 0 9.241 0.3 0.5352,0.3937 1831 -8.80E-003 594.9 72.8 655.2 73.6 2.24 0.01 0.46
260 2017_06_15 10:08:35 013 255 0 9.238 0.3 0.5352,0.3937 1831 -8.79E-003 594.9 72.8 655.2 74.0 2.25 0.01 0.42
261 2017_06_15 10:08:35 031 255 0 9.212 0.0 0.5353,0.3937 1830 -8.79E-003 594.9 72.8 655.1 73.7 2.26 0.01 3.40
262 2017_06_15 10:08:35 051 255 0 9.217 0.1 0.5356,0.3932 1824 -8.93E-003 595.0 72.7 655.1 73.6 2.26 0.01 2.28
263 2017_06_15 10:08:35 070 255 0 9.235 0.1 0.5360,0.3933 1822 -8.87E-003 595.0 72.9 655.1 73.9 2.27 0.01 1.96
264 2017_06_15 10:08:35 091 255 0 9.209 0.1 0.5361,0.3933 1821 -8.86E-003 595.0 72.9 655.1 73.8 2.26 0.01 1.37
265 2017_06_15 10:08:35 114 255 0 9.213 0.1 0.5361,0.3935 1822 -8.81E-003 595.0 73.0 655.1 73.7 2.25 0.01 2.26
266 2017_06_15 10:08:35 137 255 0 9.236 0.2 0.5359,0.3935 1824 -8.82E-003 594.9 72.9 655.1 73.4 2.25 0.01 0.90
267 2017_06_15 10:08:35 161 255 0 9.209 0.2 0.5351,0.3938 1832 -8.78E-003 594.8 72.8 655.1 73.9 2.24 0.01 0.56
268 2017_06_15 10:08:35 184 255 0 9.209 0.3 0.5350,0.3937 1832 -8.81E-003 594.9 72.7 655.1 74.0 2.23 0.01 0.42
269 2017_06_15 10:08:35 211 255 0 9.220 0.1 0.5348,0.3938 1834 -8.81E-003 594.8 72.7 655.1 74.2 2.24 0.01 1.12
270 2017_06_15 10:08:35 235 255 0 9.219 0.1 0.5347,0.3937 1834 -8.85E-003 594.9 72.6 655.1 73.9 2.24 0.01 2.24
271 2017_06_15 10:08:35 258 255 0 9.221 0.1 0.5344,0.3936 1836 -8.89E-003 594.8 72.5 655.1 74.1 2.24 0.01 1.12
272 2017_06_15 10:08:35 280 255 0 9.213 0.3 0.5345,0.3935 1834 -8.92E-003 594.9 72.5 655.1 74.1 2.24 0.01 0.54
273 2017_06_15 10:08:35 303 255 0 9.223 0.3 0.5345,0.3935 1834 -8.92E-003 594.9 72.5 655.1 74.2 2.25 0.01 0.42
274 2017_06_15 10:08:35 327 255 0 9.212 0.8 0.5346,0.3933 1832 -8.96E-003 594.9 72.5 655.1 74.3 2.24 0.01 0.18
275 2017_06_15 10:08:35 350 255 0 9.233 0.2 0.5348,0.3932 1830 -9.00E-003 594.9 72.5 655.1 74.2 2.23 0.01 0.89
276 2017_06_15 10:08:35 373 255 0 9.213 0.1 0.5346,0.3930 1830 -9.07E-003 595.0 72.4 655.1 74.3 2.23 0.01 1.48
277 2017_06_15 10:08:35 397 255 0 9.222 0.3 0.5348,0.3929 1828 -9.09E-003 595.0 72.4 655.1 74.5 2.23 0.01 0.51
278 2017_06_15 10:08:35 420 255 0 9.223 0.2 0.5348,0.3928 1827 -9.11E-003 595.0 72.4 655.1 74.5 2.22 0.01 0.78
279 2017_06_15 10:08:35 442 255 0 9.198 0.3 0.5350,0.3926 1825 -9.14E-003 595.1 72.4 655.1 74.7 2.22 0.01 0.39
280 2017_06_15 10:08:35 464 255 0 9.230 0.7 0.5347,0.3927 1828 -9.14E-003 595.0 72.3 655.1 74.5 2.23 0.01 0.19
281 2017_06_15 10:08:35 485 255 0 9.216 0.6 0.5345,0.3923 1827 -9.27E-003 595.1 72.1 655.1 74.3 2.22 0.01 0.21
282 2017_06_15 10:08:35 506 255 0 9.217 0.5 0.5350,0.3922 1823 -9.28E-003 595.2 72.2 655.1 74.0 2.23 0.01 0.30
283 2017_06_15 10:08:35 526 255 0 9.217 0.3 0.5347,0.3923 1825 -9.25E-003 595.1 72.2 655.1 74.1 2.23 0.01 0.44
284 2017_06_15 10:08:35 548 255 0 9.227 0.3 0.5348,0.3924 1825 -9.24E-003 595.1 72.3 655.1 74.0 2.24 0.01 0.50
285 2017_06_15 10:08:35 567 255 0 9.209 0.2 0.5348,0.3922 1824 -9.30E-003 595.2 72.2 655.1 73.9 2.23 0.01 0.66
286 2017_06_15 10:08:35 588 255 0 9.209 0.1 0.5349,0.3922 1823 -9.28E-003 595.2 72.2 655.1 74.0 2.23 0.01 0.95
287 2017_06_15 10:08:35 609 255 0 9.228 0.1 0.5350,0.3921 1822 -9.29E-003 595.2 72.3 655.1 74.1 2.22 0.01 1.10
288 2017_06_15 10:08:35 630 255 0 9.233 0.1 0.5350,0.3921 1822 -9.31E-003 595.2 72.2 655.1 74.3 2.22 0.01 1.47
289 2017_06_15 10:08:35 651 255 0 9.216 0.1 0.5354,0.3916 1816 -9.41E-003 595.3 72.2 655.1 74.2 2.22 0.01 1.20
290 2017_06_15 10:08:35 670 255 0 9.212 0.1 0.5352,0.3918 1818 -9.39E-003 595.3 72.2 655.1 74.9 2.22 0.01 1.20
291 2017_06_15 10:08:35 693 255 0 9.223 0.1 0.5354,0.3918 1818 -9.36E-003 595.3 72.3 655.1 74.7 2.22 0.01 1.10
292 2017_06_15 10:08:35 716 255 0 9.208 0.3 0.5353,0.3918 1818 -9.38E-003 595.3 72.2 655.1 74.6 2.22 0.01 0.43
293 2017_06_15 10:08:35 742 255 0 9.209 0.2 0.5347,0.3918 1822 -9.42E-003 595.2 72.1 655.1 74.6 2.21 0.01 0.66
294 2017_06_15 10:08:35 766 255 0 9.213 0.7 0.5349,0.3918 1821 -9.41E-003 595.3 72.1 655.1 74.6 2.21 0.01 0.18
295 2017_06_15 10:08:35 788 255 0 9.213 0.3 0.5348,0.3919 1822 -9.39E-003 595.2 72.1 655.1 74.8 2.22 0.01 0.46
296 2017_06_15 10:08:35 811 255 0 9.231 0.1 0.5351,0.3918 1820 -9.37E-003 595.2 72.2 655.1 74.7 2.22 0.01 1.47
297 2017_06_15 10:08:35 833 255 0 9.218 0.1 0.5348,0.3921 1823 -9.32E-003 595.2 72.2 655.1 74.6 2.22 0.01 2.65
298 2017_06_15 10:08:35 857 255 0 9.219 0.1 0.5436,0.3821 1700 -1.15E-002 597.8 71.8 655.0 78.3 2.15 0.01 1.56
299 2017_06_15 10:08:35 881 255 0 9.220 0.3 0.5370,0.3892 1790 -9.99E-003 595.9 72.0 655.0 75.7 2.18 0.01 0.43
300 2017_06_15 10:08:35 904 255 0 9.232 0.5 0.5358,0.3909 1809 -9.61E-003 595.5 72.1 655.0 75.0 2.19 0.01 0.25
301 2017_06_15 10:08:35 928 255 0 9.209 0.5 0.5348,0.3919 1822 -9.38E-003 595.2 72.1 655.0 74.6 2.20 0.01 0.27
302 2017_06_15 10:08:35 951 255 0 9.223 0.2 0.5341,0.3924 1831 -9.28E-003 595.1 72.0 655.0 74.1 2.21 0.01 0.87
303 2017_06_15 10:08:35 975 255 0 9.224 0.1 0.5336,0.3927 1836 -9.24E-003 595.0 72.0 655.0 73.8 2.21 0.01 1.88
304 2017_06_15 10:08:35 996 255 0 9.219 0.0 0.5331,0.3932 1843 -9.10E-003 594.9 72.0 655.0 73.8 2.22 0.01 4.42
305 2017_06_15 10:08:36 016 255 0 9.213 0.1 0.5338,0.3925 1833 -9.27E-003 595.0 72.0 655.0 74.4 2.21 0.01 1.09
306 2017_06_15 10:08:36 037 255 0 9.216 0.2 0.5336,0.3925 1835 -9.30E-003 595.0 71.9 655.0 74.1 2.21 0.01 0.59
307 2017_06_15 10:08:36 059 255 0 9.216 0.3 0.5343,0.3919 1827 -9.41E-003 595.2 72.0 655.0 74.3 2.20 0.01 0.48
308 2017_06_15 10:08:36 078 255 0 9.237 0.3 0.5343,0.3917 1825 -9.46E-003 595.2 71.9 655.0 74.4 2.19 0.01 0.44
309 2017_06_15 10:08:36 099 255 0 9.202 0.3 0.5344,0.3915 1823 -9.53E-003 595.3 71.9 655.0 74.3 2.19 0.01 0.40
310 2017_06_15 10:08:36 119 255 0 9.220 0.3 0.5346,0.3913 1820 -9.58E-003 595.3 71.8 655.0 74.5 2.18 0.01 0.40
311 2017_06_15 10:08:36 137 255 0 9.216 0.3 0.5343,0.3914 1823 -9.55E-003 595.3 71.8 655.0 74.6 2.18 0.01 0.39
312 2017_06_15 10:08:36 156 255 0 9.223 0.2 0.5341,0.3915 1825 -9.54E-003 595.3 71.8 655.0 74.8 2.17 0.01 0.58
313 2017_06_15 10:08:36 178 255 0 9.220 0.1 0.5340,0.3914 1825 -9.59E-003 595.3 71.7 655.0 74.6 2.17 0.01 2.12
314 2017_06_15 10:08:36 201 255 0 9.205 0.3 0.5341,0.3911 1823 -9.66E-003 595.3 71.7 655.0 74.4 2.17 0.01 0.42
315 2017_06_15 10:08:36 225 255 0 9.206 0.7 0.5339,0.3913 1825 -9.62E-003 595.3 71.7 655.0 74.2 2.17 0.01 0.17
316 2017_06_15 10:08:36 248 255 0 9.233 0.3 0.5336,0.3916 1829 -9.57E-003 595.2 71.7 655.0 74.2 2.18 0.01 0.49
317 2017_06_15 10:08:36 274 255 0 9.219 0.2 0.5335,0.3917 1831 -9.53E-003 595.2 71.7 655.0 74.1 2.18 0.01 0.67
318 2017_06_15 10:08:36 297 255 0 9.211 0.0 0.5337,0.3915 1828 -9.58E-003 595.2 71.7 655.0 74.2 2.18 0.01 6.38
319 2017_06_15 10:08:36 321 255 0 9.214 0.3 0.5334,0.3917 1831 -9.53E-003 595.2 71.7 655.0 74.1 2.18 0.01 0.44
320 2017_06_15 10:08:36 344 255 0 9.233 0.5 0.5337,0.3916 1829 -9.54E-003 595.2 71.7 655.0 73.9 2.18 0.01 0.28
321 2017_06_15 10:08:36 368 255 0 9.213 0.4 0.5335,0.3918 1831 -9.51E-003 595.2 71.7 654.9 73.9 2.18 0.01 0.36
322 2017_06_15 10:08:36 391 255 0 9.220 0.1 0.5336,0.3917 1830 -9.51E-003 595.2 71.7 654.9 73.9 2.18 0.01 0.98
323 2017_06_15 10:08:36 413 255 0 9.203 0.0 0.5339,0.3918 1829 -9.48E-003 595.2 71.8 654.9 73.6 2.17 0.01 4.25
324 2017_06_15 10:08:36 438 255 0 9.211 0.0 0.5339,0.3915 1827 -9.57E-003 595.3 71.7 654.9 73.6 2.16 0.01 0.00
325 2017_06_15 10:08:36 461 255 0 9.229 0.4 0.5338,0.3914 1827 -9.60E-003 595.3 71.7 654.9 73.6 2.16 0.01 0.36
326 2017_06_15 10:08:36 485 255 0 9.226 0.6 0.5337,0.3915 1829 -9.57E-003 595.2 71.7 654.9 73.7 2.17 0.01 0.20
327 2017_06_15 10:08:36 509 255 0 9.223 0.3 0.5337,0.3914 1828 -9.60E-003 595.3 71.7 654.9 74.0 2.16 0.01 0.45
328 2017_06_15 10:08:36 531 255 0 9.208 0.1 0.5339,0.3914 1826 -9.59E-003 595.3 71.7 654.9 74.0 2.15 0.01 1.25
329 2017_06_15 10:08:36 555 255 0 9.209 0.2 0.5342,0.3913 1823 -9.60E-003 595.3 71.7 654.9 73.7 2.15 0.01 0.62
330 2017_06_15 10:08:36 577 255 0 9.216 0.1 0.5345,0.3912 1820 -9.61E-003 595.3 71.8 654.9 73.8 2.14 0.01 1.38
331 2017_06_15 10:08:36 601 255 0 9.215 0.3 0.5345,0.3910 1819 -9.66E-003 595.4 71.8 655.0 73.8 2.14 0.01 0.44
332 2017_06_15 10:08:36 623 255 0 9.209 0.4 0.5344,0.3911 1820 -9.66E-003 595.4 71.8 654.9 73.6 2.14 0.01 0.35
333 2017_06_15 10:08:36 646 255 0 9.216 0.6 0.5346,0.3910 1818 -9.66E-003 595.4 71.8 654.9 73.7 2.14 0.01 0.19
334 2017_06_15 10:08:36 669 255 0 9.201 0.2 0.5343,0.3912 1822 -9.61E-003 595.3 71.8 654.9 73.7 2.14 0.01 0.54
335 2017_06_15 10:08:36 689 255 0 9.208 0.1 0.5343,0.3913 1822 -9.59E-003 595.3 71.8 654.9 73.9 2.15 0.01 1.56
336 2017_06_15 10:08:36 709 255 0 9.216 0.0 0.5343,0.3912 1821 -9.63E-003 595.3 71.8 654.9 73.7 2.15 0.01 4.16
337 2017_06_15 10:08:36 729 255 0 9.220 0.1 0.5345,0.3910 1819 -9.66E-003 595.4 71.8 654.9 73.9 2.14 0.01 1.03
338 2017_06_15 10:08:36 748 255 0 9.206 0.1 0.5346,0.3909 1818 -9.68E-003 595.4 71.8 654.9 74.0 2.13 0.01 1.02
339 2017_06_15 10:08:36 771 255 0 9.237 0.1 0.5348,0.3909 1816 -9.68E-003 595.4 71.8 654.9 74.0 2.13 0.01 1.11
340 2017_06_15 10:08:36 799 255 0 9.213 0.2 0.5348,0.3908 1816 -9.70E-003 595.4 71.8 654.8 73.5 2.13 0.01 0.58
341 2017_06_15 10:08:36 823 255 0 9.204 0.3 0.5349,0.3908 1815 -9.71E-003 595.5 71.8 654.9 73.4 2.13 0.01 0.36
342 2017_06_15 10:08:36 846 255 0 9.233 0.7 0.5346,0.3907 1816 -9.76E-003 595.5 71.7 654.8 73.5 2.12 0.01 0.17
343 2017_06_15 10:08:36 869 255 0 9.213 0.2 0.5347,0.3907 1816 -9.74E-003 595.5 71.7 654.8 73.3 2.12 0.01 0.61
344 2017_06_15 10:08:36 892 255 0 9.223 0.1 0.5344,0.3908 1819 -9.73E-003 595.4 71.7 654.8 73.4 2.12 0.01 1.22
345 2017_06_15 10:08:36 916 255 0 9.229 0.3 0.5346,0.3910 1818 -9.65E-003 595.4 71.8 654.9 73.5 2.12 0.01 0.45
346 2017_06_15 10:08:36 939 255 0 9.227 0.2 0.5345,0.3911 1819 -9.65E-003 595.4 71.8 654.9 73.4 2.12 0.01 0.60
347 2017_06_15 10:08:36 961 255 0 9.223 0.3 0.5346,0.3910 1818 -9.66E-003 595.4 71.8 654.9 73.5 2.12 0.01 0.38
348 2017_06_15 10:08:36 985 255 0 9.215 0.7 0.5346,0.3910 1818 -9.66E-003 595.4 71.8 654.9 73.4 2.12 0.01 0.17
349 2017_06_15 10:08:37 010 255 0 9.214 0.3 0.5345,0.3910 1819 -9.67E-003 595.4 71.8 654.9 73.3 2.13 0.01 0.37
350 2017_06_15 10:08:37 034 255 0 9.208 0.1 0.5342,0.3911 1822 -9.67E-003 595.4 71.7 654.9 73.3 2.12 0.01 1.35
351 2017_06_15 10:08:37 057 255 0 9.216 0.0 0.5342,0.3911 1822 -9.67E-003 595.4 71.7 654.9 73.5 2.12 0.01 0.00
352 2017_06_15 10:08:37 079 255 0 9.227 0.2 0.5340,0.3911 1823 -9.67E-003 595.3 71.7 654.9 73.4 2.12 0.01 0.55
353 2017_06_15 10:08:37 103 255 0 9.213 0.3 0.5338,0.3914 1827 -9.61E-003 595.3 71.7 654.9 73.2 2.12 0.01 0.37
354 2017_06_15 10:08:37 125 255 0 9.199 0.5 0.5336,0.3914 1828 -9.62E-003 595.3 71.6 654.9 73.2 2.12 0.01 0.23
355 2017_06_15 10:08:37 146 255 0 9.223 0.3 0.5337,0.3914 1828 -9.61E-003 595.3 71.6 654.9 73.0 2.12 0.01 0.36
