记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
18 2017_06_15 10:08:29 534 10 0 9.216 0.4 0.5042,0.4389 2410 4.45E-003 585.6 77.1 762.0 92.1 25.26 0.19 6.92
19 2017_06_15 10:08:29 558 10 0 9.208 0.1 0.5042,0.4388 2410 4.44E-003 585.6 77.1 762.0 92.1 25.26 0.19 43.87
20 2017_06_15 10:08:29 582 10 0 9.220 0.2 0.5043,0.4389 2410 4.46E-003 585.6 77.1 762.0 92.0 25.22 0.19 12.50
21 2017_06_15 10:08:29 606 10 0 9.214 0.3 0.5045,0.4388 2407 4.42E-003 585.6 77.2 762.0 92.0 25.23 0.19 10.10
22 2017_06_15 10:08:29 628 10 0 9.235 0.4 0.5046,0.4387 2405 4.38E-003 585.6 77.2 762.0 92.0 25.22 0.19 6.24
23 2017_06_15 10:08:29 649 10 0 9.210 0.7 0.5046,0.4386 2404 4.36E-003 585.6 77.2 762.0 92.0 25.25 0.19 3.76
24 2017_06_15 10:08:29 671 10 0 9.224 0.4 0.5045,0.4386 2406 4.37E-003 585.6 77.1 762.0 92.0 25.27 0.19 6.74
25 2017_06_15 10:08:29 692 10 0 9.218 0.3 0.5045,0.4387 2406 4.38E-003 585.6 77.1 762.0 92.0 25.28 0.19 9.40
26 2017_06_15 10:08:29 713 10 0 9.213 0.2 0.5046,0.4386 2405 4.37E-003 585.6 77.2 762.0 92.0 25.32 0.19 15.51
27 2017_06_15 10:08:29 735 10 0 9.238 0.1 0.5047,0.4387 2404 4.39E-003 585.6 77.2 762.1 91.9 25.33 0.19 26.31
28 2017_06_15 10:08:29 755 10 0 9.204 0.1 0.5046,0.4387 2406 4.40E-003 585.6 77.2 762.0 91.9 25.31 0.19 32.98
29 2017_06_15 10:08:29 781 10 0 9.213 0.2 0.5046,0.4388 2406 4.42E-003 585.6 77.2 762.0 91.9 25.31 0.19 14.64
30 2017_06_15 10:08:29 804 10 0 9.200 0.1 0.5046,0.4388 2406 4.41E-003 585.6 77.2 762.0 92.0 25.31 0.19 18.85
31 2017_06_15 10:08:29 828 10 0 9.213 0.3 0.5047,0.4387 2405 4.40E-003 585.6 77.2 762.0 92.0 25.30 0.19 8.50
32 2017_06_15 10:08:29 852 10 0 9.207 0.7 0.5047,0.4387 2404 4.39E-003 585.6 77.2 762.0 92.1 25.33 0.19 4.06
33 2017_06_15 10:08:29 875 10 0 9.228 0.2 0.5047,0.4387 2405 4.40E-003 585.6 77.2 762.0 92.0 25.31 0.19 16.45
34 2017_06_15 10:08:29 900 10 0 9.214 0.1 0.5041,0.4391 2413 4.53E-003 585.5 77.2 762.0 91.6 25.23 0.19 52.54
35 2017_06_15 10:08:29 924 10 0 9.222 0.1 0.5046,0.4388 2406 4.43E-003 585.6 77.2 762.0 91.8 25.27 0.19 18.78
36 2017_06_15 10:08:29 947 10 0 9.221 0.3 0.5045,0.4388 2407 4.43E-003 585.6 77.2 762.0 91.8 25.29 0.19 8.22
37 2017_06_15 10:08:29 971 10 0 9.243 0.6 0.5045,0.4388 2406 4.41E-003 585.6 77.2 762.0 91.8 25.29 0.19 4.69
38 2017_06_15 10:08:29 996 10 0 9.219 0.1 0.5045,0.4389 2407 4.44E-003 585.6 77.2 762.0 91.8 25.26 0.19 23.89
39 2017_06_15 10:08:30 022 10 0 9.209 0.3 0.5045,0.4388 2406 4.41E-003 585.6 77.2 762.0 91.8 25.26 0.19 9.40
40 2017_06_15 10:08:30 046 10 0 9.199 0.2 0.5045,0.4388 2407 4.42E-003 585.6 77.2 762.0 91.8 25.23 0.19 11.44
41 2017_06_15 10:08:30 070 10 0 9.213 0.7 0.5045,0.4388 2407 4.42E-003 585.6 77.2 762.0 91.8 25.24 0.19 3.92
42 2017_06_15 10:08:30 095 10 0 9.207 0.2 0.5046,0.4387 2405 4.38E-003 585.6 77.2 762.0 91.9 25.26 0.19 10.97
43 2017_06_15 10:08:30 119 10 0 9.226 0.1 0.5046,0.4387 2405 4.39E-003 585.6 77.2 762.0 91.9 25.25 0.19 52.51
44 2017_06_15 10:08:30 140 10 0 9.209 0.0 0.5046,0.4387 2405 4.40E-003 585.6 77.2 762.0 91.9 25.24 0.19 131.44
45 2017_06_15 10:08:30 162 10 0 9.212 0.2 0.5046,0.4387 2405 4.39E-003 585.6 77.2 762.0 91.9 25.23 0.19 13.83
46 2017_06_15 10:08:30 184 10 0 9.209 0.3 0.5046,0.4387 2405 4.38E-003 585.6 77.2 762.0 92.0 25.23 0.19 8.76
47 2017_06_15 10:08:30 205 10 0 9.210 0.3 0.5047,0.4387 2404 4.38E-003 585.6 77.2 762.0 92.0 25.24 0.19 8.21
48 2017_06_15 10:08:30 224 10 0 9.227 0.3 0.5046,0.4387 2405 4.38E-003 585.6 77.2 762.0 92.0 25.22 0.19 7.71
49 2017_06_15 10:08:30 245 10 0 9.219 0.3 0.5046,0.4387 2404 4.38E-003 585.6 77.2 762.0 92.0 25.23 0.19 8.20
50 2017_06_15 10:08:30 264 10 0 9.216 0.3 0.5046,0.4386 2404 4.37E-003 585.6 77.2 762.0 92.0 25.22 0.19 7.72
51 2017_06_15 10:08:30 287 10 0 9.219 0.4 0.5047,0.4387 2404 4.38E-003 585.6 77.2 762.0 92.0 25.20 0.19 7.49
52 2017_06_15 10:08:30 311 10 0 9.209 0.6 0.5046,0.4387 2405 4.37E-003 585.6 77.2 762.0 92.0 25.21 0.19 4.61
53 2017_06_15 10:08:30 337 10 0 9.214 0.1 0.5046,0.4386 2404 4.36E-003 585.6 77.2 762.0 92.0 25.21 0.19 23.86
54 2017_06_15 10:08:30 361 10 0 9.225 0.2 0.5047,0.4386 2404 4.37E-003 585.6 77.2 762.0 92.0 25.21 0.19 10.92
55 2017_06_15 10:08:30 385 10 0 9.208 0.3 0.5047,0.4386 2404 4.37E-003 585.6 77.2 762.0 92.0 25.22 0.19 9.06
56 2017_06_15 10:08:30 409 10 0 9.216 0.5 0.5047,0.4387 2404 4.37E-003 585.6 77.2 762.0 92.0 25.23 0.19 5.25
57 2017_06_15 10:08:30 434 10 0 9.211 0.3 0.5047,0.4386 2404 4.36E-003 585.6 77.2 762.0 92.0 25.22 0.19 9.06
58 2017_06_15 10:08:30 457 10 0 9.217 0.1 0.5047,0.4386 2404 4.37E-003 585.6 77.2 762.0 92.0 25.21 0.19 32.80
59 2017_06_15 10:08:30 482 10 0 9.219 0.1 0.5048,0.4384 2401 4.29E-003 585.7 77.1 762.0 91.9 25.15 0.19 26.17
60 2017_06_15 10:08:30 506 10 0 9.214 0.3 0.5047,0.4385 2402 4.32E-003 585.6 77.2 762.0 91.9 25.17 0.19 7.71
61 2017_06_15 10:08:30 531 10 0 9.212 0.6 0.5047,0.4386 2403 4.34E-003 585.6 77.2 762.0 91.9 25.18 0.19 4.10
62 2017_06_15 10:08:30 555 10 0 9.213 0.2 0.5047,0.4386 2403 4.35E-003 585.6 77.2 762.0 91.9 25.19 0.19 15.43
63 2017_06_15 10:08:30 579 10 0 9.215 0.0 0.5047,0.4386 2404 4.35E-003 585.6 77.2 762.0 91.9 25.17 0.19 65.51
64 2017_06_15 10:08:30 603 10 0 9.209 0.0 0.5047,0.4386 2403 4.35E-003 585.6 77.2 762.0 91.9 25.18 0.19 0.00
65 2017_06_15 10:08:30 628 10 0 9.223 0.3 0.5047,0.4386 2404 4.37E-003 585.6 77.2 762.0 91.9 25.18 0.19 7.94
66 2017_06_15 10:08:30 649 10 0 9.214 0.6 0.5047,0.4386 2404 4.37E-003 585.6 77.2 762.0 91.9 25.18 0.19 4.10
67 2017_06_15 10:08:30 671 10 0 9.234 0.3 0.5046,0.4387 2404 4.38E-003 585.6 77.2 762.0 91.9 25.19 0.19 8.18
68 2017_06_15 10:08:30 692 10 0 9.233 0.2 0.5047,0.4387 2404 4.38E-003 585.6 77.2 762.0 91.9 25.17 0.19 16.35
69 2017_06_15 10:08:30 718 10 0 9.207 0.3 0.5047,0.4387 2404 4.38E-003 585.6 77.2 762.0 91.9 25.17 0.19 10.49
70 2017_06_15 10:08:30 740 10 0 9.223 0.1 0.5047,0.4387 2405 4.39E-003 585.6 77.2 762.0 91.9 25.15 0.19 37.38
71 2017_06_15 10:08:30 761 10 0 9.208 0.1 0.5047,0.4387 2405 4.40E-003 585.6 77.2 762.0 91.9 25.15 0.19 18.72
72 2017_06_15 10:08:30 783 10 0 9.220 0.3 0.5047,0.4387 2404 4.40E-003 585.6 77.2 762.0 91.9 25.15 0.19 9.02
73 2017_06_15 10:08:30 803 10 0 9.219 0.3 0.5048,0.4387 2403 4.38E-003 585.6 77.2 762.0 91.9 25.16 0.19 8.72
74 2017_06_15 10:08:30 824 10 0 9.206 0.3 0.5047,0.4387 2403 4.38E-003 585.6 77.2 762.0 91.9 25.17 0.19 7.71
75 2017_06_15 10:08:30 843 10 0 9.240 0.3 0.5047,0.4387 2404 4.38E-003 585.6 77.2 762.0 91.9 25.16 0.19 7.68
76 2017_06_15 10:08:30 864 10 0 9.205 0.4 0.5047,0.4387 2404 4.39E-003 585.6 77.2 762.0 91.9 25.15 0.19 7.49
77 2017_06_15 10:08:30 884 10 0 9.209 0.3 0.5048,0.4388 2404 4.40E-003 585.6 77.2 762.0 91.9 25.13 0.19 8.73
78 2017_06_15 10:08:30 904 10 0 9.210 0.3 0.5050,0.4385 2399 4.31E-003 585.7 77.2 762.0 91.8 25.09 0.19 8.71
79 2017_06_15 10:08:30 924 10 0 9.213 0.3 0.5047,0.4389 2405 4.44E-003 585.6 77.3 762.0 91.9 25.14 0.19 9.03
80 2017_06_15 10:08:30 943 10 0 9.220 0.3 0.5048,0.4388 2404 4.41E-003 585.6 77.3 762.0 91.8 25.12 0.19 7.92
81 2017_06_15 10:08:30 963 10 0 9.224 0.3 0.5048,0.4388 2404 4.41E-003 585.6 77.3 762.0 91.8 25.14 0.19 7.92
82 2017_06_15 10:08:30 984 10 0 9.233 0.3 0.5047,0.4388 2404 4.42E-003 585.6 77.2 762.0 91.9 25.15 0.19 8.43
83 2017_06_15 10:08:31 003 10 0 9.209 0.3 0.5055,0.4383 2393 4.25E-003 585.7 77.3 762.0 91.8 25.24 0.19 9.07
84 2017_06_15 10:08:31 023 10 0 9.214 0.3 0.5049,0.4387 2402 4.38E-003 585.6 77.3 762.0 91.8 25.19 0.19 7.71
85 2017_06_15 10:08:31 044 10 0 9.221 0.3 0.5048,0.4388 2404 4.41E-003 585.6 77.2 761.9 91.8 25.18 0.19 7.70
86 2017_06_15 10:08:31 065 10 0 9.215 0.3 0.5047,0.4388 2404 4.41E-003 585.6 77.2 762.0 91.9 25.19 0.19 8.46
87 2017_06_15 10:08:31 090 10 0 9.223 0.7 0.5048,0.4388 2403 4.41E-003 585.6 77.3 762.0 91.9 25.19 0.19 3.85
88 2017_06_15 10:08:31 114 10 0 9.228 0.2 0.5048,0.4388 2403 4.40E-003 585.6 77.3 762.0 91.9 25.18 0.19 15.40
89 2017_06_15 10:08:31 139 10 0 9.216 0.0 0.5049,0.4387 2403 4.40E-003 585.6 77.3 762.0 91.8 25.19 0.19 131.11
90 2017_06_15 10:08:31 163 10 0 9.213 0.1 0.5048,0.4388 2404 4.42E-003 585.6 77.3 762.0 91.8 25.18 0.19 26.22
91 2017_06_15 10:08:31 186 10 0 9.214 0.3 0.5048,0.4388 2404 4.41E-003 585.6 77.3 762.0 91.8 25.19 0.19 7.95
92 2017_06_15 10:08:31 207 10 0 9.213 0.7 0.5047,0.4389 2405 4.45E-003 585.6 77.3 762.0 91.9 25.23 0.19 3.81
93 2017_06_15 10:08:31 228 10 0 9.207 0.7 0.5048,0.4389 2405 4.44E-003 585.6 77.3 762.0 91.9 25.21 0.19 3.81
94 2017_06_15 10:08:31 249 10 0 9.219 0.3 0.5048,0.4388 2404 4.43E-003 585.6 77.3 761.9 91.8 25.20 0.19 7.71
95 2017_06_15 10:08:31 268 10 0 9.219 0.4 0.5048,0.4388 2404 4.43E-003 585.6 77.3 761.9 91.8 25.20 0.19 6.10
96 2017_06_15 10:08:31 287 10 0 9.233 0.4 0.5048,0.4388 2404 4.42E-003 585.6 77.3 761.9 91.8 25.21 0.19 5.95
97 2017_06_15 10:08:31 308 10 0 9.219 0.6 0.5048,0.4388 2403 4.41E-003 585.6 77.3 761.9 91.8 25.20 0.19 4.30
98 2017_06_15 10:08:31 331 10 0 9.209 0.3 0.5050,0.4384 2398 4.28E-003 585.7 77.2 761.9 91.8 25.12 0.19 9.34
99 2017_06_15 10:08:31 352 10 0 9.234 0.2 0.5050,0.4385 2400 4.32E-003 585.7 77.2 761.9 91.8 25.14 0.19 14.51
100 2017_06_15 10:08:31 374 10 0 9.226 0.1 0.5050,0.4386 2400 4.34E-003 585.7 77.2 761.9 91.8 25.17 0.19 29.07
101 2017_06_15 10:08:31 394 10 0 9.210 0.1 0.5050,0.4386 2401 4.36E-003 585.6 77.3 761.9 91.8 25.17 0.19 32.77
102 2017_06_15 10:08:31 416 10 0 9.213 0.2 0.5049,0.4387 2401 4.38E-003 585.6 77.3 761.9 91.8 25.17 0.19 11.91
103 2017_06_15 10:08:31 438 10 0 9.220 0.1 0.5050,0.4387 2402 4.39E-003 585.6 77.3 761.9 91.8 25.16 0.19 32.71
104 2017_06_15 10:08:31 460 10 0 9.230 0.1 0.5050,0.4387 2401 4.39E-003 585.6 77.3 761.9 91.8 25.14 0.19 29.02
105 2017_06_15 10:08:31 481 10 0 9.205 0.3 0.5050,0.4387 2401 4.38E-003 585.6 77.3 761.9 91.8 25.14 0.19 10.07
106 2017_06_15 10:08:31 502 10 0 9.226 0.3 0.5050,0.4387 2400 4.38E-003 585.6 77.3 761.9 91.8 25.13 0.19 8.43
107 2017_06_15 10:08:31 526 10 0 9.222 0.3 0.5050,0.4387 2400 4.38E-003 585.6 77.3 761.9 91.8 25.14 0.19 9.34
108 2017_06_15 10:08:31 550 10 0 9.223 0.7 0.5050,0.4387 2401 4.39E-003 585.6 77.3 761.9 91.8 25.14 0.19 3.90
109 2017_06_15 10:08:31 575 10 0 9.213 0.1 0.5053,0.4386 2396 4.32E-003 585.7 77.4 761.9 91.7 25.09 0.19 18.66
110 2017_06_15 10:08:31 598 10 0 9.240 0.1 0.5051,0.4387 2400 4.37E-003 585.6 77.3 761.9 91.8 25.12 0.19 21.73
111 2017_06_15 10:08:31 623 10 0 9.223 0.2 0.5051,0.4387 2400 4.37E-003 585.6 77.3 761.9 91.8 25.12 0.19 11.36
112 2017_06_15 10:08:31 647 10 0 9.219 0.3 0.5050,0.4387 2401 4.39E-003 585.6 77.3 761.9 91.8 25.13 0.19 7.92
113 2017_06_15 10:08:31 672 10 0 9.220 0.5 0.5050,0.4387 2401 4.39E-003 585.6 77.3 761.9 91.8 25.14 0.19 4.84
114 2017_06_15 10:08:31 696 10 0 9.240 0.1 0.5051,0.4387 2400 4.38E-003 585.6 77.3 761.9 91.8 25.13 0.19 21.74
115 2017_06_15 10:08:31 720 10 0 9.216 0.3 0.5051,0.4387 2400 4.37E-003 585.6 77.3 761.9 91.8 25.14 0.19 10.46
116 2017_06_15 10:08:31 745 10 0 9.227 0.3 0.5051,0.4387 2400 4.37E-003 585.7 77.3 761.9 91.8 25.13 0.19 8.71
117 2017_06_15 10:08:31 769 10 0 9.215 0.6 0.5051,0.4387 2400 4.37E-003 585.7 77.3 761.9 91.8 25.13 0.19 4.51
118 2017_06_15 10:08:31 792 10 0 9.216 0.4 0.5051,0.4386 2399 4.36E-003 585.7 77.3 761.9 91.8 25.14 0.19 7.47
119 2017_06_15 10:08:31 814 10 0 9.214 0.1 0.5051,0.4387 2399 4.36E-003 585.7 77.3 761.9 91.8 25.14 0.19 29.07
120 2017_06_15 10:08:31 836 10 0 9.215 0.1 0.5051,0.4387 2400 4.37E-003 585.6 77.3 761.9 91.8 25.14 0.19 29.07
121 2017_06_15 10:08:31 858 10 0 9.223 0.3 0.5051,0.4387 2400 4.37E-003 585.6 77.3 761.9 91.8 25.14 0.19 10.05
122 2017_06_15 10:08:31 878 10 0 9.213 0.0 0.5051,0.4387 2399 4.37E-003 585.7 77.3 761.9 91.8 25.13 0.19 130.85
123 2017_06_15 10:08:31 900 10 0 9.209 0.1 0.5051,0.4387 2399 4.38E-003 585.6 77.3 761.9 91.8 25.13 0.19 29.09
124 2017_06_15 10:08:31 920 10 0 9.208 0.3 0.5052,0.4387 2399 4.38E-003 585.7 77.3 761.9 91.8 25.13 0.19 10.47
125 2017_06_15 10:08:31 940 10 0 9.215 0.3 0.5051,0.4387 2399 4.37E-003 585.7 77.3 761.9 91.8 25.13 0.19 10.46
126 2017_06_15 10:08:31 960 10 0 9.239 0.3 0.5058,0.4377 2386 4.05E-003 585.8 77.2 761.9 92.5 24.96 0.19 10.36
127 2017_06_15 10:08:31 983 10 0 9.213 0.3 0.5103,0.4227 2235 -8.16E-004 588.3 74.1 761.9 92.8 19.47 0.18 7.42
128 2017_06_15 10:08:32 006 10 0 9.224 0.4 0.5531,0.4052 1769 -4.05E-003 593.7 81.6 761.9 84.9 9.83 0.10 2.66
129 2017_06_15 10:08:32 029 255 0 9.220 0.7 0.5504,0.3983 1748 -6.22E-003 594.8 78.7 762.3 70.0 7.20 0.07 0.99
130 2017_06_15 10:08:32 052 10 0 9.212 0.2 0.5379,0.4071 1891 -4.65E-003 592.5 77.6 761.1 84.9 5.48 0.05 2.21
131 2017_06_15 10:08:32 074 10 0 9.212 0.1 0.5351,0.4112 1938 -3.62E-003 591.7 78.0 724.6 81.7 4.92 0.05 6.08
132 2017_06_15 10:08:32 098 10 0 9.233 0.3 0.5340,0.4114 1949 -3.61E-003 591.6 77.8 719.2 82.4 4.78 0.04 1.36
133 2017_06_15 10:08:32 121 10 0 9.209 0.1 0.5345,0.4119 1948 -3.44E-003 591.5 78.1 719.1 81.8 4.79 0.04 3.74
134 2017_06_15 10:08:32 146 10 0 9.224 0.3 0.5316,0.4175 2006 -1.94E-003 590.5 78.9 719.0 85.1 4.97 0.04 1.34
135 2017_06_15 10:08:32 169 10 0 9.233 0.8 0.5184,0.4387 2263 4.20E-003 586.6 81.3 764.1 89.9 7.00 0.05 0.85
136 2017_06_15 10:08:32 194 10 0 9.209 0.2 0.5214,0.4349 2208 3.03E-003 587.3 81.1 764.0 92.9 6.70 0.05 3.09
137 2017_06_15 10:08:32 219 10 0 9.212 0.2 0.5244,0.4276 2133 8.60E-004 588.5 79.8 763.9 91.4 6.15 0.05 2.54
138 2017_06_15 10:08:32 242 10 0 9.206 0.2 0.5193,0.4238 2156 -3.78E-004 588.7 77.1 761.2 71.1 5.30 0.05 2.91
139 2017_06_15 10:08:32 268 10 0 9.233 0.3 0.5263,0.4167 2046 -2.39E-003 590.3 77.0 761.1 73.8 4.93 0.04 1.29
140 2017_06_15 10:08:32 291 10 0 9.217 0.4 0.5251,0.4128 2031 -3.63E-003 590.8 75.5 761.0 68.3 4.44 0.04 1.01
141 2017_06_15 10:08:32 315 10 0 9.236 0.1 0.5247,0.4110 2024 -4.18E-003 591.1 74.8 761.1 71.8 4.27 0.04 3.54
142 2017_06_15 10:08:32 340 255 0 9.202 0.3 0.4684,0.4266 2767 2.32E-003 584.1 62.6 761.2 92.6 2.76 0.02 0.56
143 2017_06_15 10:08:32 364 255 0 9.214 0.3 0.4724,0.4291 2730 2.88E-003 584.2 64.6 764.0 78.2 2.90 0.02 0.71
144 2017_06_15 10:08:32 389 255 0 9.213 0.5 0.4829,0.4245 2556 4.81E-004 585.8 66.4 764.0 80.3 3.01 0.02 0.45
145 2017_06_15 10:08:32 413 255 0 9.209 0.2 0.4735,0.4279 2706 2.37E-003 584.4 64.6 764.0 94.0 2.90 0.02 1.08
146 2017_06_15 10:08:32 434 255 0 9.228 0.1 0.4770,0.4248 2636 9.88E-004 585.2 64.7 761.1 94.1 2.80 0.02 2.44
147 2017_06_15 10:08:32 456 255 0 9.213 0.3 0.4813,0.4230 2565 4.22E-005 585.9 65.4 761.1 90.8 2.82 0.02 0.79
148 2017_06_15 10:08:32 478 255 0 9.227 0.1 0.4847,0.4219 2515 -5.09E-004 586.4 66.1 761.1 87.3 2.85 0.02 1.82
149 2017_06_15 10:08:32 498 255 0 9.221 0.1 0.4891,0.4235 2473 -1.72E-004 586.5 67.9 761.1 85.9 2.88 0.02 2.54
150 2017_06_15 10:08:32 518 255 0 9.203 0.1 0.4933,0.4222 2415 -7.38E-004 587.0 68.8 761.3 85.5 2.89 0.02 1.71
151 2017_06_15 10:08:32 542 255 0 9.228 0.1 0.4953,0.4221 2391 -8.30E-004 587.2 69.4 761.3 85.7 2.85 0.02 1.83
152 2017_06_15 10:08:32 566 255 0 9.225 0.3 0.4932,0.4223 2417 -7.07E-004 587.0 68.8 761.5 86.5 2.85 0.02 0.59
153 2017_06_15 10:08:32 590 255 0 9.222 0.6 0.4939,0.4220 2407 -8.37E-004 587.1 68.9 761.5 84.1 2.78 0.02 0.33
154 2017_06_15 10:08:32 614 255 0 9.223 0.1 0.4948,0.4202 2383 -1.47E-003 587.5 68.7 761.3 83.2 2.75 0.02 1.73
155 2017_06_15 10:08:32 637 255 0 9.219 0.0 0.4986,0.4188 2331 -2.04E-003 588.0 69.3 761.3 83.3 2.72 0.02 18.67
156 2017_06_15 10:08:32 662 10 0 9.233 0.1 0.5016,0.4183 2295 -2.23E-003 588.3 70.1 761.3 82.5 2.64 0.02 1.48
157 2017_06_15 10:08:32 686 10 0 9.215 0.3 0.5024,0.4182 2286 -2.26E-003 588.4 70.3 761.5 81.7 2.61 0.02 0.58
158 2017_06_15 10:08:32 710 10 0 9.213 0.5 0.5026,0.4163 2270 -2.89E-003 588.7 69.8 761.4 80.3 2.60 0.02 0.38
159 2017_06_15 10:08:32 736 10 0 9.230 0.1 0.5029,0.4156 2262 -3.14E-003 588.9 69.7 761.6 80.2 2.59 0.02 2.45
160 2017_06_15 10:08:32 761 10 0 9.240 0.1 0.5049,0.4137 2228 -3.75E-003 589.3 69.7 761.3 80.9 2.54 0.02 1.67
161 2017_06_15 10:08:32 787 10 0 9.219 0.3 0.5054,0.4131 2219 -3.95E-003 589.4 69.7 761.4 80.6 2.54 0.02 0.56
162 2017_06_15 10:08:32 810 10 0 9.215 0.5 0.5059,0.4129 2212 -4.03E-003 589.5 69.8 761.4 79.6 2.54 0.02 0.33
163 2017_06_15 10:08:32 835 10 0 9.205 0.1 0.5030,0.4131 2243 -3.95E-003 589.3 69.0 761.4 79.2 2.52 0.02 1.18
164 2017_06_15 10:08:32 859 10 0 9.223 0.3 0.5035,0.4122 2232 -4.26E-003 589.5 68.8 761.4 79.1 2.53 0.02 0.52
165 2017_06_15 10:08:32 884 10 0 9.225 0.2 0.5042,0.4114 2219 -4.52E-003 589.6 68.8 761.4 79.7 2.53 0.02 0.92
166 2017_06_15 10:08:32 908 10 0 9.232 0.7 0.5091,0.4092 2154 -5.20E-003 590.4 69.6 761.4 82.0 2.56 0.02 0.23
167 2017_06_15 10:08:32 932 10 0 9.213 0.2 0.5067,0.4103 2187 -4.87E-003 590.0 69.2 761.5 80.8 2.53 0.02 0.69
168 2017_06_15 10:08:32 956 10 0 9.211 0.1 0.5074,0.4100 2177 -4.96E-003 590.1 69.3 761.5 80.5 2.50 0.02 1.36
169 2017_06_15 10:08:32 980 10 0 9.206 0.1 0.5094,0.4088 2149 -5.32E-003 590.5 69.6 761.5 79.9 2.47 0.02 1.78
170 2017_06_15 10:08:33 005 10 0 9.220 0.3 0.5114,0.4100 2139 -4.88E-003 590.4 70.6 761.4 79.5 2.42 0.02 0.51
171 2017_06_15 10:08:33 031 10 0 9.216 0.7 0.5120,0.4086 2122 -5.33E-003 590.7 70.3 761.4 78.2 2.42 0.02 0.22
172 2017_06_15 10:08:33 059 10 0 9.213 0.1 0.5247,0.4011 1960 -7.21E-003 592.8 71.9 651.6 83.0 2.48 0.02 1.24
173 2017_06_15 10:08:33 082 255 0 9.240 0.3 0.6379,0.3394 1029 8.28E-003 612.7 87.3 649.0 31.1 3.78 0.04 1.07
174 2017_06_15 10:08:33 106 255 0 9.227 0.4 0.6673,0.3264 1001 -3.27E-002 617.9 92.1 651.5 40.0 5.43 0.05 1.30
175 2017_06_15 10:08:33 128 255 0 9.204 0.7 0.6495,0.3371 1001 -8.74E-003 613.5 90.0 651.6 44.2 4.62 0.04 0.57
176 2017_06_15 10:08:33 151 255 0 9.209 0.2 0.6057,0.3628 1261 8.34E-003 604.8 84.7 649.5 54.8 3.51 0.03 1.44
177 2017_06_15 10:08:33 174 255 0 9.234 0.1 0.5887,0.3724 1386 8.58E-003 601.9 82.5 655.0 61.5 3.28 0.02 2.74
