记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
34 2017_06_15 10:10:39 972 10 0 9.226 0.1 0.5079,0.4371 2359 3.80E-003 586.1 77.7 762.0 92.6 26.65 0.21 27.77
35 2017_06_15 10:10:39 996 10 0 9.216 0.3 0.5079,0.4372 2360 3.83E-003 586.1 77.7 762.0 92.5 26.65 0.21 8.43
36 2017_06_15 10:10:40 020 10 0 9.228 0.7 0.5079,0.4373 2360 3.85E-003 586.0 77.7 762.0 92.5 26.64 0.21 4.08
37 2017_06_15 10:10:40 045 10 0 9.218 0.1 0.5079,0.4372 2360 3.84E-003 586.1 77.7 762.0 92.5 26.67 0.21 21.40
38 2017_06_15 10:10:40 070 10 0 9.213 0.2 0.5078,0.4374 2361 3.88E-003 586.0 77.8 761.9 92.2 26.64 0.20 11.59
39 2017_06_15 10:10:40 095 10 0 9.202 0.3 0.5079,0.4374 2360 3.89E-003 586.0 77.8 761.9 92.5 26.67 0.21 10.32
40 2017_06_15 10:10:40 118 10 0 9.216 0.4 0.5079,0.4374 2360 3.89E-003 586.0 77.8 762.0 92.5 26.66 0.21 7.32
41 2017_06_15 10:10:40 143 10 0 9.212 0.4 0.5080,0.4374 2360 3.89E-003 586.0 77.8 761.9 92.5 26.67 0.21 7.14
42 2017_06_15 10:10:40 167 10 0 9.219 0.1 0.5079,0.4374 2361 3.90E-003 586.0 77.8 761.9 92.5 26.67 0.21 23.17
43 2017_06_15 10:10:40 193 10 0 9.216 0.1 0.5080,0.4374 2360 3.91E-003 586.0 77.8 761.9 92.5 26.65 0.20 19.86
44 2017_06_15 10:10:40 215 10 0 9.216 0.3 0.5080,0.4375 2361 3.93E-003 586.0 77.8 762.0 92.4 26.64 0.20 8.97
45 2017_06_15 10:10:40 237 10 0 9.226 0.4 0.5080,0.4375 2360 3.92E-003 586.0 77.8 761.9 92.4 26.64 0.20 6.46
46 2017_06_15 10:10:40 259 10 0 9.215 0.5 0.5085,0.4371 2353 3.80E-003 586.1 77.9 761.9 93.3 26.72 0.21 5.26
47 2017_06_15 10:10:40 280 10 0 9.237 0.3 0.5078,0.4376 2363 3.95E-003 586.0 77.8 761.9 92.1 26.66 0.21 9.57
48 2017_06_15 10:10:40 302 10 0 9.206 0.1 0.5080,0.4374 2360 3.90E-003 586.0 77.8 761.9 92.5 26.71 0.21 21.46
49 2017_06_15 10:10:40 324 10 0 9.214 0.1 0.5080,0.4374 2360 3.90E-003 586.0 77.8 761.9 92.5 26.70 0.21 39.81
50 2017_06_15 10:10:40 345 10 0 9.216 0.1 0.5080,0.4374 2360 3.90E-003 586.0 77.8 761.9 92.5 26.70 0.21 34.82
51 2017_06_15 10:10:40 364 10 0 9.211 0.1 0.5080,0.4374 2360 3.90E-003 586.0 77.8 761.9 92.5 26.71 0.21 55.77
52 2017_06_15 10:10:40 382 10 0 9.213 0.1 0.5080,0.4374 2360 3.90E-003 586.0 77.8 761.9 92.5 26.71 0.21 30.97
53 2017_06_15 10:10:40 406 10 0 9.212 0.1 0.5079,0.4375 2361 3.91E-003 586.0 77.8 761.9 92.4 26.71 0.21 23.23
54 2017_06_15 10:10:40 430 10 0 9.203 0.3 0.5080,0.4375 2361 3.92E-003 586.0 77.8 761.9 92.4 26.68 0.21 10.72
55 2017_06_15 10:10:40 455 10 0 9.214 0.3 0.5080,0.4375 2361 3.93E-003 586.0 77.8 761.9 92.4 26.67 0.21 9.94
56 2017_06_15 10:10:40 479 10 0 9.227 0.7 0.5080,0.4376 2361 3.95E-003 586.0 77.9 761.9 92.4 26.64 0.20 4.02
57 2017_06_15 10:10:40 504 10 0 9.212 0.2 0.5079,0.4373 2360 3.87E-003 586.0 77.8 762.0 92.4 26.68 0.21 13.26
58 2017_06_15 10:10:40 528 10 0 9.227 0.1 0.5079,0.4374 2361 3.91E-003 586.0 77.8 762.0 92.4 26.67 0.21 34.74
59 2017_06_15 10:10:40 552 10 0 9.211 0.0 0.5080,0.4375 2360 3.94E-003 586.0 77.9 762.0 92.4 26.67 0.21 139.20
60 2017_06_15 10:10:40 577 10 0 9.211 0.3 0.5080,0.4375 2360 3.92E-003 586.0 77.8 762.0 92.4 26.67 0.21 8.70
61 2017_06_15 10:10:40 601 10 0 9.222 0.6 0.5080,0.4375 2360 3.93E-003 586.0 77.9 762.0 92.4 26.67 0.21 4.41
62 2017_06_15 10:10:40 625 10 0 9.211 0.1 0.5080,0.4375 2360 3.93E-003 586.0 77.9 762.0 92.4 26.67 0.20 25.31
63 2017_06_15 10:10:40 651 10 0 9.219 0.3 0.5080,0.4375 2360 3.93E-003 586.0 77.9 762.0 92.4 26.67 0.20 11.13
64 2017_06_15 10:10:40 675 10 0 9.218 0.3 0.5080,0.4375 2360 3.94E-003 586.0 77.9 762.0 92.4 26.66 0.20 8.43
65 2017_06_15 10:10:40 701 10 0 9.209 0.7 0.5080,0.4375 2361 3.94E-003 586.0 77.8 762.0 92.4 26.65 0.20 3.86
66 2017_06_15 10:10:40 724 10 0 9.225 0.1 0.5080,0.4375 2360 3.94E-003 586.0 77.9 762.0 92.4 26.65 0.20 23.15
67 2017_06_15 10:10:40 749 10 0 9.203 0.1 0.5081,0.4375 2360 3.93E-003 586.0 77.9 762.0 92.4 26.65 0.20 46.40
68 2017_06_15 10:10:40 779 10 0 9.207 0.7 0.5068,0.4300 2321 1.52E-003 587.0 75.2 762.0 96.8 23.26 0.19 3.31
69 2017_06_15 10:10:40 802 10 0 9.212 0.2 0.5335,0.4039 1906 -5.89E-003 592.8 75.3 767.2 74.2 5.40 0.06 2.65
70 2017_06_15 10:10:40 827 10 0 9.233 0.1 0.5455,0.4023 1806 -5.51E-003 593.8 78.5 767.6 77.0 4.34 0.05 4.52
71 2017_06_15 10:10:40 849 255 0 9.216 0.2 0.5395,0.3939 1799 -8.42E-003 595.1 74.1 719.0 72.2 4.27 0.04 1.77
72 2017_06_15 10:10:40 871 10 0 9.221 0.2 0.5686,0.4079 1681 -1.90E-003 594.0 87.1 654.0 86.5 9.00 0.07 5.41
73 2017_06_15 10:10:40 897 10 0 9.212 0.3 0.5328,0.4226 2028 -3.74E-004 589.8 80.8 762.7 93.0 23.30 0.20 7.33
74 2017_06_15 10:10:40 921 10 0 9.219 0.5 0.5232,0.4279 2146 9.28E-004 588.4 79.5 762.2 95.3 23.76 0.20 5.03
75 2017_06_15 10:10:40 943 10 0 9.213 0.1 0.5229,0.4275 2147 8.19E-004 588.4 79.3 762.4 95.9 23.24 0.20 24.12
76 2017_06_15 10:10:40 964 10 0 9.216 0.1 0.5194,0.4312 2204 1.89E-003 587.7 79.3 762.3 95.2 23.50 0.19 24.39
77 2017_06_15 10:10:40 986 10 0 9.219 0.1 0.5150,0.4333 2260 2.51E-003 587.1 78.6 762.2 94.6 23.91 0.19 49.66
78 2017_06_15 10:10:41 007 10 0 9.221 0.3 0.5141,0.4340 2274 2.74E-003 586.9 78.6 762.2 94.2 24.30 0.19 8.71
79 2017_06_15 10:10:41 028 10 0 9.213 0.1 0.5129,0.4345 2289 2.92E-003 586.8 78.4 762.1 94.3 24.34 0.19 50.62
80 2017_06_15 10:10:41 051 10 0 9.210 0.2 0.5121,0.4350 2300 3.06E-003 586.7 78.3 762.1 94.1 24.10 0.19 12.52
81 2017_06_15 10:10:41 073 10 0 9.223 0.3 0.5125,0.4348 2296 3.00E-003 586.7 78.4 762.1 94.2 24.18 0.19 8.37
82 2017_06_15 10:10:41 096 10 0 9.206 0.3 0.5366,0.4144 1946 -2.59E-003 591.2 79.5 762.1 94.5 15.26 0.15 5.16
83 2017_06_15 10:10:41 119 10 0 9.210 0.7 0.5546,0.4072 1769 -3.39E-003 593.4 82.7 731.5 82.5 7.61 0.07 0.97
84 2017_06_15 10:10:41 141 10 0 9.210 0.3 0.5548,0.4077 1771 -3.23E-003 593.3 82.9 719.5 87.3 6.07 0.05 1.90
85 2017_06_15 10:10:41 165 255 0 9.199 0.1 0.5226,0.3970 1951 -8.62E-003 593.5 70.0 719.1 35.4 2.48 0.01 1.46
86 2017_06_15 10:10:41 190 10 0 9.214 0.3 0.5125,0.4070 2107 -5.85E-003 591.0 70.0 763.8 37.9 2.46 0.02 0.56
87 2017_06_15 10:10:41 216 10 0 9.214 0.3 0.5070,0.4079 2167 -5.64E-003 590.4 68.6 763.5 35.4 2.16 0.01 0.42
88 2017_06_15 10:10:41 241 10 0 9.228 0.7 0.5072,0.4028 2129 -7.33E-003 591.4 67.1 774.0 54.0 2.37 0.02 0.20
89 2017_06_15 10:10:41 266 10 0 9.217 0.1 0.5102,0.4057 2120 -6.31E-003 591.1 68.9 763.5 57.6 2.47 0.02 1.33
90 2017_06_15 10:10:41 290 10 0 9.209 0.2 0.5122,0.4101 2131 -4.85E-003 590.4 70.8 716.2 64.8 2.68 0.02 0.76
91 2017_06_15 10:10:41 315 10 0 9.212 0.2 0.5090,0.4121 2176 -4.24E-003 589.9 70.5 762.8 72.5 2.68 0.02 0.76
92 2017_06_15 10:10:41 341 10 0 9.213 0.8 0.5095,0.4125 2173 -4.13E-003 589.8 70.7 762.4 72.6 2.67 0.02 0.23
93 2017_06_15 10:10:41 362 10 0 9.201 0.2 0.5094,0.4121 2172 -4.25E-003 589.9 70.6 762.7 74.1 2.64 0.02 0.93
94 2017_06_15 10:10:41 384 10 0 9.209 0.1 0.5055,0.4122 2212 -4.25E-003 589.6 69.4 762.9 75.6 2.58 0.02 1.23
95 2017_06_15 10:10:41 406 10 0 9.231 0.0 0.5017,0.4139 2262 -3.69E-003 589.0 68.8 762.8 75.8 2.54 0.02 0.00
96 2017_06_15 10:10:41 427 10 0 9.216 0.3 0.5009,0.4144 2275 -3.51E-003 588.9 68.7 762.8 77.4 2.53 0.02 0.52
97 2017_06_15 10:10:41 449 10 0 9.210 0.1 0.5015,0.4154 2275 -3.21E-003 588.8 69.2 762.8 77.1 2.47 0.01 1.45
98 2017_06_15 10:10:41 470 255 0 9.224 0.2 0.4922,0.4219 2425 -8.19E-004 587.0 68.4 762.9 80.6 2.29 0.01 0.93
99 2017_06_15 10:10:41 491 255 0 9.219 0.3 0.4949,0.4178 2364 -2.30E-003 587.9 68.0 763.0 76.5 2.32 0.01 0.55
100 2017_06_15 10:10:41 513 255 0 9.226 0.3 0.4959,0.4167 2345 -2.70E-003 588.1 67.9 719.3 79.5 2.34 0.01 0.50
101 2017_06_15 10:10:41 535 255 0 9.209 0.3 0.4954,0.4166 2350 -2.70E-003 588.1 67.8 719.3 81.0 2.31 0.01 0.43
102 2017_06_15 10:10:41 556 255 0 9.222 0.6 0.4935,0.4168 2374 -2.59E-003 587.9 67.2 763.0 81.5 2.26 0.01 0.22
103 2017_06_15 10:10:41 579 255 0 9.218 0.6 0.4948,0.4138 2337 -3.64E-003 588.5 66.7 762.7 80.8 2.21 0.01 0.22
104 2017_06_15 10:10:41 600 255 0 9.227 0.4 0.4964,0.4127 2311 -4.05E-003 588.8 66.8 762.5 79.0 2.23 0.01 0.38
105 2017_06_15 10:10:41 621 10 0 9.216 0.2 0.5009,0.4094 2239 -5.19E-003 589.8 67.2 762.5 77.9 2.24 0.01 0.90
106 2017_06_15 10:10:41 642 255 0 9.219 0.1 0.5761,0.3726 1453 1.03E-002 601.4 78.8 654.9 46.1 2.77 0.02 1.60
107 2017_06_15 10:10:41 664 10 0 9.204 0.1 0.5218,0.4392 2233 4.37E-003 586.8 82.5 761.3 93.3 17.34 0.13 19.71
108 2017_06_15 10:10:41 686 10 0 9.203 0.0 0.5093,0.4428 2382 5.57E-003 585.4 79.8 761.8 88.5 24.28 0.17 126.36
109 2017_06_15 10:10:41 707 10 0 9.218 0.3 0.5099,0.4426 2375 5.52E-003 585.5 80.0 761.8 89.4 24.71 0.18 8.56
110 2017_06_15 10:10:41 729 10 0 9.218 0.0 0.5094,0.4412 2370 5.07E-003 585.7 79.4 761.9 90.3 24.79 0.18 64.46
111 2017_06_15 10:10:41 750 10 0 9.223 0.2 0.5095,0.4402 2362 4.75E-003 585.8 79.1 761.9 91.2 24.77 0.18 16.09
112 2017_06_15 10:10:41 772 10 0 9.207 0.3 0.5095,0.4391 2355 4.39E-003 585.9 78.8 761.9 91.3 24.97 0.18 8.39
113 2017_06_15 10:10:41 793 10 0 9.208 0.3 0.5095,0.4391 2356 4.42E-003 585.9 78.8 761.8 91.6 24.99 0.19 8.40
114 2017_06_15 10:10:41 816 10 0 9.209 0.3 0.5097,0.4390 2353 4.36E-003 586.0 78.8 761.9 91.7 24.93 0.19 7.87
115 2017_06_15 10:10:41 837 10 0 9.209 0.7 0.5102,0.4386 2345 4.22E-003 586.0 78.8 761.9 91.9 25.04 0.19 4.01
116 2017_06_15 10:10:41 859 10 0 9.210 0.4 0.5100,0.4378 2341 4.00E-003 586.1 78.5 761.8 92.2 25.11 0.19 6.38
117 2017_06_15 10:10:41 880 10 0 9.219 0.2 0.5174,0.4326 2233 2.33E-003 587.3 79.2 761.8 93.8 25.54 0.20 14.77
118 2017_06_15 10:10:41 902 255 0 9.217 0.1 0.5591,0.3902 1645 -7.63E-003 596.7 78.9 761.8 71.0 19.86 0.21 17.03
119 2017_06_15 10:10:41 922 255 0 9.207 0.1 0.5575,0.3767 1581 1.16E-002 599.7 74.4 762.3 68.4 7.82 0.09 7.40
120 2017_06_15 10:10:41 944 255 0 9.219 0.1 0.5710,0.3796 1517 9.13E-003 599.6 79.3 762.3 71.7 6.73 0.08 6.21
121 2017_06_15 10:10:41 963 255 0 9.222 0.1 0.6048,0.3620 1261 8.68E-003 604.9 84.2 763.9 56.7 7.86 0.09 12.39
122 2017_06_15 10:10:41 984 255 0 9.216 0.1 0.6016,0.3684 1305 7.61E-003 603.2 85.1 763.8 60.6 8.28 0.09 11.27
123 2017_06_15 10:10:42 003 255 0 9.206 0.0 0.5918,0.3789 1402 6.48E-003 600.4 85.3 763.8 66.0 8.20 0.09 0.00
124 2017_06_15 10:10:42 022 255 0 9.224 0.1 0.5666,0.3950 1624 5.52E-003 596.1 82.6 764.2 76.9 7.29 0.07 8.51
125 2017_06_15 10:10:42 043 10 0 9.212 0.1 0.5172,0.4212 2159 -1.23E-003 589.0 75.6 764.1 88.0 5.58 0.05 4.96
126 2017_06_15 10:10:42 064 10 0 9.209 0.1 0.5088,0.4107 2168 -4.72E-003 590.1 70.0 766.9 83.9 4.25 0.04 4.41
127 2017_06_15 10:10:42 085 255 0 9.205 0.0 0.4950,0.4131 2329 -3.90E-003 588.7 66.6 761.5 87.1 3.79 0.03 0.00
128 2017_06_15 10:10:42 109 255 0 9.231 0.0 0.4981,0.4164 2319 -2.82E-003 588.4 68.5 761.4 90.3 3.80 0.03 30.26
129 2017_06_15 10:10:42 132 255 0 9.213 0.1 0.4879,0.4192 2456 -1.59E-003 587.1 66.3 761.4 93.1 3.38 0.03 2.35
130 2017_06_15 10:10:42 156 255 0 9.204 0.3 0.4821,0.4132 2482 -3.46E-003 587.6 62.8 761.4 83.4 3.01 0.02 0.64
131 2017_06_15 10:10:42 180 255 0 9.202 0.6 0.4843,0.4137 2459 -3.38E-003 587.7 63.5 761.4 87.6 3.05 0.02 0.36
132 2017_06_15 10:10:42 205 255 0 9.204 0.1 0.4888,0.4134 2403 -3.65E-003 588.1 64.8 761.4 85.8 3.02 0.02 1.99
133 2017_06_15 10:10:42 230 10 0 9.209 0.3 0.5159,0.4407 2300 4.83E-003 586.2 81.2 763.5 92.1 18.81 0.13 7.16
134 2017_06_15 10:10:42 254 10 0 9.220 0.3 0.5110,0.4421 2360 5.33E-003 585.7 80.1 761.7 90.1 24.16 0.17 9.29
135 2017_06_15 10:10:42 279 10 0 9.203 0.5 0.5106,0.4386 2341 4.25E-003 586.1 79.0 761.8 92.6 25.03 0.19 5.67
136 2017_06_15 10:10:42 302 10 0 9.233 0.3 0.5111,0.4378 2330 3.96E-003 586.2 78.9 761.9 92.8 25.17 0.19 9.02
137 2017_06_15 10:10:42 328 10 0 9.230 0.1 0.5112,0.4377 2329 3.93E-003 586.2 78.8 761.9 91.6 25.29 0.19 37.56
138 2017_06_15 10:10:42 352 10 0 9.220 0.0 0.5113,0.4376 2326 3.91E-003 586.2 78.9 761.9 92.7 24.81 0.19 64.49
139 2017_06_15 10:10:42 373 10 0 9.206 0.3 0.5461,0.4049 1817 -4.71E-003 593.3 79.4 762.0 86.7 12.38 0.11 3.98
140 2017_06_15 10:10:42 395 255 0 9.205 0.4 0.5618,0.3878 1615 7.99E-003 597.4 79.0 761.0 46.3 3.45 0.04 0.68
141 2017_06_15 10:10:42 415 255 0 9.213 0.5 0.5769,0.3815 1494 7.85E-003 599.3 81.6 761.0 52.5 2.87 0.03 0.37
142 2017_06_15 10:10:42 435 255 0 9.216 0.6 0.5862,0.3727 1401 8.85E-003 601.7 81.8 761.0 52.6 2.85 0.02 0.31
143 2017_06_15 10:10:42 456 255 0 9.226 0.7 0.5751,0.3833 1513 7.62E-003 598.9 81.6 654.4 63.3 3.51 0.03 0.37
144 2017_06_15 10:10:42 476 255 0 9.214 0.6 0.5705,0.3886 1567 6.79E-003 597.6 81.8 648.3 76.6 4.83 0.04 0.66
145 2017_06_15 10:10:42 495 255 0 9.212 0.7 0.5680,0.3952 1617 -5.31E-003 596.2 83.1 648.3 77.7 4.92 0.04 0.61
146 2017_06_15 10:10:42 514 255 0 9.212 0.4 0.5500,0.3990 1755 -6.07E-003 594.6 78.8 762.8 72.1 4.18 0.04 0.91
147 2017_06_15 10:10:42 537 10 0 9.223 0.6 0.5279,0.4124 2005 -3.62E-003 591.0 76.2 762.8 88.2 3.89 0.03 0.50
148 2017_06_15 10:10:42 560 10 0 9.207 0.7 0.5126,0.4192 2189 -1.93E-003 589.0 73.7 762.9 96.5 3.56 0.03 0.42
149 2017_06_15 10:10:42 584 10 0 9.224 0.1 0.5064,0.4205 2260 -1.52E-003 588.3 72.2 762.8 87.8 3.44 0.03 1.89
150 2017_06_15 10:10:42 608 255 0 9.217 0.0 0.4984,0.4217 2353 -1.05E-003 587.5 70.2 762.8 95.8 3.22 0.03 6.02
151 2017_06_15 10:10:42 632 255 0 9.214 0.1 0.4999,0.4245 2357 -1.35E-004 587.2 71.5 762.9 96.6 3.00 0.02 2.71
152 2017_06_15 10:10:42 655 10 0 9.214 0.4 0.5172,0.4403 2285 4.69E-003 586.3 81.4 718.9 91.2 14.02 0.08 3.71
153 2017_06_15 10:10:42 680 10 0 9.206 0.7 0.5088,0.4391 2363 4.43E-003 585.9 78.6 762.2 91.9 25.01 0.19 3.78
154 2017_06_15 10:10:42 704 10 0 9.212 0.2 0.5080,0.4391 2371 4.44E-003 585.8 78.3 762.2 91.9 24.78 0.19 17.19
155 2017_06_15 10:10:42 727 10 0 9.239 0.0 0.5087,0.4386 2361 4.26E-003 585.9 78.4 761.9 92.2 24.68 0.19 0.00
156 2017_06_15 10:10:42 752 10 0 9.218 0.1 0.5094,0.4382 2351 4.12E-003 586.0 78.4 761.9 92.1 24.70 0.19 51.37
157 2017_06_15 10:10:42 775 10 0 9.231 0.3 0.5099,0.4375 2340 3.88E-003 586.2 78.4 761.8 92.8 24.46 0.19 7.69
158 2017_06_15 10:10:42 799 255 0 9.217 0.7 0.5896,0.3674 1358 9.74E-003 603.2 81.2 764.6 60.9 4.80 0.05 0.57
159 2017_06_15 10:10:42 821 255 0 9.239 0.2 0.6069,0.3664 1272 7.25E-003 603.8 86.1 655.2 59.5 4.16 0.04 1.80
160 2017_06_15 10:10:42 847 255 0 9.209 0.1 0.5934,0.3819 1409 5.50E-003 599.8 86.7 655.0 69.9 4.76 0.04 5.82
161 2017_06_15 10:10:42 869 255 0 9.216 0.2 0.5700,0.3940 1598 5.41E-003 596.5 83.3 762.0 88.5 3.69 0.03 1.71
162 2017_06_15 10:10:42 892 10 0 9.229 0.2 0.5325,0.4149 1982 -2.67E-003 590.9 78.3 761.8 93.7 3.02 0.02 0.91
163 2017_06_15 10:10:42 915 10 0 9.216 0.3 0.5236,0.4139 2052 -3.34E-003 590.5 75.4 761.9 87.6 2.46 0.01 0.48
164 2017_06_15 10:10:42 939 255 0 9.223 0.7 0.5483,0.3961 1750 -7.05E-003 595.1 77.4 652.3 82.2 2.37 0.01 0.22
165 2017_06_15 10:10:42 960 10 0 9.206 0.3 0.5079,0.4392 2374 4.47E-003 585.8 78.3 762.4 92.2 24.33 0.19 9.04
166 2017_06_15 10:10:42 981 10 0 9.231 0.1 0.5086,0.4397 2369 4.60E-003 585.8 78.7 761.9 92.9 24.08 0.18 17.84
167 2017_06_15 10:10:43 003 10 0 9.222 0.1 0.5088,0.4387 2360 4.28E-003 585.9 78.4 762.2 92.4 24.66 0.19 21.36
168 2017_06_15 10:10:43 025 10 0 9.216 0.1 0.5096,0.4390 2354 4.37E-003 585.9 78.8 762.2 92.2 24.35 0.19 31.63
169 2017_06_15 10:10:43 046 10 0 9.210 0.3 0.5093,0.4383 2353 4.17E-003 586.0 78.5 762.2 92.8 24.57 0.19 8.81
170 2017_06_15 10:10:43 070 255 0 9.219 0.1 0.6514,0.3450 1002 4.35E-003 610.7 93.0 647.9 67.2 3.60 0.03 2.01
171 2017_06_15 10:10:43 091 10 0 9.217 0.3 0.5707,0.4149 1705 1.36E-004 593.0 89.8 718.0 82.5 8.11 0.06 2.75
172 2017_06_15 10:10:43 112 10 0 9.206 0.3 0.5667,0.4114 1713 -1.16E-003 593.3 87.6 648.2 84.8 8.16 0.06 2.51
173 2017_06_15 10:10:43 133 255 0 9.210 0.3 0.4879,0.4179 2447 -2.04E-003 587.3 65.9 777.8 87.2 3.23 0.03 0.73
174 2017_06_15 10:10:43 153 255 0 9.211 0.3 0.2587,0.4607 7976 7.99E-002 512.3 26.9 764.4 40.9 1.68 0.01 0.23
175 2017_06_15 10:10:43 174 255 0 9.219 0.4 0.3504,0.4173 5279 2.72E-002 559.5 24.5 734.6 65.1 1.63 0.01 0.18
176 2017_06_15 10:10:43 196 255 0 9.206 0.5 0.3625,0.4124 4920 2.08E-002 565.5 26.6 764.3 85.4 1.56 0.01 0.14
177 2017_06_15 10:10:43 221 255 0 9.213 0.6 0.4351,0.4114 3187 7.01E-004 582.8 48.1 764.3 87.5 1.76 0.01 0.13
