 记录条数:0 2017_06_05 12:15:07 097  bin号:5 晶号:0 电压(V):11.620 反向漏电流(uA):0.7色坐标(x,y)0.5811,0.4012相关色温(K)1571色差2.26E-003主波长(nm)595.6色纯度(%)88.8峰值波长(nm)767.2显色性指数97.8光通量(lm)11.34辐射通量(mW)0.14光效1.33
                                晶号:1 电压(V):11.256 反向漏电流(uA):0.0色坐标(x,y)0.5683,0.3935相关色温(K)1599色差2.01E-003主波长(nm)594.1色纯度(%)88.7峰值波长(nm)750.1显色性指数94.6光通量(lm)10.28辐射通量(mW)0.15光效22.83
                                晶号:2 电压(V):25.333 反向漏电流(uA):0.0色坐标(x,y)0.5686,0.3937相关色温(K)1599色差-1.91E-003主波长(nm)594.1色纯度(%)88.8峰值波长(nm)750.2显色性指数93.8光通量(lm)9.80辐射通量(mW)0.13光效12.90
 记录条数:1 2017_06_05 12:15:07 140  bin号:5 晶号:0 电压(V):11.603 反向漏电流(uA):0.7色坐标(x,y)0.5785,0.4042相关色温(K)1601色差1.80E-003主波长(nm)595.0色纯度(%)89.0峰值波长(nm)748.9显色性指数95.6光通量(lm)10.50辐射通量(mW)0.13光效1.17
                                晶号:1 电压(V):11.268 反向漏电流(uA):0.0色坐标(x,y)0.5660,0.3966相关色温(K)1629色差-1.46E-003主波长(nm)593.5色纯度(%)89.0峰值波长(nm)750.1显色性指数93.4光通量(lm)9.02辐射通量(mW)0.11光效26.68
                                晶号:2 电压(V):11.205 反向漏电流(uA):0.1色坐标(x,y)0.5660,0.3969相关色温(K)1630色差1.40E-003主波长(nm)593.5色纯度(%)89.0峰值波长(nm)757.5显色性指数93.1光通量(lm)8.89辐射通量(mW)0.11光效15.86
 记录条数:2 2017_06_05 12:15:07 181  bin号:5 晶号:0 电压(V):11.633 反向漏电流(uA):0.7色坐标(x,y)0.5761,0.4065相关色温(K)1628色差-1.48E-003主波长(nm)594.5色纯度(%)88.9峰值波长(nm)746.3显色性指数94.1光通量(lm)9.92辐射通量(mW)0.11光效1.16
                                晶号:1 电压(V):11.251 反向漏电流(uA):0.0色坐标(x,y)0.5662,0.3964相关色温(K)1626色差1.49E-003主波长(nm)593.6色纯度(%)88.9峰值波长(nm)747.5显色性指数92.9光通量(lm)8.82辐射通量(mW)0.11光效78.43
                                晶号:2 电压(V):11.244 反向漏电流(uA):0.1色坐标(x,y)0.5658,0.3968相关色温(K)1631色差1.44E-003主波长(nm)593.5色纯度(%)88.9峰值波长(nm)747.6显色性指数93.0光通量(lm)8.93辐射通量(mW)0.11光效13.24
 记录条数:3 2017_06_05 12:15:07 221  bin号:5 晶号:0 电压(V):11.619 反向漏电流(uA):0.7色坐标(x,y)0.5752,0.4073相关色温(K)1638色差-1.38E-003主波长(nm)594.4色纯度(%)88.9峰值波长(nm)756.0显色性指数94.1光通量(lm)9.81辐射通量(mW)0.11光效1.08
                                晶号:1 电压(V):11.225 反向漏电流(uA):0.0色坐标(x,y)0.5649,0.3975相关色温(K)1641色差-1.36E-003主波长(nm)593.3色纯度(%)88.9峰值波长(nm)757.1显色性指数93.1光通量(lm)8.74辐射通量(mW)0.11光效19.46
                                晶号:2 电压(V):11.250 反向漏电流(uA):0.1色坐标(x,y)0.5642,0.3980相关色温(K)1647色差1.29E-003主波长(nm)593.2色纯度(%)88.9峰值波长(nm)757.2显色性指数93.1光通量(lm)8.62辐射通量(mW)0.11光效10.94
 记录条数:4 2017_06_05 12:15:07 261  bin号:5 晶号:0 电压(V):11.618 反向漏电流(uA):0.7色坐标(x,y)0.5746,0.4078相关色温(K)1644色差-1.32E-003主波长(nm)594.3色纯度(%)88.9峰值波长(nm)748.3显色性指数94.2光通量(lm)9.68辐射通量(mW)0.11光效1.15
                                晶号:1 电压(V):25.333 反向漏电流(uA):0.0色坐标(x,y)0.5647,0.3975相关色温(K)1642色差-1.37E-003主波长(nm)593.3色纯度(%)88.8峰值波长(nm)750.5显色性指数93.7光通量(lm)8.66辐射通量(mW)0.11光效0.00
                                晶号:2 电压(V):11.277 反向漏电流(uA):0.1色坐标(x,y)0.5645,0.3977相关色温(K)1644色差-1.36E-003主波长(nm)593.3色纯度(%)88.8峰值波长(nm)749.2显色性指数93.5光通量(lm)8.58辐射通量(mW)0.10光效12.68
 记录条数:5 2017_06_05 12:15:07 298  bin号:5 晶号:0 电压(V):11.641 反向漏电流(uA):0.7色坐标(x,y)0.5743,0.4078相关色温(K)1646色差-1.33E-003主波长(nm)594.2色纯度(%)88.8峰值波长(nm)748.3显色性指数94.3光通量(lm)9.57辐射通量(mW)0.11光效1.10
                                晶号:1 电压(V):11.255 反向漏电流(uA):0.1色坐标(x,y)0.5641,0.3981相关色温(K)1649色差-1.28E-003 记录条数:7 2017_06_05 12:15:07 373  bin号:5 晶号:0 电压(V):11.615 反向漏电流(uA):0.7色坐标(x,y)0.5739,0.4085相关色温(K)1652色差-1.19E-003主波长(nm)594.1色纯度(%)88.9峰值波长(nm)749.2显色性指数95.0光通量(lm)9.38辐射通量(mW)0.10光效1.08
                                晶号:1 电压(V):11.279 反向漏电流(uA):0.0色坐标(x,y)0.5641,0.3984相关色温(K)1650色差-1.22E-003主波长(nm)593.1色纯度(%)88.9峰值波长(nm)750.2显色性指数94.1光通量(lm)8.40辐射通量(mW)0.10光效74.47
                                晶号:2 电压(V):11.253 反向漏电流(uA):0.0色坐标(x,y)0.5643,0.3983相关色温(K)1648色差1.23E-003主波长(nm)593.1色纯度(%)88.9峰值波长(nm)750.1显色性指数94.1光通量(lm)8.44辐射通量(mW)0.10光效25.00
 记录条数:8 2017_06_05 12:15:07 412  bin号:5 晶号:0 电压(V):11.632 反向漏电流(uA):0.7色坐标(x,y)0.5738,0.4085相关色温(K)1652色差1.20E-003主波长(nm)594.1色纯度(%)88.9峰值波长(nm)748.6显色性指数95.2光通量(lm)9.41辐射通量(mW)0.10光效1.09
                                晶号:1 电压(V):11.262 反向漏电流(uA):0.0色坐标(x,y)0.5637,0.3986相关色温(K)1654色差-1.20E-003主波长(nm)593.1色纯度(%)88.9峰值波长(nm)749.6显色性指数94.3光通量(lm)8.43辐射通量(mW)0.10光效18.70
