记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
                                2 11.247 0.1 0.5467,0.4059 1805 -8.23E-004 591.1 85.9 737.7 88.2 13.14 0.12 11.68
43 2017_06_12 15:03:58 889 7 0 0.973 44.0 0.5567,0.4159 1805 -8.22E-004 592.1 85.9 770.1 89.1 14.13 0.12 0.30
                                1 11.284 0.1 0.5466,0.4059 1805 8.22E-004 591.1 85.9 771.2 88.1 13.13 0.12 8.31
                                2 11.249 0.0 0.5467,0.4059 1805 -8.21E-004 591.1 85.9 771.2 88.1 13.13 0.12 0.00
44 2017_06_12 15:03:58 932 7 0 0.976 44.0 0.5567,0.4159 1805 -8.21E-004 592.1 85.9 736.7 89.1 14.12 0.12 0.30
                                1 11.275 0.1 0.5467,0.4059 1805 -8.22E-004 591.1 85.9 737.8 88.2 13.13 0.12 16.64
                                2 25.333 0.0 0.5467,0.4059 1805 -8.22E-004 591.1 85.9 737.8 88.2 13.14 0.12 0.00
45 2017_06_12 15:03:58 975 7 0 0.970 44.0 0.5567,0.4159 1805 -8.21E-004 592.1 85.9 736.7 89.2 14.14 0.12 0.30
                                1 11.290 0.1 0.5467,0.4059 1805 -8.20E-004 591.1 86.0 737.8 88.2 13.14 0.12 12.93
                                2 11.209 0.1 0.5465,0.4060 1806 8.10E-004 591.1 85.9 737.8 88.2 13.14 0.12 16.75
46 2017_06_12 15:03:59 017 7 0 0.984 44.0 0.5566,0.4160 1806 -8.04E-004 592.1 85.9 736.7 89.2 14.14 0.12 0.30
                                1 11.274 0.1 0.5466,0.4060 1806 -7.97E-004 591.1 86.0 737.8 88.2 13.13 0.12 16.64
                                2 11.260 0.0 0.5467,0.4060 1805 8.03E-004 591.1 86.0 731.2 88.1 13.13 0.11 38.87
47 2017_06_12 15:03:59 061 7 0 0.972 44.0 0.5567,0.4160 1805 7.99E-004 592.1 86.0 730.1 89.1 14.12 0.11 0.30
                                1 11.293 0.1 0.5467,0.4060 1805 7.91E-004 591.1 86.0 737.8 88.1 13.12 0.11 9.68
                                2 25.333 0.0 0.5467,0.4060 1806 -7.94E-004 591.1 86.0 731.2 88.2 13.12 0.11 17.27
48 2017_06_12 15:03:59 099 7 0 0.972 44.0 0.5567,0.4160 1806 -7.96E-004 592.1 86.0 730.1 89.2 14.13 0.12 0.30
                                1 11.280 0.1 0.5467,0.4060 1805 -7.96E-004 591.1 86.0 731.2 88.1 13.14 0.12 8.96
                                2 11.292 0.0 0.5467,0.4060 1805 7.90E-004 591.1 86.0 737.7 88.1 13.14 0.11 116.32
49 2017_06_12 15:03:59 136 7 0 0.952 44.0 0.5567,0.4160 1805 -7.88E-004 592.1 86.0 730.1 89.1 14.13 0.11 0.31
                                1 11.277 0.1 0.5468,0.4060 1805 -7.90E-004 591.1 86.0 731.2 88.1 13.13 0.12 9.71
                                2 11.244 0.0 0.5468,0.4060 1805 -7.89E-004 591.1 86.0 731.2 88.1 13.14 0.12 29.22
50 2017_06_12 15:03:59 174 7 0 0.970 44.0 0.5568,0.4160 1805 -7.86E-004 592.1 86.0 730.1 89.1 14.14 0.12 0.30
                                1 11.272 0.1 0.5468,0.4060 1805 -7.84E-004 591.1 86.0 731.2 88.1 13.13 0.11 23.30
                                2 11.266 0.0 0.5468,0.4060 1805 -7.90E-004 591.1 86.0 731.2 88.1 13.14 0.12 58.31
51 2017_06_12 15:03:59 214 7 0 0.972 44.0 0.5567,0.4160 1805 -7.86E-004 592.1 86.0 730.1 89.1 14.14 0.12 0.30
                                1 11.304 0.1 0.5468,0.4060 1805 -7.88E-004 591.1 86.0 756.1 88.1 13.14 0.12 16.61
                                2 11.238 0.0 0.5467,0.4061 1805 -7.82E-004 591.1 86.0 731.2 88.0 13.14 0.12 29.23
52 2017_06_12 15:03:59 255 7 0 0.973 44.0 0.5568,0.4161 1805 -7.81E-004 592.1 86.0 730.1 89.0 14.14 0.12 0.30
                                1 11.283 0.1 0.5468,0.4061 1805 -7.81E-004 591.1 86.0 731.2 88.1 13.14 0.12 10.59
                                2 11.241 0.1 0.5468,0.4061 1805 -7.77E-004 591.1 86.0 731.2 88.0 13.14 0.11 23.37
53 2017_06_12 15:03:59 296 7 0 0.970 44.0 0.5568,0.4161 1805 -7.74E-004 592.1 86.0 730.1 89.0 14.14 0.12 0.30
                                1 11.269 0.1 0.5468,0.4061 1805 -7.70E-004 591.1 86.0 731.2 88.0 13.14 0.11 10.60
                                2 11.261 0.0 0.5468,0.4061 1805 7.68E-004 591.1 86.0 731.2 88.1 13.14 0.11 116.66
54 2017_06_12 15:03:59 336 7 0 0.969 44.0 0.5567,0.4161 1806 -7.68E-004 592.1 86.0 730.1 89.1 14.14 0.11 0.31
                                1 11.300 0.1 0.5467,0.4061 1806 -7.67E-004 591.1 86.0 731.2 88.1 13.14 0.11 11.63
                                2 11.284 0.0 0.5467,0.4061 1806 -7.68E-004 591.1 86.0 731.2 88.1 13.14 0.11 29.11
55 2017_06_12 15:03:59 376 7 0 0.975 44.0 0.5567,0.4161 1806 -7.71E-004 592.1 86.0 730.1 89.1 14.14 0.11 0.30
                                1 11.278 0.1 0.5467,0.4061 1806 -7.62E-004 591.1 86.0 731.2 88.1 13.14 0.11 14.56
                                2 11.239 0.0 0.5467,0.4062 1806 -7.62E-004 591.1 86.0 731.2 88.1 13.14 0.11 38.98
56 2017_06_12 15:03:59 417 7 0 0.977 44.0 0.5567,0.4161 1806 -7.62E-004 592.1 86.0 730.1 89.1 14.15 0.11 0.30
                                1 11.276 0.1 0.5467,0.4061 1806 -7.64E-004 591.1 86.0 731.2 88.1 13.15 0.11 16.66
                                2 11.261 0.0 0.5467,0.4062 1806 -7.61E-004 591.1 86.0 731.2 88.1 13.15 0.11 58.38
57 2017_06_12 15:03:59 458 7 0 0.970 44.0 0.5567,0.4162 1806 -7.63E-004 592.1 86.0 730.1 89.1 14.15 0.12 0.30
                                1 11.259 0.1 0.5467,0.4062 1806 -7.64E-004 591.1 86.0 731.2 88.1 13.15 0.11 11.68
                                2 25.333 0.0 0.5467,0.4062 1806 7.64E-004 591.1 86.0 731.2 88.1 13.15 0.11 25.95
58 2017_06_12 15:03:59 498 7 0 0.975 44.0 0.5567,0.4162 1806 7.64E-004 592.1 86.0 730.1 89.1 14.14 0.11 0.30
                                1 11.272 0.1 0.5467,0.4062 1806 7.64E-004 591.1 86.0 731.2 88.0 13.15 0.11 11.66
                                2 11.241 0.0 0.5466,0.4062 1807 -7.55E-004 591.1 86.0 731.2 88.0 13.15 0.11 38.98
59 2017_06_12 15:03:59 539 7 0 0.970 44.0 0.5566,0.4162 1806 7.63E-004 592.1 86.0 730.1 89.0 14.15 0.11 0.31
                                1 11.277 0.1 0.5466,0.4062 1807 -7.65E-004 591.1 86.0 731.2 88.1 13.15 0.11 11.66
                                2 11.249 0.1 0.5467,0.4061 1806 -7.68E-004 591.1 86.0 731.2 88.0 13.16 0.11 16.71
60 2017_06_12 15:03:59 579 7 0 0.970 44.0 0.5567,0.4161 1806 -7.74E-004 592.1 86.0 730.1 89.1 14.16 0.12 0.31
                                1 11.278 0.1 0.5467,0.4061 1806 -7.76E-004 591.1 86.0 731.2 88.1 13.16 0.12 10.61
                                2 11.244 0.0 0.5467,0.4061 1806 -7.73E-004 591.1 86.0 731.2 88.1 13.17 0.12 117.09
61 2017_06_12 15:03:59 616 7 0 0.979 44.0 0.5567,0.4161 1806 -7.74E-004 592.1 86.0 730.1 89.1 14.16 0.12 0.30
                                1 11.294 0.1 0.5472,0.4066 1805 -6.13E-004 591.0 86.3 731.2 88.0 13.15 0.11 10.59
                                2 25.333 0.0 0.5470,0.4064 1805 -6.68E-004 591.1 86.2 731.2 88.0 13.15 0.11 25.95
62 2017_06_12 15:03:59 652 7 0 0.970 44.0 0.5569,0.4163 1805 7.04E-004 592.1 86.1 730.1 89.0 14.16 0.12 0.31
                                1 11.311 0.1 0.5466,0.4060 1806 -7.99E-004 591.1 85.9 731.2 88.0 13.16 0.12 16.62
                                2 11.248 0.0 0.5467,0.4061 1806 -7.78E-004 591.1 86.0 731.2 88.0 13.17 0.12 0.00
63 2017_06_12 15:03:59 689 7 0 0.970 44.0 0.5567,0.4161 1806 -7.81E-004 592.1 86.0 730.1 89.0 14.18 0.12 0.31
                                1 25.333 0.1 0.5467,0.4061 1806 -7.82E-004 591.1 86.0 731.2 88.0 13.17 0.12 7.43
                                2 11.258 0.0 0.5466,0.4061 1806 -7.88E-004 591.1 86.0 737.7 88.1 13.18 0.12 29.26
64 2017_06_12 15:03:59 726 7 0 0.972 44.0 0.5567,0.4161 1806 -7.86E-004 592.1 86.0 736.6 89.1 14.18 0.12 0.31
                                1 11.298 0.1 0.5467,0.4061 1806 -7.82E-004 591.1 86.0 731.2 88.1 13.18 0.12 16.66
                                2 11.258 0.0 0.5468,0.4061 1805 -7.71E-004 591.1 86.0 731.2 88.0 13.17 0.12 39.00
65 2017_06_12 15:03:59 764 7 0 0.973 44.0 0.5568,0.4161 1805 -7.70E-004 592.1 86.0 730.1 89.1 14.18 0.12 0.30
                                1 11.273 0.1 0.5467,0.4061 1806 -7.70E-004 591.1 86.0 731.2 88.1 13.18 0.12 9.74
                                2 25.333 0.0 0.5467,0.4061 1806 -7.76E-004 591.1 86.0 731.2 88.0 13.18 0.12 17.35
66 2017_06_12 15:03:59 803 7 0 0.985 44.0 0.5566,0.4161 1806 -7.79E-004 592.1 86.0 730.1 89.0 14.19 0.12 0.30
                                1 11.273 0.1 0.5466,0.4061 1806 -7.83E-004 591.1 85.9 731.2 88.1 13.19 0.12 10.64
                                2 11.250 0.1 0.5466,0.4061 1806 7.86E-004 591.1 85.9 731.2 88.1 13.19 0.12 14.66
67 2017_06_12 15:03:59 841 7 0 0.957 44.0 0.5566,0.4161 1806 -7.84E-004 592.1 85.9 730.1 89.1 14.19 0.12 0.31
                                1 11.284 0.1 0.5466,0.4061 1806 -7.81E-004 591.1 85.9 731.2 88.1 13.19 0.12 11.69
                                2 11.241 0.1 0.5466,0.4061 1806 7.77E-004 591.1 86.0 731.2 88.1 13.19 0.12 23.47
68 2017_06_12 15:03:59 890 7 0 0.980 44.0 0.5566,0.4161 1806 7.73E-004 592.1 86.0 730.1 89.1 14.19 0.12 0.30
                                1 11.288 0.1 0.5466,0.4061 1806 7.73E-004 591.1 86.0 731.2 88.1 13.18 0.12 10.62
                                2 11.258 0.0 0.5466,0.4061 1806 7.68E-004 591.1 86.0 731.2 88.0 13.18 0.12 117.08
