记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
                                2 11.249 0.0 0.5468,0.4063 1806 7.05E-004 591.1 86.1 731.4 87.4 13.18 0.11 0.00
340 2017_06_12 15:04:11 379 7 0 0.983 44.0 0.5568,0.4163 1806 7.05E-004 592.1 86.1 730.3 88.4 14.18 0.11 0.30
                                1 11.266 0.1 0.5468,0.4063 1806 7.06E-004 591.1 86.1 731.4 87.4 13.18 0.11 11.70
                                2 11.246 0.0 0.5468,0.4063 1806 -7.09E-004 591.1 86.1 731.4 87.5 13.18 0.11 58.59
341 2017_06_12 15:04:11 417 7 0 0.983 44.0 0.5568,0.4163 1806 7.08E-004 592.1 86.1 730.3 88.5 14.18 0.11 0.30
                                1 11.281 0.1 0.5468,0.4063 1806 -7.11E-004 591.1 86.1 731.4 87.6 13.18 0.11 11.68
                                2 11.250 0.0 0.5468,0.4063 1806 -7.10E-004 591.1 86.1 731.4 87.5 13.18 0.11 29.29
342 2017_06_12 15:04:11 454 7 0 0.982 44.0 0.5568,0.4163 1806 -7.10E-004 592.1 86.1 730.3 88.6 14.18 0.11 0.30
                                1 11.282 0.1 0.5468,0.4063 1806 -7.12E-004 591.1 86.1 731.4 87.6 13.18 0.11 11.68
                                2 11.236 0.0 0.5468,0.4063 1806 -7.14E-004 591.1 86.1 731.4 87.6 13.18 0.11 29.32
343 2017_06_12 15:04:11 490 7 0 0.980 44.0 0.5568,0.4163 1806 -7.16E-004 592.1 86.1 730.3 88.7 14.18 0.11 0.30
                                1 11.257 0.1 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 731.4 87.7 13.18 0.11 10.64
                                2 25.333 0.0 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 731.4 87.7 13.17 0.11 17.34
344 2017_06_12 15:04:11 532 7 0 0.983 44.0 0.5568,0.4163 1806 -7.20E-004 592.1 86.1 730.3 88.8 14.17 0.11 0.30
                                1 11.287 0.1 0.5468,0.4063 1806 -7.21E-004 591.1 86.1 731.4 87.8 13.17 0.11 19.45
                                2 11.241 0.0 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 731.4 87.8 13.17 0.11 39.05
345 2017_06_12 15:04:11 576 7 0 0.983 44.0 0.5568,0.4163 1806 -7.23E-004 592.1 86.1 730.3 88.8 14.17 0.11 0.30
                                1 11.283 0.1 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 731.4 87.8 13.17 0.11 10.61
                                2 11.253 0.0 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 731.4 87.8 13.17 0.11 39.00
346 2017_06_12 15:04:11 624 7 0 0.985 44.0 0.5568,0.4162 1806 -7.25E-004 592.1 86.1 730.3 88.9 14.16 0.11 0.30
                                1 11.280 0.1 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 8.34
                                2 25.333 0.0 0.5468,0.4062 1806 -7.26E-004 591.1 86.1 731.4 87.9 13.16 0.11 51.95
347 2017_06_12 15:04:11 674 7 0 0.986 44.0 0.5569,0.4162 1805 7.27E-004 592.1 86.1 730.3 88.9 14.16 0.11 0.30
                                1 11.271 0.1 0.5469,0.4062 1805 7.26E-004 591.1 86.1 731.4 87.9 13.16 0.11 23.35
                                2 11.247 0.0 0.5469,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 29.25
348 2017_06_12 15:04:11 732 7 0 0.993 44.0 0.5569,0.4162 1805 7.25E-004 592.1 86.1 730.3 88.9 14.16 0.11 0.30
                                1 11.283 0.1 0.5468,0.4063 1806 -7.23E-004 591.1 86.1 731.4 87.9 13.16 0.11 10.60
                                2 11.257 0.0 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 731.4 87.9 13.16 0.11 116.90
349 2017_06_12 15:04:11 777 7 0 0.989 44.0 0.5568,0.4163 1806 -7.23E-004 592.1 86.1 730.2 88.9 14.16 0.11 0.30
                                1 11.256 0.1 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.3 87.9 13.16 0.11 8.99
                                2 11.244 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.3 87.9 13.16 0.11 39.01
350 2017_06_12 15:04:11 825 7 0 0.980 44.0 0.5568,0.4162 1806 -7.27E-004 592.1 86.1 730.2 88.9 14.16 0.11 0.30
                                1 11.294 0.1 0.5469,0.4062 1805 7.27E-004 591.1 86.1 731.3 87.9 13.16 0.11 19.42
                                2 11.244 0.0 0.5469,0.4062 1805 7.27E-004 591.1 86.1 731.3 87.9 13.16 0.11 39.02
351 2017_06_12 15:04:11 862 7 0 0.984 44.0 0.5569,0.4162 1805 7.28E-004 592.1 86.1 730.2 88.9 14.16 0.11 0.30
                                1 11.276 0.1 0.5468,0.4062 1806 -7.27E-004 591.1 86.1 731.4 87.9 13.16 0.11 23.35
                                2 11.249 0.0 0.5468,0.4062 1806 -7.26E-004 591.1 86.1 731.4 87.9 13.16 0.11 29.25
352 2017_06_12 15:04:11 898 7 0 0.985 44.0 0.5568,0.4162 1806 -7.26E-004 592.1 86.1 730.3 88.9 14.16 0.11 0.30
                                1 11.273 0.1 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 12.97
                                2 11.250 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 0.00
353 2017_06_12 15:04:11 935 7 0 0.985 44.0 0.5568,0.4162 1806 -7.25E-004 592.1 86.1 736.5 88.9 14.16 0.11 0.30
                                1 11.268 0.1 0.5469,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 8.99
                                2 25.333 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 737.6 87.9 13.16 0.11 12.99
354 2017_06_12 15:04:11 971 7 0 0.986 44.0 0.5568,0.4162 1806 -7.24E-004 592.1 86.1 736.5 88.8 14.16 0.11 0.30
                                1 11.296 0.1 0.5468,0.4062 1806 -7.26E-004 591.1 86.1 737.6 87.9 13.17 0.11 8.33
                                2 11.241 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.8 13.16 0.11 58.55
355 2017_06_12 15:04:12 021 7 0 0.995 44.0 0.5568,0.4162 1806 -7.25E-004 592.1 86.1 730.3 88.8 14.17 0.11 0.30
                                1 11.275 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.16 0.11 29.19
                                2 11.239 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.17 0.11 117.15
356 2017_06_12 15:04:12 065 7 0 0.986 44.0 0.5568,0.4162 1806 -7.25E-004 592.1 86.1 730.3 88.9 14.17 0.11 0.30
                                1 11.290 0.1 0.5468,0.4062 1806 -7.24E-004 591.1 86.1 731.4 87.9 13.17 0.11 14.58
                                2 11.220 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.8 13.17 0.11 0.00
357 2017_06_12 15:04:12 106 7 0 0.990 44.0 0.5569,0.4162 1805 7.26E-004 592.1 86.1 711.5 88.8 14.17 0.12 0.30
                                1 11.281 0.1 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.8 13.17 0.11 19.46
                                2 11.247 0.0 0.5468,0.4063 1806 -7.23E-004 591.1 86.1 731.4 87.8 13.17 0.11 39.02
358 2017_06_12 15:04:12 143 7 0 0.983 44.0 0.5568,0.4163 1806 -7.24E-004 592.1 86.1 730.3 88.8 14.17 0.11 0.30
                                1 11.298 0.1 0.5468,0.4063 1806 -7.23E-004 591.1 86.1 731.4 87.8 13.17 0.11 16.65
                                2 11.248 0.0 0.5468,0.4063 1806 -7.23E-004 591.1 86.1 731.4 87.8 13.17 0.11 29.27
359 2017_06_12 15:04:12 180 7 0 0.986 44.0 0.5568,0.4162 1806 -7.24E-004 592.1 86.1 730.3 88.8 14.17 0.11 0.30
                                1 11.282 0.1 0.5469,0.4062 1806 -7.24E-004 591.1 86.1 731.4 87.8 13.17 0.11 19.45
                                2 25.333 0.0 0.5469,0.4062 1806 -7.24E-004 591.1 86.1 731.4 87.8 13.17 0.11 17.33
360 2017_06_12 15:04:12 216 255 0 25.323 44.0 0.5569,0.4163 1806 -7.23E-004 592.1 86.1 730.3 88.9 14.17 0.11 0.01
                                1 25.333 0.1 0.5469,0.4062 1805 7.25E-004 591.1 86.1 731.4 87.8 13.17 0.11 5.77
                                2 11.236 0.0 0.5469,0.4062 1805 7.25E-004 591.1 86.1 731.3 87.8 13.17 0.11 58.59
361 2017_06_12 15:04:12 260 7 0 0.973 44.0 0.5569,0.4162 1805 7.25E-004 592.1 86.1 730.2 88.8 14.16 0.11 0.30
                                1 11.278 0.1 0.5469,0.4062 1806 -7.25E-004 591.1 86.1 731.4 87.9 13.17 0.11 16.68
                                2 25.333 0.0 0.5469,0.4062 1805 7.25E-004 591.1 86.1 731.3 87.8 13.17 0.11 0.00
362 2017_06_12 15:04:12 303 7 0 0.985 44.0 0.5569,0.4163 1806 -7.24E-004 592.1 86.1 730.2 88.9 14.17 0.11 0.30
                                1 11.289 0.1 0.5469,0.4062 1806 -7.24E-004 591.1 86.1 731.3 87.9 13.17 0.11 19.44
                                2 25.333 0.0 0.5468,0.4063 1806 -7.24E-004 591.1 86.1 731.3 87.8 13.17 0.11 25.99
363 2017_06_12 15:04:12 345 7 0 0.986 44.0 0.5568,0.4162 1806 -7.24E-004 592.1 86.1 730.2 88.8 14.17 0.11 0.30
                                1 11.287 0.1 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.3 87.8 13.17 0.11 12.96
                                2 11.230 0.0 0.5468,0.4062 1806 -7.25E-004 591.1 86.1 731.3 87.9 13.17 0.11 58.63
364 2017_06_12 15:04:12 388 7 0 0.979 44.0 0.5568,0.4162 1806 -7.26E-004 592.1 86.1 730.2 88.8 14.17 0.11 0.30
                                1 11.314 0.0 0.5469,0.4062 1805 -7.35E-004 591.1 86.1 687.6 87.8 13.18 0.12 29.11
                                2 11.243 0.0 0.5468,0.4062 1806 -7.26E-004 591.1 86.1 731.3 87.9 13.17 0.11 29.29
365 2017_06_12 15:04:12 431 7 0 0.971 44.0 0.5568,0.4162 1806 -7.25E-004 592.1 86.1 730.2 88.9 14.17 0.11 0.31
                                1 11.274 0.0 0.5469,0.4062 1805 -7.30E-004 591.1 86.1 702.2 87.8 13.17 0.12 38.94
                                2 11.237 0.0 0.5469,0.4062 1805 -7.30E-004 591.1 86.1 702.2 87.8 13.17 0.12 39.07
366 2017_06_12 15:04:12 470 7 0 0.986 44.0 0.5569,0.4162 1805 7.30E-004 592.1 86.1 701.1 88.8 14.17 0.12 0.30
                                1 25.333 0.1 0.5469,0.4062 1805 7.29E-004 591.1 86.1 731.3 87.8 13.17 0.11 6.50
                                2 11.240 0.0 0.5469,0.4062 1805 7.30E-004 591.1 86.1 731.3 87.8 13.17 0.12 39.06
367 2017_06_12 15:04:12 507 8 0 1.001 44.0 0.5569,0.4162 1805 7.30E-004 592.1 86.1 730.2 88.8 14.17 0.12 0.30
                                1 11.300 0.1 0.5468,0.4062 1805 7.29E-004 591.1 86.1 731.3 87.8 13.17 0.11 16.65
                                2 11.252 0.0 0.5468,0.4062 1805 7.28E-004 591.1 86.1 731.3 87.8 13.17 0.11 58.53
368 2017_06_12 15:04:12 546 7 0 0.983 44.0 0.5565,0.4166 1810 -6.41E-004 592.0 86.1 730.2 89.0 14.21 0.11 0.30
                                1 11.249 0.1 0.5466,0.4065 1809 -6.64E-004 591.0 86.1 731.3 88.0 13.20 0.11 10.67
                                2 11.244 0.0 0.5467,0.4064 1807 -6.97E-004 591.0 86.1 731.3 87.9 13.19 0.11 29.32
369 2017_06_12 15:04:12 584 7 0 0.966 44.0 0.5567,0.4164 1807 -6.95E-004 592.0 86.1 730.2 88.9 14.19 0.11 0.31
                                1 11.280 0.1 0.5467,0.4064 1807 -6.95E-004 591.0 86.1 731.3 87.9 13.19 0.11 16.70
                                2 11.255 0.0 0.5467,0.4064 1807 -7.00E-004 591.0 86.1 731.3 87.9 13.19 0.11 29.29
370 2017_06_12 15:04:12 624 7 0 0.983 44.0 0.5568,0.4163 1807 -7.08E-004 592.1 86.1 730.2 88.9 14.18 0.11 0.30
                                1 11.288 0.1 0.5468,0.4063 1806 7.12E-004 591.1 86.1 731.3 87.9 13.18 0.11 23.35
                                2 11.254 0.0 0.5468,0.4063 1806 -7.15E-004 591.1 86.1 731.3 87.9 13.18 0.11 39.03
371 2017_06_12 15:04:12 664 7 0 0.983 44.0 0.5568,0.4163 1806 -7.17E-004 592.1 86.1 730.2 88.9 14.18 0.11 0.30
                                1 11.308 0.1 0.5468,0.4063 1806 -7.16E-004 591.1 86.1 731.3 87.9 13.18 0.11 19.42
                                2 11.274 0.1 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 731.4 87.9 13.18 0.11 16.70
372 2017_06_12 15:04:12 703 7 0 0.990 44.0 0.5568,0.4163 1806 -7.17E-004 592.1 86.1 730.3 88.9 14.18 0.12 0.30
                                1 11.286 0.1 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 731.4 87.9 13.18 0.12 12.98
                                2 11.262 0.0 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 731.4 87.9 13.18 0.12 58.52
373 2017_06_12 15:04:12 752 7 0 0.986 44.0 0.5568,0.4163 1806 -7.18E-004 592.1 86.1 730.3 88.9 14.18 0.11 0.30
                                1 11.291 0.1 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 731.3 87.9 13.18 0.12 19.46
                                2 11.258 0.0 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 731.3 87.9 13.18 0.11 0.00
374 2017_06_12 15:04:12 801 7 0 0.986 44.0 0.5568,0.4163 1806 -7.18E-004 592.1 86.1 736.5 88.9 14.18 0.11 0.30
                                1 11.268 0.1 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 731.4 87.9 13.18 0.12 11.70
                                2 11.255 0.0 0.5463,0.4069 1813 -5.98E-004 590.9 86.1 737.6 88.1 13.23 0.12 39.18
375 2017_06_12 15:04:12 850 7 0 0.964 44.0 0.5571,0.4159 1802 -7.87E-004 592.1 86.1 736.5 88.7 14.15 0.11 0.31
                                1 11.276 0.1 0.5470,0.4061 1804 -7.51E-004 591.1 86.1 731.3 87.8 13.17 0.12 9.73
                                2 11.282 0.0 0.5469,0.4062 1805 -7.32E-004 591.1 86.1 737.6 87.8 13.18 0.12 38.93
376 2017_06_12 15:04:12 901 7 0 0.988 44.0 0.5568,0.4163 1806 -7.21E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.251 0.1 0.5469,0.4062 1805 7.27E-004 591.1 86.1 737.6 87.8 13.18 0.12 23.43
                                2 25.333 0.0 0.5469,0.4062 1805 -7.30E-004 591.1 86.1 737.6 87.8 13.18 0.12 17.34
377 2017_06_12 15:04:12 943 7 0 0.983 44.0 0.5569,0.4162 1805 7.27E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.277 0.1 0.5469,0.4062 1805 7.26E-004 591.1 86.1 737.6 87.8 13.18 0.12 9.74
                                2 11.281 0.0 0.5469,0.4062 1805 -7.30E-004 591.1 86.1 737.6 87.8 13.18 0.12 38.95
378 2017_06_12 15:04:12 993 7 0 0.981 44.0 0.5569,0.4162 1805 7.28E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.292 0.0 0.5469,0.4062 1805 -7.28E-004 591.1 86.1 737.6 87.8 13.18 0.12 116.75
                                2 11.252 0.0 0.5469,0.4062 1805 7.26E-004 591.1 86.1 737.6 87.8 13.18 0.12 117.17
379 2017_06_12 15:04:13 030 7 0 0.985 44.0 0.5559,0.4169 1816 -6.13E-004 591.9 86.0 736.5 85.8 14.13 0.11 0.30
                                1 25.333 0.1 0.5465,0.4065 1809 -6.89E-004 591.0 86.1 737.6 87.1 13.16 0.11 5.19
                                2 11.255 0.0 0.5466,0.4065 1809 -6.90E-004 591.0 86.1 737.6 87.1 13.16 0.11 38.97
380 2017_06_12 15:04:13 068 7 0 0.983 44.0 0.5564,0.4167 1811 -6.29E-004 592.0 86.1 736.5 87.9 14.21 0.12 0.30
                                1 11.281 0.1 0.5467,0.4063 1806 7.22E-004 591.1 86.1 737.6 87.7 13.16 0.12 16.67
                                2 11.280 0.0 0.5468,0.4063 1807 -7.08E-004 591.1 86.1 737.6 87.7 13.18 0.12 38.95
381 2017_06_12 15:04:13 116 7 0 0.983 44.0 0.5568,0.4163 1806 -7.19E-004 592.1 86.1 736.5 88.8 14.17 0.12 0.30
                                1 11.282 0.0 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 737.6 87.8 13.17 0.12 38.91
                                2 11.237 0.0 0.5469,0.4062 1805 7.30E-004 591.1 86.1 737.6 87.9 13.17 0.11 0.00
382 2017_06_12 15:04:13 165 7 0 0.985 44.0 0.5569,0.4162 1805 -7.32E-004 592.1 86.1 736.5 88.9 14.17 0.11 0.30
                                1 11.281 0.1 0.5469,0.4062 1805 -7.35E-004 591.1 86.1 737.6 87.9 13.17 0.11 11.67
                                2 11.251 0.0 0.5469,0.4062 1805 -7.41E-004 591.1 86.1 737.6 88.0 13.16 0.11 58.51
383 2017_06_12 15:04:13 214 7 0 0.985 44.0 0.5566,0.4165 1809 -6.68E-004 592.0 86.1 699.7 89.3 14.20 0.12 0.30
                                1 11.273 0.1 0.5470,0.4061 1804 -7.51E-004 591.1 86.1 700.8 88.2 13.17 0.12 14.61
                                2 25.333 0.1 0.5469,0.4062 1805 -7.40E-004 591.1 86.1 737.6 88.0 13.17 0.11 5.20
384 2017_06_12 15:04:13 263 7 0 0.983 44.0 0.5569,0.4162 1805 -7.30E-004 592.1 86.1 699.5 89.0 14.18 0.12 0.30
                                1 11.315 0.1 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 700.7 88.0 13.18 0.12 11.65
                                2 11.297 0.0 0.5468,0.4063 1806 -7.16E-004 591.1 86.1 700.7 87.9 13.18 0.12 29.17
385 2017_06_12 15:04:13 312 7 0 0.983 44.0 0.5568,0.4163 1806 -7.22E-004 592.1 86.1 699.6 88.9 14.18 0.12 0.30
                                1 11.275 0.0 0.5469,0.4062 1805 7.27E-004 591.1 86.1 737.6 87.8 13.18 0.12 29.21
                                2 11.257 0.0 0.5469,0.4062 1805 7.28E-004 591.1 86.1 737.6 87.8 13.17 0.12 58.51
386 2017_06_12 15:04:13 361 255 0 25.323 44.0 0.5569,0.4162 1806 -7.26E-004 592.1 86.1 736.5 88.8 14.17 0.12 0.01
                                1 11.325 0.1 0.5469,0.4062 1805 -7.27E-004 591.1 86.1 737.6 87.9 13.18 0.12 8.95
                                2 11.232 0.1 0.5469,0.4062 1806 -7.24E-004 591.1 86.1 737.6 87.9 13.18 0.12 16.76
387 2017_06_12 15:04:13 411 7 0 0.997 44.0 0.5569,0.4162 1805 -7.30E-004 592.1 86.1 736.5 89.0 14.18 0.12 0.30
                                1 11.276 0.1 0.5469,0.4062 1805 -7.27E-004 591.1 86.1 737.6 87.9 13.18 0.12 14.61
                                2 11.264 0.0 0.5469,0.4062 1805 -7.26E-004 591.1 86.1 737.6 87.9 13.18 0.12 39.01
388 2017_06_12 15:04:13 461 7 0 0.987 44.0 0.5569,0.4162 1805 -7.29E-004 592.1 86.1 736.5 88.9 14.18 0.12 0.30
                                1 11.269 0.1 0.5469,0.4062 1805 -7.31E-004 591.1 86.1 737.6 87.9 13.18 0.12 19.49
                                2 25.333 0.1 0.5469,0.4062 1805 -7.29E-004 591.1 86.1 737.6 87.9 13.18 0.12 10.40
389 2017_06_12 15:04:13 507 7 0 0.984 44.0 0.5569,0.4162 1805 -7.28E-004 592.1 86.1 736.5 88.9 14.18 0.12 0.30
                                1 11.291 0.0 0.5469,0.4062 1805 7.24E-004 591.1 86.1 737.6 87.9 13.18 0.12 29.18
                                2 11.242 0.0 0.5469,0.4062 1805 7.25E-004 591.1 86.1 737.6 87.8 13.18 0.12 117.22
390 2017_06_12 15:04:13 546 7 0 0.983 44.0 0.5569,0.4162 1805 7.24E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.289 0.1 0.5469,0.4063 1806 -7.21E-004 591.1 86.1 737.6 87.9 13.18 0.12 16.68
                                2 11.248 0.0 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.9 13.18 0.12 39.07
391 2017_06_12 15:04:13 583 7 0 0.984 44.0 0.5569,0.4163 1806 -7.23E-004 592.1 86.1 736.5 88.9 14.18 0.12 0.30
                                1 11.297 0.1 0.5469,0.4062 1806 -7.24E-004 591.1 86.1 737.6 87.9 13.18 0.12 19.45
                                2 25.333 0.0 0.5469,0.4063 1806 -7.22E-004 591.1 86.1 737.6 87.9 13.18 0.12 52.03
392 2017_06_12 15:04:13 619 7 0 0.989 44.0 0.5569,0.4162 1805 7.24E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.289 0.1 0.5469,0.4062 1805 7.24E-004 591.1 86.1 737.6 87.8 13.18 0.12 10.61
                                2 11.252 0.0 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 58.56
393 2017_06_12 15:04:13 656 7 0 0.986 44.0 0.5569,0.4163 1806 -7.22E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.286 0.1 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.9 13.18 0.12 11.68
                                2 11.232 0.0 0.5468,0.4063 1806 -7.16E-004 591.1 86.1 737.6 87.8 13.18 0.12 39.12
394 2017_06_12 15:04:13 694 7 0 0.981 44.0 0.5568,0.4163 1806 -7.16E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 25.333 0.1 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 5.20
                                2 11.248 0.0 0.5468,0.4063 1806 -7.21E-004 591.1 86.1 737.6 87.8 13.17 0.12 0.00
395 2017_06_12 15:04:13 733 7 0 0.987 44.0 0.5568,0.4163 1806 -7.22E-004 592.1 86.1 736.5 88.8 14.17 0.12 0.30
                                1 11.286 0.1 0.5468,0.4063 1806 -7.22E-004 591.1 86.1 737.6 87.8 13.17 0.11 10.61
                                2 11.260 0.1 0.5469,0.4063 1806 -7.21E-004 591.1 86.1 737.6 87.8 13.17 0.11 23.39
396 2017_06_12 15:04:13 782 7 0 0.983 44.0 0.5569,0.4163 1806 -7.21E-004 592.1 86.1 736.5 88.8 14.17 0.11 0.30
                                1 11.302 0.1 0.5469,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.17 0.12 8.33
                                2 25.333 0.1 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 737.6 87.8 13.18 0.12 10.40
397 2017_06_12 15:04:13 830 7 0 0.972 44.0 0.5568,0.4163 1806 -7.19E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.281 0.1 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 12.98
                                2 11.286 0.0 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.8 13.18 0.12 38.92
398 2017_06_12 15:04:13 876 7 0 0.985 44.0 0.5569,0.4163 1806 -7.21E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.280 0.1 0.5469,0.4063 1806 -7.23E-004 591.1 86.1 737.6 87.8 13.17 0.12 11.68
                                2 11.274 0.0 0.5469,0.4063 1806 -7.22E-004 591.1 86.1 737.6 87.8 13.17 0.12 29.21
399 2017_06_12 15:04:13 916 7 0 0.983 44.0 0.5569,0.4163 1806 -7.20E-004 592.1 86.1 736.5 88.8 14.17 0.12 0.30
                                1 11.284 0.1 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.8 13.18 0.12 11.68
                                2 11.255 0.0 0.5468,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 58.54
400 2017_06_12 15:04:13 953 7 0 0.982 44.0 0.5568,0.4163 1806 -7.18E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.299 0.1 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 737.6 87.9 13.18 0.12 10.60
                                2 25.333 0.0 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 737.6 87.8 13.18 0.12 17.34
401 2017_06_12 15:04:13 994 7 0 0.990 44.0 0.5569,0.4163 1806 -7.19E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.280 0.1 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.8 13.18 0.12 11.68
                                2 11.267 0.0 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.8 13.18 0.12 58.47
402 2017_06_12 15:04:14 033 7 0 0.986 44.0 0.5569,0.4163 1806 -7.19E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 25.333 0.1 0.5469,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 4.33
                                2 11.254 0.0 0.5467,0.4064 1807 -6.89E-004 591.0 86.1 737.6 87.8 13.19 0.12 58.61
403 2017_06_12 15:04:14 073 7 0 0.986 44.0 0.5568,0.4164 1807 -6.99E-004 592.0 86.1 736.5 88.8 14.19 0.12 0.30
                                1 11.283 0.1 0.5469,0.4062 1805 -7.30E-004 591.1 86.1 737.6 87.8 13.17 0.12 9.73
                                2 11.241 0.0 0.5469,0.4063 1806 -7.20E-004 591.1 86.1 737.6 87.8 13.18 0.12 117.22
404 2017_06_12 15:04:14 109 7 0 0.982 44.0 0.5569,0.4163 1806 -7.20E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 25.333 0.1 0.5469,0.4062 1805 7.23E-004 591.1 86.1 737.6 87.8 13.18 0.12 4.73
                                2 11.237 0.0 0.5469,0.4063 1806 -7.21E-004 591.1 86.1 737.6 87.8 13.18 0.12 58.63
405 2017_06_12 15:04:14 148 7 0 0.988 44.0 0.5569,0.4163 1805 7.22E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.283 0.1 0.5469,0.4063 1806 -7.18E-004 591.1 86.1 737.6 87.8 13.18 0.12 14.60
                                2 11.250 0.0 0.5468,0.4063 1806 -7.17E-004 591.1 86.1 737.6 87.8 13.18 0.12 39.04
406 2017_06_12 15:04:14 188 7 0 0.990 44.0 0.5568,0.4163 1806 -7.17E-004 592.1 86.1 736.5 88.8 14.18 0.12 0.30
                                1 11.287 0.1 0.5468,0.4063 1806 -7.15E-004 591.1 86.1 737.6 87.8 13.18 0.12 19.46
                                2 11.232 0.0 0.5468,0.4063 1806 -7.16E-004 591.1 86.1 737.6 87.8 13.18 0.12 39.11
407 2017_06_12 15:04:14 228 7 0 0.984 44.0 0.5569,0.4160 1804 -7.84E-004 592.1 86.0 736.5 88.7 14.11 0.11 0.30
                                1 11.259 0.1 0.5469,0.4061 1804 7.72E-004 591.1 86.0 737.6 87.7 13.12 0.11 8.32
                                2 11.261 0.0 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.7 13.17 0.11 29.24
408 2017_06_12 15:04:14 267 7 0 0.985 44.0 0.5568,0.4162 1806 -7.31E-004 592.1 86.1 736.5 88.7 14.16 0.11 0.30
                                1 11.291 0.1 0.5468,0.4063 1806 -7.18E-004 591.1 86.1 737.6 87.7 13.17 0.11 16.66
                                2 11.257 0.0 0.5468,0.4063 1806 -7.19E-004 591.1 86.1 737.6 87.7 13.17 0.12 38.99
