记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
74 2017_06_13 15:11:25 750 6 0 -0.010 0.0 0.5247,0.4065 1994 -5.57E-003 591.8 73.5 773.0 93.1 307.52 3.37 0.00
75 2017_06_13 15:11:25 753 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.52 3.37 0.00
76 2017_06_13 15:11:25 756 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.52 3.37 0.00
77 2017_06_13 15:11:25 759 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.52 3.37 0.00
78 2017_06_13 15:11:25 762 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
79 2017_06_13 15:11:25 765 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
80 2017_06_13 15:11:25 768 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
81 2017_06_13 15:11:25 771 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
82 2017_06_13 15:11:25 774 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
83 2017_06_13 15:11:25 777 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
84 2017_06_13 15:11:25 780 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
85 2017_06_13 15:11:25 783 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
86 2017_06_13 15:11:25 786 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
87 2017_06_13 15:11:25 789 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.53 3.37 0.00
88 2017_06_13 15:11:25 792 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
89 2017_06_13 15:11:25 795 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
90 2017_06_13 15:11:25 798 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
91 2017_06_13 15:11:25 801 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
92 2017_06_13 15:11:25 804 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
93 2017_06_13 15:11:25 807 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
94 2017_06_13 15:11:25 810 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
95 2017_06_13 15:11:25 813 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
96 2017_06_13 15:11:25 816 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
97 2017_06_13 15:11:25 819 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
98 2017_06_13 15:11:25 822 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
99 2017_06_13 15:11:25 825 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.54 3.37 0.00
100 2017_06_13 15:11:25 828 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
101 2017_06_13 15:11:25 831 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
102 2017_06_13 15:11:25 834 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
103 2017_06_13 15:11:25 837 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
104 2017_06_13 15:11:25 840 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
105 2017_06_13 15:11:25 843 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
106 2017_06_13 15:11:25 846 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
107 2017_06_13 15:11:25 849 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
108 2017_06_13 15:11:25 853 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
109 2017_06_13 15:11:25 856 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
110 2017_06_13 15:11:25 859 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
111 2017_06_13 15:11:25 862 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
112 2017_06_13 15:11:25 865 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
113 2017_06_13 15:11:25 868 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
114 2017_06_13 15:11:25 871 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.55 3.37 0.00
115 2017_06_13 15:11:25 874 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
116 2017_06_13 15:11:25 877 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
117 2017_06_13 15:11:25 880 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
118 2017_06_13 15:11:25 883 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
119 2017_06_13 15:11:25 886 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
120 2017_06_13 15:11:25 889 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
121 2017_06_13 15:11:25 892 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
122 2017_06_13 15:11:25 895 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
123 2017_06_13 15:11:25 898 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
124 2017_06_13 15:11:25 902 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
125 2017_06_13 15:11:25 905 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
126 2017_06_13 15:11:25 908 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.57E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
127 2017_06_13 15:11:25 911 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
128 2017_06_13 15:11:25 914 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
129 2017_06_13 15:11:25 917 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
130 2017_06_13 15:11:25 920 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
131 2017_06_13 15:11:25 924 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
132 2017_06_13 15:11:25 927 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
133 2017_06_13 15:11:25 930 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.56 3.37 0.00
134 2017_06_13 15:11:25 934 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
135 2017_06_13 15:11:25 937 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
136 2017_06_13 15:11:25 940 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
137 2017_06_13 15:11:25 943 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
138 2017_06_13 15:11:25 946 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
139 2017_06_13 15:11:25 949 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
140 2017_06_13 15:11:25 952 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
141 2017_06_13 15:11:25 955 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
142 2017_06_13 15:11:25 958 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
143 2017_06_13 15:11:25 961 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
144 2017_06_13 15:11:25 964 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
145 2017_06_13 15:11:25 967 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
146 2017_06_13 15:11:25 970 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
147 2017_06_13 15:11:25 973 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
148 2017_06_13 15:11:25 976 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
149 2017_06_13 15:11:25 979 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
150 2017_06_13 15:11:25 982 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
151 2017_06_13 15:11:25 985 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
152 2017_06_13 15:11:25 988 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
153 2017_06_13 15:11:25 991 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
154 2017_06_13 15:11:25 994 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
155 2017_06_13 15:11:25 997 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
156 2017_06_13 15:11:26 000 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
157 2017_06_13 15:11:26 003 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.57 3.37 0.00
158 2017_06_13 15:11:26 006 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
159 2017_06_13 15:11:26 009 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
160 2017_06_13 15:11:26 012 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
161 2017_06_13 15:11:26 015 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
162 2017_06_13 15:11:26 018 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
163 2017_06_13 15:11:26 021 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
164 2017_06_13 15:11:26 024 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
165 2017_06_13 15:11:26 027 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
166 2017_06_13 15:11:26 030 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
167 2017_06_13 15:11:26 033 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
168 2017_06_13 15:11:26 036 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
169 2017_06_13 15:11:26 039 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
170 2017_06_13 15:11:26 043 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
171 2017_06_13 15:11:26 046 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
172 2017_06_13 15:11:26 049 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
173 2017_06_13 15:11:26 052 6 0 -0.010 0.0 0.5247,0.4065 1995 -5.56E-003 591.8 73.5 773.0 93.1 307.58 3.37 0.00
