 记录条数:0 2017_06_05 11:36:58 755  bin号:5 晶号:0 电压(V):11.634 反向漏电流(uA):0.5色坐标(x,y)0.5813,0.4020相关色温(K)1574色差-2.03E-003主波长(nm)595.5色纯度(%)89.2峰值波长(nm)744.7显色性指数99.2光通量(lm)14.33辐射通量(mW)0.20光效2.29
 记录条数:1 2017_06_05 11:36:58 778  bin号:5 晶号:0 电压(V):11.657 反向漏电流(uA):0.5色坐标(x,y)0.5803,0.4040相关色温(K)1590色差1.65E-003主波长(nm)595.1色纯度(%)89.4峰值波长(nm)751.3显色性指数98.5光通量(lm)13.62辐射通量(mW)0.19光效2.25
 记录条数:2 2017_06_05 11:36:58 807  bin号:5 晶号:0 电压(V):11.619 反向漏电流(uA):0.4色坐标(x,y)0.5800,0.4048相关色温(K)1596色差1.48E-003主波长(nm)595.0色纯度(%)89.6峰值波长(nm)744.5显色性指数97.5光通量(lm)13.16辐射通量(mW)0.17光效2.43
 记录条数:3 2017_06_05 11:36:58 825  bin号:5 晶号:0 电压(V):11.654 反向漏电流(uA):0.5色坐标(x,y)0.5803,0.4065相关色温(K)1603色差1.02E-003主波长(nm)594.7色纯度(%)90.2峰值波长(nm)744.1显色性指数97.3光通量(lm)12.82辐射通量(mW)0.16光效2.07
 记录条数:4 2017_06_05 11:36:58 844  bin号:5 晶号:0 电压(V):11.642 反向漏电流(uA):0.5色坐标(x,y)0.5799,0.4071相关色温(K)1609色差-9.07E-004主波长(nm)594.6色纯度(%)90.3峰值波长(nm)752.2显色性指数96.8光通量(lm)12.59辐射通量(mW)0.16光效2.12
 记录条数:5 2017_06_05 11:36:58 863  bin号:5 晶号:0 电压(V):11.634 反向漏电流(uA):0.5色坐标(x,y)0.5796,0.4073相关色温(K)1611色差9.09E-004主波长(nm)594.6色纯度(%)90.2峰值波长(nm)752.2显色性指数96.9光通量(lm)12.59辐射通量(mW)0.16光效2.03
 记录条数:6 2017_06_05 11:36:58 882  bin号:5 晶号:0 电压(V):11.634 反向漏电流(uA):0.5色坐标(x,y)0.5791,0.4077相关色温(K)1616色差-8.56E-004主波长(nm)594.5色纯度(%)90.2峰值波长(nm)752.2显色性指数97.1光通量(lm)12.53辐射通量(mW)0.16光效2.11
 记录条数:7 2017_06_05 11:36:58 900  bin号:5 晶号:0 电压(V):11.630 反向漏电流(uA):0.4色坐标(x,y)0.5791,0.4075相关色温(K)1615色差8.99E-004主波长(nm)594.5色纯度(%)90.1峰值波长(nm)750.9显色性指数98.2光通量(lm)12.29辐射通量(mW)0.15光效2.26
 记录条数:8 2017_06_05 11:36:58 918  bin号:5 晶号:0 电压(V):11.619 反向漏电流(uA):0.5色坐标(x,y)0.5788,0.4079相关色温(K)1619色差8.36E-004主波长(nm)594.4色纯度(%)90.2峰值波长(nm)750.2显色性指数96.6光通量(lm)12.02辐射通量(mW)0.14光效1.90
 记录条数:9 2017_06_05 11:36:58 936  bin号:5 晶号:0 电压(V):11.646 反向漏电流(uA):0.5色坐标(x,y)0.5789,0.4082相关色温(K)1620色差-7.34E-004主波长(nm)594.4色纯度(%)90.3峰值波长(nm)750.2显色性指数96.5光通量(lm)12.12辐射通量(mW)0.14光效2.03
 记录条数:10 2017_06_05 11:36:58 954  bin号:5 晶号:0 电压(V):11.611 反向漏电流(uA):0.5色坐标(x,y)0.5787,0.4084相关色温(K)1622色差7.07E-004主波长(nm)594.3色纯度(%)90.3峰值波长(nm 记录条数:15 2017_06_05 11:36:59 045  bin号:5 晶号:0 电压(V):11.626 反向漏电流(uA):0.5色坐标(x,y)0.5776,0.4093相关色温(K)1634色差-6.00E-004主波长(nm)594.1色纯度(%)90.3峰值波长(nm)749.7显色性指数95.8光通量(lm)12.04辐射通量(mW)0.14光效1.98
