记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
0 2017_10_23_11:08:04_840 255 0 1.831 0.3 -0.0063,0.9959 10125 2.10E-001 520.2 100.0 764.3 非数字 -0.43 0.00 0.00
--            --             -- 1 2.789 0.7 0.5372,0.3681 1654 -1.23E-002 598.0 71.7 762.1 -28.6 1.81 0.02 0.91
--            --             -- 2 2.473 1.0 0.4410,0.5342 3742 4.47E-002 570.7 92.9 765.0 -476.9 1.17 0.01 0.48
1 2017_10_23_11:08:06_024 255 0 1.831 0.3 0.3387,0.4308 5191 3.65E-002 558.3 34.2 760.9 -71.5 0.58 0.01 1.67
--            --             -- 1 2.789 0.7 0.4592,0.3509 2224 -2.28E-002 599.6 43.1 764.4 36.6 1.36 0.03 0.69
--            --             -- 2 2.473 1.0 0.4776,0.4603 2823 1.57E-002 579.6 81.6 719.6 67.7 1.47 0.01 0.60
2 2017_10_23_11:08:07_487 255 0 1.831 0.3 0.2155,0.1684 100000 -4.37E-002 465.5 55.6 742.5 非数字 -0.24 0.01 0.32
--            --             -- 1 2.789 0.7 0.4292,0.4230 3283 8.69E-003 578.9 55.8 763.8 45.6 2.10 0.02 1.06
--            --             -- 2 2.473 1.0 0.0000,0.8710 10599 2.08E-001 514.8 100.0 759.2 非数字 0.00 0.00 0.00
