记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
28 2017_06_12 11:45:54 345 4 0 2.928 0.3 0.5587,0.4154 1788 -8.19E-004 592.3 86.4 769.4 99.2 13.38 0.15 13.60
29 2017_06_12 11:45:54 365 4 0 2.937 0.3 0.5586,0.4154 1788 8.14E-004 592.3 86.3 769.5 99.1 13.42 0.16 16.85
30 2017_06_12 11:45:54 386 4 0 2.942 0.3 0.5586,0.4154 1789 -8.21E-004 592.3 86.3 769.4 99.1 13.44 0.16 16.85
31 2017_06_12 11:45:54 406 4 0 2.952 0.3 0.5586,0.4153 1788 8.27E-004 592.3 86.3 769.6 99.1 13.40 0.15 16.75
32 2017_06_12 11:45:54 426 4 0 2.913 0.1 0.5586,0.4154 1788 8.20E-004 592.3 86.3 769.6 99.1 13.39 0.15 32.61
33 2017_06_12 11:45:54 447 4 0 2.915 0.3 0.5586,0.4153 1788 -8.45E-004 592.3 86.3 769.5 99.1 13.43 0.16 16.35
34 2017_06_12 11:45:54 466 4 0 2.929 0.3 0.5586,0.4154 1789 -8.18E-004 592.3 86.3 769.5 99.1 13.43 0.16 16.27
35 2017_06_12 11:45:54 486 4 0 2.930 0.3 0.5586,0.4154 1788 8.20E-004 592.3 86.3 769.4 99.1 13.42 0.16 15.64
36 2017_06_12 11:45:54 504 4 0 2.925 0.3 0.5586,0.4153 1788 -8.29E-004 592.3 86.3 769.5 99.2 13.40 0.16 16.25
37 2017_06_12 11:45:54 523 4 0 2.930 0.3 0.5586,0.4153 1788 -8.37E-004 592.3 86.3 769.5 99.2 13.40 0.16 15.62
38 2017_06_12 11:45:54 541 4 0 2.944 0.3 0.5585,0.4152 1788 -8.62E-004 592.3 86.3 769.6 99.2 13.43 0.16 14.03
39 2017_06_12 11:45:54 559 4 0 2.929 4.4 0.5584,0.4153 1789 -8.65E-004 592.3 86.3 769.5 99.3 13.44 0.16 0.96
40 2017_06_12 11:45:54 577 4 0 2.927 0.4 0.5585,0.4152 1788 8.75E-004 592.3 86.2 769.6 99.3 13.44 0.16 11.77
41 2017_06_12 11:45:54 597 4 0 2.925 0.3 0.5585,0.4152 1789 -8.74E-004 592.3 86.2 769.5 99.3 13.44 0.16 14.62
42 2017_06_12 11:45:54 615 4 0 2.928 0.3 0.5585,0.4151 1788 -8.86E-004 592.3 86.2 769.6 99.3 13.47 0.16 12.48
43 2017_06_12 11:45:54 634 4 0 2.961 0.3 0.5585,0.4152 1788 -8.87E-004 592.3 86.2 769.6 99.2 13.47 0.16 13.99
44 2017_06_12 11:45:54 653 4 0 2.930 0.3 0.5585,0.4152 1788 -8.83E-004 592.3 86.3 769.6 99.2 13.47 0.16 14.14
45 2017_06_12 11:45:54 674 4 0 2.916 0.3 0.5585,0.4152 1788 -8.85E-004 592.3 86.3 769.6 99.1 13.46 0.16 14.20
46 2017_06_12 11:45:54 696 4 0 2.926 0.4 0.5586,0.4151 1787 -8.95E-004 592.3 86.3 769.6 99.1 13.46 0.16 12.13
47 2017_06_12 11:45:54 717 4 0 2.913 0.3 0.5585,0.4151 1788 -8.93E-004 592.3 86.2 769.6 99.1 13.47 0.16 12.93
48 2017_06_12 11:45:54 737 4 0 2.954 0.3 0.5586,0.4151 1787 -8.88E-004 592.3 86.3 769.6 99.1 13.46 0.16 12.36
49 2017_06_12 11:45:54 756 4 0 2.926 0.3 0.5585,0.4151 1787 8.98E-004 592.3 86.2 769.6 99.1 13.48 0.16 13.28
50 2017_06_12 11:45:54 774 4 0 2.915 0.3 0.5580,0.4156 1794 -8.00E-004 592.2 86.2 769.6 99.4 13.55 0.16 13.00
51 2017_06_12 11:45:54 793 4 0 2.927 0.4 0.5585,0.4150 1787 9.16E-004 592.3 86.2 769.6 99.2 13.52 0.16 11.84
52 2017_06_12 11:45:54 812 4 0 2.956 0.3 0.5585,0.4150 1787 -9.36E-004 592.4 86.2 769.6 99.2 13.53 0.16 13.21
53 2017_06_12 11:47:30 799 9 0 2.924 44.0 0.5585,0.4148 1786 -9.80E-004 592.4 86.1 769.7 99.2 13.55 0.16 0.10
54 2017_06_12 11:47:31 863 9 0 2.929 0.6 0.5585,0.4147 1785 -1.02E-003 592.4 86.1 769.7 99.3 13.55 0.16 6.89
55 2017_06_12 11:47:32 726 9 0 2.912 0.3 0.5585,0.4147 1785 -1.02E-003 592.4 86.1 769.7 99.3 13.52 0.16 16.48
56 2017_06_12 11:47:35 968 9 0 2.927 0.2 0.5585,0.4145 1784 1.05E-003 592.4 86.1 769.7 99.4 13.51 0.16 22.42
57 2017_06_12 11:47:35 987 9 0 2.954 0.3 0.5586,0.4145 1783 1.07E-003 592.4 86.0 769.7 99.4 13.48 0.16 16.85
58 2017_06_12 11:47:36 008 9 0 2.956 0.3 0.5582,0.4141 1784 -1.18E-003 592.5 85.8 769.7 98.8 13.24 0.16 16.51
59 2017_06_12 11:47:36 029 9 0 2.916 0.3 0.5595,0.4124 1765 -1.55E-003 592.8 85.7 769.7 97.9 12.99 0.16 16.39
60 2017_06_12 11:47:36 050 9 0 2.931 0.3 0.5586,0.4139 1780 -1.21E-003 592.5 85.9 769.7 98.3 13.16 0.16 13.78
61 2017_06_12 11:47:36 076 9 0 2.928 0.3 0.5575,0.4144 1791 -1.18E-003 592.4 85.7 769.7 99.6 12.95 0.15 16.27
62 2017_06_12 11:47:36 097 9 0 2.928 0.3 0.5579,0.4142 1786 -1.19E-003 592.4 85.8 769.7 99.6 12.93 0.15 12.69
63 2017_06_12 11:47:36 118 9 0 2.934 0.3 0.5580,0.4143 1786 1.17E-003 592.4 85.8 769.7 99.8 12.94 0.15 12.29
64 2017_06_12 11:47:36 140 9 0 2.930 0.3 0.5586,0.4145 1784 -1.05E-003 592.4 86.1 769.7 99.8 12.92 0.15 13.07
65 2017_06_12 11:47:36 159 9 0 2.936 0.4 0.5584,0.4141 1783 -1.18E-003 592.5 85.9 769.7 99.8 12.90 0.15 11.54
66 2017_06_12 11:47:36 178 9 0 2.930 0.3 0.5584,0.4142 1783 -1.15E-003 592.5 85.9 769.7 99.8 12.88 0.15 12.62
67 2017_06_12 11:47:36 197 9 0 2.925 0.3 0.5586,0.4141 1781 -1.15E-003 592.5 86.0 769.7 99.8 12.87 0.15 14.45
68 2017_06_12 11:47:36 215 9 0 2.909 0.3 0.5587,0.4140 1780 -1.18E-003 592.5 85.9 769.7 99.8 12.85 0.15 12.30
69 2017_06_12 11:47:36 233 9 0 2.952 0.3 0.5584,0.4138 1781 -1.27E-003 592.5 85.8 769.7 97.4 12.63 0.15 11.90
70 2017_06_12 11:47:36 251 9 0 2.937 0.3 0.5585,0.4139 1781 -1.22E-003 592.5 85.9 769.7 98.4 12.68 0.15 14.15
71 2017_06_12 11:47:36 269 9 0 2.926 0.3 0.5585,0.4139 1781 -1.22E-003 592.5 85.9 769.7 98.4 12.64 0.15 14.69
72 2017_06_12 11:47:36 289 9 0 2.918 0.3 0.5587,0.4139 1780 -1.21E-003 592.5 85.9 769.7 98.8 12.63 0.15 15.28
73 2017_06_12 11:47:36 308 9 0 2.928 0.3 0.5587,0.4138 1779 -1.23E-003 592.5 85.9 769.8 98.8 12.61 0.15 14.63
74 2017_06_12 11:47:36 327 9 0 2.930 0.3 0.5587,0.4139 1779 -1.21E-003 592.5 85.9 769.8 99.1 12.60 0.15 14.61
75 2017_06_12 11:47:36 346 9 0 2.943 0.3 0.5578,0.4146 1789 1.11E-003 592.4 85.8 769.8 98.7 12.53 0.15 15.02
76 2017_06_12 11:47:36 365 9 0 2.932 0.3 0.5586,0.4139 1780 -1.21E-003 592.5 85.9 769.8 97.7 12.59 0.15 15.75
77 2017_06_12 11:47:36 384 9 0 2.934 0.3 0.5584,0.4141 1782 1.18E-003 592.5 85.9 769.8 98.3 12.56 0.15 14.03
78 2017_06_12 11:47:36 402 9 0 2.934 0.3 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 769.8 98.7 12.54 0.15 11.53
79 2017_06_12 11:47:36 421 9 0 2.930 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.8 769.8 98.8 12.56 0.15 12.28
80 2017_06_12 11:47:36 440 9 0 2.961 0.3 0.5585,0.4140 1782 -1.20E-003 592.5 85.9 769.7 99.0 12.56 0.15 12.16
81 2017_06_12 11:47:36 459 9 0 2.936 0.4 0.5585,0.4140 1781 -1.21E-003 592.5 85.9 769.7 99.1 12.56 0.15 11.21
82 2017_06_12 11:47:36 478 9 0 2.942 0.3 0.5585,0.4139 1781 -1.22E-003 592.5 85.9 769.7 99.2 12.56 0.15 12.63
83 2017_06_12 11:47:36 496 9 0 2.920 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.9 769.7 99.3 12.55 0.15 11.95
84 2017_06_12 11:47:36 515 9 0 2.935 0.3 0.5584,0.4141 1783 -1.19E-003 592.5 85.9 769.7 99.4 12.53 0.15 11.86
85 2017_06_12 11:47:36 534 9 0 2.941 0.3 0.5584,0.4141 1782 -1.19E-003 592.5 85.9 769.7 99.6 12.54 0.15 12.61
86 2017_06_12 11:47:36 553 9 0 2.933 0.3 0.5584,0.4141 1782 1.19E-003 592.5 85.9 769.7 99.6 12.51 0.15 11.85
87 2017_06_12 11:47:36 572 9 0 2.932 0.3 0.5584,0.4141 1783 -1.17E-003 592.5 85.9 769.7 99.6 12.50 0.15 12.61
88 2017_06_12 11:47:36 590 9 0 2.911 0.3 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 769.7 99.6 12.51 0.15 14.60
89 2017_06_12 11:47:36 609 9 0 2.948 0.3 0.5587,0.4137 1778 1.26E-003 592.6 85.8 769.7 99.8 12.45 0.15 14.33
90 2017_06_12 11:47:36 628 9 0 2.949 0.3 0.5586,0.4139 1780 -1.22E-003 592.5 85.9 769.7 99.8 12.43 0.15 14.31
91 2017_06_12 11:47:36 646 9 0 2.923 0.2 0.5586,0.4139 1781 -1.21E-003 592.5 85.9 769.7 99.8 12.44 0.15 16.26
92 2017_06_12 11:47:36 666 9 0 2.920 0.3 0.5586,0.4139 1780 -1.21E-003 592.5 85.9 769.7 99.9 12.44 0.15 15.02
93 2017_06_12 11:47:36 685 9 0 2.931 0.3 0.5586,0.4140 1781 -1.20E-003 592.5 85.9 769.7 99.9 12.43 0.15 15.54
94 2017_06_12 11:47:36 703 9 0 2.921 0.3 0.5585,0.4140 1781 1.19E-003 592.5 85.9 769.7 100.0 12.42 0.15 12.57
95 2017_06_12 11:47:36 722 9 0 2.943 0.3 0.5591,0.4134 1774 -1.33E-003 592.6 85.9 769.7 99.4 12.34 0.15 12.80
96 2017_06_12 11:47:36 740 9 0 2.934 0.3 0.5589,0.4136 1776 -1.28E-003 592.6 85.9 769.6 99.6 12.33 0.15 12.83
97 2017_06_12 11:47:36 760 9 0 2.953 0.3 0.5587,0.4138 1779 -1.24E-003 592.6 85.9 769.7 99.8 12.35 0.15 14.19
98 2017_06_12 11:47:36 779 9 0 2.927 0.3 0.5586,0.4138 1780 -1.23E-003 592.5 85.9 769.7 99.7 12.34 0.15 11.71
99 2017_06_12 11:47:36 798 9 0 2.956 0.3 0.5586,0.4139 1780 -1.23E-003 592.5 85.9 769.7 99.8 12.36 0.15 11.60
100 2017_06_12 11:47:36 817 9 0 2.934 0.4 0.5586,0.4139 1780 1.22E-003 592.5 85.9 769.7 99.8 12.33 0.15 10.69
101 2017_06_12 11:47:36 836 9 0 2.934 0.4 0.5586,0.4139 1780 1.22E-003 592.5 85.9 769.7 99.9 12.33 0.15 11.00
102 2017_06_12 11:47:36 855 9 0 2.928 0.4 0.5585,0.4140 1781 -1.20E-003 592.5 85.9 769.7 100.0 12.32 0.14 10.71
103 2017_06_12 11:47:36 874 9 0 2.934 0.4 0.5585,0.4140 1781 -1.21E-003 592.5 85.9 769.7 100.0 12.32 0.14 10.68
104 2017_06_12 11:47:36 892 9 0 2.925 0.3 0.5585,0.4140 1782 -1.20E-003 592.5 85.9 769.7 100.0 12.31 0.14 13.29
105 2017_06_12 11:47:36 911 9 0 2.931 0.3 0.5589,0.4135 1776 -1.30E-003 592.6 85.9 769.7 100.2 12.27 0.14 13.69
106 2017_06_12 11:47:36 930 9 0 2.920 0.3 0.5587,0.4137 1778 -1.26E-003 592.6 85.9 769.7 100.1 12.29 0.14 15.41
107 2017_06_12 11:47:36 949 9 0 2.947 0.3 0.5587,0.4138 1779 -1.25E-003 592.6 85.9 769.7 100.1 12.28 0.14 14.67
108 2017_06_12 11:47:36 968 9 0 2.927 0.3 0.5585,0.4139 1781 -1.23E-003 592.5 85.9 769.8 100.1 12.29 0.14 14.78
109 2017_06_12 11:47:36 987 9 0 2.927 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.8 769.8 100.1 12.29 0.14 12.40
110 2017_06_12 11:47:37 006 9 0 2.932 0.3 0.5583,0.4140 1782 1.21E-003 592.5 85.8 769.8 100.1 12.29 0.14 13.24
111 2017_06_12 11:47:37 026 9 0 2.917 0.3 0.5584,0.4140 1782 -1.22E-003 592.5 85.8 769.8 100.1 12.29 0.14 14.29
112 2017_06_12 11:47:37 044 9 0 2.949 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.8 769.8 100.1 12.30 0.14 14.14
113 2017_06_12 11:47:37 063 9 0 2.925 0.3 0.5583,0.4140 1782 1.22E-003 592.5 85.8 769.8 100.1 12.30 0.14 14.26
114 2017_06_12 11:47:37 082 9 0 2.926 0.3 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 769.8 100.1 12.30 0.14 13.27
115 2017_06_12 11:47:37 101 9 0 2.934 0.3 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 769.8 100.1 12.29 0.14 12.78
116 2017_06_12 11:47:37 121 9 0 2.944 0.3 0.5584,0.4139 1782 -1.23E-003 592.5 85.8 769.8 100.1 12.28 0.14 11.93
117 2017_06_12 11:47:37 141 9 0 2.948 0.3 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 769.8 100.1 12.28 0.14 12.30
118 2017_06_12 11:47:37 161 9 0 2.933 0.3 0.5584,0.4139 1782 -1.23E-003 592.5 85.8 769.8 100.1 12.27 0.14 11.61
119 2017_06_12 11:47:37 180 9 0 2.957 0.3 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 769.8 100.2 12.26 0.14 11.86
120 2017_06_12 11:47:37 198 9 0 2.903 0.3 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 769.7 100.2 12.25 0.14 11.36
121 2017_06_12 11:47:37 217 9 0 2.934 0.3 0.5584,0.4138 1781 -1.26E-003 592.5 85.8 769.7 100.2 12.20 0.14 11.89
122 2017_06_12 11:47:37 235 9 0 2.954 0.3 0.5584,0.4139 1781 -1.24E-003 592.5 85.8 769.8 100.2 12.20 0.14 13.03
123 2017_06_12 11:47:37 253 9 0 2.934 0.3 0.5584,0.4139 1782 -1.23E-003 592.5 85.8 769.8 100.2 12.21 0.14 12.69
124 2017_06_12 11:47:37 272 9 0 2.911 0.3 0.5584,0.4140 1782 -1.22E-003 592.5 85.8 769.8 100.2 12.20 0.14 11.98
125 2017_06_12 11:47:37 290 9 0 2.947 0.3 0.5583,0.4140 1783 -1.20E-003 592.5 85.8 769.8 100.2 12.19 0.14 14.01
126 2017_06_12 11:47:37 308 9 0 2.919 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 769.8 100.2 12.18 0.14 14.14
127 2017_06_12 11:47:37 327 9 0 2.908 0.2 0.5584,0.4140 1782 -1.21E-003 592.5 85.9 769.8 100.2 12.18 0.14 15.96
128 2017_06_12 11:47:37 345 9 0 2.951 0.3 0.5584,0.4140 1782 -1.20E-003 592.5 85.8 769.8 100.2 12.17 0.14 15.09
129 2017_06_12 11:47:37 365 9 0 2.950 0.2 0.5585,0.4140 1781 1.21E-003 592.5 85.9 769.8 100.2 12.18 0.14 16.42
130 2017_06_12 11:47:37 385 9 0 2.934 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.8 769.8 100.2 12.17 0.14 14.59
131 2017_06_12 11:47:37 406 9 0 2.943 0.3 0.5584,0.4140 1782 -1.22E-003 592.5 85.8 769.8 100.2 12.16 0.14 14.54
132 2017_06_12 11:47:37 426 9 0 2.923 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.8 769.8 100.2 12.16 0.14 14.64
133 2017_06_12 11:47:37 446 9 0 2.931 0.3 0.5584,0.4140 1782 -1.21E-003 592.5 85.9 769.8 100.2 12.15 0.14 14.59
134 2017_06_12 11:47:37 466 9 0 2.919 0.2 0.5584,0.4140 1782 -1.20E-003 592.5 85.8 769.8 100.2 12.14 0.14 16.53
135 2017_06_12 11:47:37 486 9 0 2.932 0.3 0.5584,0.4140 1782 -1.20E-003 592.5 85.9 769.8 100.2 12.13 0.14 14.01
136 2017_06_12 11:47:37 506 9 0 2.930 0.3 0.5584,0.4141 1783 -1.19E-003 592.5 85.9 769.8 100.2 12.12 0.14 14.54
137 2017_06_12 11:47:37 526 9 0 2.935 0.3 0.5584,0.4141 1783 -1.19E-003 592.5 85.9 769.8 100.2 12.12 0.14 15.10
138 2017_06_12 11:47:37 546 9 0 2.911 0.3 0.5584,0.4141 1783 -1.18E-003 592.5 85.9 769.8 100.2 12.11 0.14 14.62
139 2017_06_12 11:47:37 566 9 0 2.940 0.2 0.5584,0.4141 1783 -1.18E-003 592.5 85.9 769.8 100.3 12.10 0.14 16.36
140 2017_06_12 11:47:37 587 9 0 2.946 0.3 0.5583,0.4141 1783 -1.17E-003 592.5 85.9 769.8 100.3 12.09 0.14 15.00
141 2017_06_12 11:47:37 607 9 0 2.941 0.3 0.5583,0.4142 1783 -1.17E-003 592.5 85.9 769.8 100.3 12.09 0.14 14.45
142 2017_06_12 11:47:37 626 9 0 2.907 0.2 0.5583,0.4142 1783 1.17E-003 592.5 85.9 769.8 100.3 12.07 0.14 16.50
143 2017_06_12 11:47:37 646 9 0 2.949 0.2 0.5583,0.4142 1784 -1.16E-003 592.5 85.9 769.8 100.3 12.06 0.14 15.58
144 2017_06_12 11:47:37 668 9 0 2.922 0.3 0.5583,0.4142 1784 -1.16E-003 592.5 85.9 769.8 100.3 12.05 0.14 13.47
145 2017_06_12 11:47:37 687 9 0 2.945 0.2 0.5587,0.4145 1783 -1.05E-003 592.4 86.1 769.9 100.3 12.04 0.14 15.57
146 2017_06_12 11:47:37 707 9 0 2.929 0.3 0.5585,0.4144 1783 -1.10E-003 592.4 86.0 769.9 100.3 12.04 0.14 15.03
147 2017_06_12 11:47:37 725 9 0 2.927 0.3 0.5585,0.4143 1783 -1.12E-003 592.5 86.0 769.9 100.3 12.04 0.14 13.92
148 2017_06_12 11:47:37 744 9 0 2.924 0.2 0.5584,0.4143 1783 -1.13E-003 592.5 86.0 769.9 100.3 12.04 0.14 15.68
149 2017_06_12 11:47:37 763 9 0 2.937 0.3 0.5584,0.4143 1783 -1.14E-003 592.5 86.0 769.9 100.3 12.03 0.14 12.90
150 2017_06_12 11:47:37 782 9 0 2.932 0.3 0.5584,0.4142 1783 -1.14E-003 592.5 86.0 769.8 100.3 12.03 0.14 11.36
151 2017_06_12 11:47:37 800 9 0 2.939 0.4 0.5584,0.4142 1783 -1.14E-003 592.5 86.0 769.8 100.3 12.02 0.14 9.83
152 2017_06_12 11:47:37 819 9 0 2.927 0.3 0.5584,0.4142 1783 -1.15E-003 592.5 85.9 769.8 100.3 12.01 0.14 12.49
153 2017_06_12 11:47:37 837 9 0 2.940 0.3 0.5584,0.4142 1783 -1.15E-003 592.5 85.9 769.8 100.2 12.01 0.14 11.31
154 2017_06_12 11:47:37 856 9 0 2.912 0.4 0.5584,0.4142 1783 -1.16E-003 592.5 85.9 769.8 100.2 12.00 0.14 10.76
155 2017_06_12 11:47:37 874 9 0 2.937 0.3 0.5584,0.4142 1784 -1.15E-003 592.5 85.9 742.5 100.2 12.00 0.14 11.66
156 2017_06_12 11:47:37 892 9 0 2.912 0.3 0.5583,0.4142 1784 -1.16E-003 592.5 85.9 740.2 100.2 12.01 0.14 15.07
157 2017_06_12 11:47:37 911 9 0 2.933 0.2 0.5584,0.4142 1784 -1.16E-003 592.5 85.9 742.6 100.2 12.00 0.14 19.67
158 2017_06_12 11:47:37 930 9 0 2.917 0.3 0.5583,0.4142 1784 -1.16E-003 592.5 85.9 742.6 100.2 12.00 0.14 14.46
159 2017_06_12 11:47:37 948 9 0 2.926 0.3 0.5584,0.4142 1783 -1.17E-003 592.5 85.9 742.5 100.2 12.00 0.14 13.39
160 2017_06_12 11:47:37 966 9 0 2.950 0.2 0.5584,0.4142 1783 -1.17E-003 592.5 85.9 742.5 100.2 12.00 0.14 16.16
161 2017_06_12 11:47:37 985 9 0 2.900 0.3 0.5584,0.4142 1783 -1.17E-003 592.5 85.9 742.4 100.2 12.00 0.14 14.00
162 2017_06_12 11:47:38 003 9 0 2.944 0.3 0.5584,0.4141 1783 -1.18E-003 592.5 85.9 742.4 100.2 12.01 0.14 12.85
163 2017_06_12 11:47:38 022 9 0 2.937 0.3 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 742.5 100.2 12.00 0.14 12.45
164 2017_06_12 11:47:38 040 9 0 2.930 0.3 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 742.4 100.2 12.00 0.14 12.07
165 2017_06_12 11:47:38 059 9 0 2.916 0.3 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 742.5 100.2 12.00 0.14 11.75
166 2017_06_12 11:47:38 078 9 0 2.935 0.4 0.5583,0.4141 1783 -1.18E-003 592.5 85.9 742.4 100.2 12.00 0.14 10.67
167 2017_06_12 11:47:38 097 9 0 2.925 0.3 0.5583,0.4141 1783 -1.19E-003 592.5 85.9 742.3 100.2 11.99 0.14 11.70
168 2017_06_12 11:47:38 116 9 0 2.956 0.3 0.5583,0.4141 1783 -1.19E-003 592.5 85.9 742.4 100.2 11.99 0.14 10.90
169 2017_06_12 11:47:38 135 9 0 2.941 0.3 0.5583,0.4141 1783 -1.19E-003 592.5 85.9 742.6 100.2 11.99 0.14 10.95
170 2017_06_12 11:47:38 155 9 0 2.935 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 742.5 100.2 11.99 0.14 11.66
171 2017_06_12 11:47:38 174 9 0 2.932 0.3 0.5582,0.4141 1784 -1.18E-003 592.5 85.9 742.6 100.2 11.98 0.14 12.44
172 2017_06_12 11:47:38 192 9 0 2.909 0.3 0.5582,0.4141 1784 -1.19E-003 592.5 85.8 742.4 100.2 11.98 0.14 13.44
173 2017_06_12 11:47:38 210 9 0 2.913 0.3 0.5583,0.4141 1784 -1.19E-003 592.5 85.8 742.5 100.2 11.98 0.14 15.02
174 2017_06_12 11:47:38 228 9 0 2.952 0.3 0.5583,0.4141 1784 -1.19E-003 592.5 85.8 742.6 100.2 11.98 0.14 12.78
175 2017_06_12 11:47:38 247 9 0 2.931 0.3 0.5583,0.4141 1784 -1.19E-003 592.5 85.8 742.6 100.2 11.98 0.14 12.88
176 2017_06_12 11:47:38 265 9 0 2.929 0.3 0.5583,0.4141 1783 -1.19E-003 592.5 85.9 742.6 100.2 11.98 0.14 14.37
