记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
177 2017_06_12 11:47:38 284 9 0 2.950 0.3 0.5583,0.4141 1784 -1.20E-003 592.5 85.9 742.5 100.2 11.98 0.14 12.79
178 2017_06_12 11:47:38 303 9 0 2.941 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 742.5 100.2 11.97 0.14 12.39
179 2017_06_12 11:47:38 322 9 0 2.950 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 742.5 100.2 11.97 0.14 12.36
180 2017_06_12 11:47:38 341 9 0 2.950 0.3 0.5583,0.4140 1783 -1.20E-003 592.5 85.9 742.4 100.2 11.97 0.14 12.77
181 2017_06_12 11:47:38 359 9 0 2.937 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 742.3 100.1 11.96 0.14 12.40
182 2017_06_12 11:47:38 378 9 0 2.907 0.3 0.5583,0.4140 1783 -1.20E-003 592.5 85.8 770.0 100.1 11.97 0.14 11.75
183 2017_06_12 11:47:38 397 9 0 2.930 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 770.0 100.2 11.97 0.14 10.97
184 2017_06_12 11:47:38 416 9 0 2.905 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 770.0 100.1 11.96 0.14 11.39
185 2017_06_12 11:47:38 435 9 0 2.941 0.1 0.5583,0.4141 1783 1.20E-003 592.5 85.8 769.9 100.1 11.96 0.14 41.28
186 2017_06_12 11:47:38 454 9 0 2.954 0.3 0.5582,0.4141 1784 -1.20E-003 592.5 85.8 769.9 100.1 11.96 0.14 11.56
187 2017_06_12 11:47:38 472 9 0 2.947 0.3 0.5582,0.4141 1784 -1.20E-003 592.5 85.8 769.9 100.1 11.96 0.14 14.82
188 2017_06_12 11:47:38 490 9 0 2.910 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 769.9 100.1 11.96 0.14 11.72
189 2017_06_12 11:47:38 509 9 0 2.929 0.3 0.5590,0.4133 1774 -1.35E-003 592.6 85.8 769.9 99.8 11.90 0.14 13.74
190 2017_06_12 11:47:38 528 9 0 2.925 0.3 0.5580,0.4143 1786 -1.16E-003 592.4 85.8 770.0 100.2 11.96 0.14 14.36
191 2017_06_12 11:47:38 548 9 0 2.925 0.3 0.5581,0.4142 1786 -1.17E-003 592.4 85.9 769.9 100.2 11.95 0.14 14.93
192 2017_06_12 11:47:38 567 9 0 2.926 0.2 0.5582,0.4141 1784 -1.19E-003 592.5 85.9 750.6 100.1 11.96 0.14 16.22
193 2017_06_12 11:47:38 586 9 0 2.913 0.2 0.5582,0.4141 1784 -1.20E-003 592.5 85.8 750.6 100.1 11.95 0.14 17.04
194 2017_06_12 11:47:38 605 9 0 2.925 0.3 0.5582,0.4141 1784 -1.20E-003 592.5 85.8 750.6 100.1 11.96 0.14 12.04
195 2017_06_12 11:47:38 624 9 0 2.961 0.3 0.5582,0.4141 1784 -1.20E-003 592.5 85.8 763.3 100.2 11.95 0.14 12.28
196 2017_06_12 11:47:38 642 9 0 2.931 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.8 763.3 100.1 11.94 0.14 11.62
197 2017_06_12 11:47:38 661 9 0 2.924 0.3 0.5576,0.4135 1785 -1.41E-003 592.5 85.5 763.3 100.1 11.95 0.14 12.44
198 2017_06_12 11:47:38 679 9 0 2.934 0.3 0.5578,0.4147 1790 -1.08E-003 592.4 85.9 763.3 100.1 11.91 0.14 11.58
199 2017_06_12 11:47:38 699 9 0 2.950 0.4 0.5584,0.4139 1782 -1.22E-003 592.5 85.8 763.3 100.2 11.97 0.14 10.59
200 2017_06_12 11:47:38 718 9 0 2.951 0.3 0.5584,0.4138 1781 -1.27E-003 592.5 85.8 701.4 100.1 11.98 0.14 10.91
201 2017_06_12 11:47:38 736 9 0 2.924 0.3 0.5582,0.4140 1784 -1.23E-003 592.5 85.8 763.3 100.2 11.97 0.14 12.06
202 2017_06_12 11:47:38 754 9 0 2.935 0.3 0.5581,0.4141 1784 -1.21E-003 592.5 85.8 763.3 100.2 11.96 0.14 12.40
203 2017_06_12 11:47:38 772 9 0 2.942 0.3 0.5582,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.1 11.95 0.14 11.96
204 2017_06_12 11:47:38 791 9 0 2.929 0.3 0.5583,0.4141 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.95 0.14 12.01
205 2017_06_12 11:47:38 810 9 0 2.942 0.3 0.5582,0.4140 1784 -1.21E-003 592.5 85.8 763.3 100.2 11.95 0.14 13.73
206 2017_06_12 11:47:38 829 9 0 2.928 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.94 0.14 13.79
207 2017_06_12 11:47:38 848 9 0 2.947 0.3 0.5577,0.4145 1790 -1.14E-003 592.4 85.8 763.3 100.1 11.91 0.14 14.75
208 2017_06_12 11:47:38 867 9 0 2.910 0.3 0.5584,0.4139 1782 -1.23E-003 592.5 85.8 763.3 100.2 11.94 0.14 13.38
209 2017_06_12 11:47:38 886 9 0 2.933 0.3 0.5583,0.4140 1783 -1.22E-003 592.5 85.8 763.3 100.2 11.94 0.14 14.87
210 2017_06_12 11:47:38 906 9 0 2.929 0.3 0.5582,0.4140 1783 -1.22E-003 592.5 85.8 763.3 100.2 11.93 0.14 13.78
211 2017_06_12 11:47:38 925 9 0 2.938 0.3 0.5582,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.93 0.14 11.58
212 2017_06_12 11:47:38 944 9 0 2.925 0.3 0.5582,0.4141 1784 -1.21E-003 592.5 85.8 763.3 100.2 11.92 0.14 12.83
213 2017_06_12 11:47:38 962 9 0 2.930 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.92 0.14 11.61
214 2017_06_12 11:47:38 981 9 0 2.947 0.3 0.5583,0.4140 1783 -1.22E-003 592.5 85.8 763.3 100.2 11.93 0.14 13.20
215 2017_06_12 11:47:39 000 9 0 2.917 0.3 0.5583,0.4139 1782 -1.23E-003 592.5 85.8 763.3 100.2 11.93 0.14 11.31
216 2017_06_12 11:47:39 019 9 0 2.941 0.3 0.5583,0.4139 1782 1.23E-003 592.5 85.8 763.3 100.2 11.92 0.14 10.89
217 2017_06_12 11:47:39 038 9 0 2.908 0.3 0.5583,0.4140 1783 -1.22E-003 592.5 85.8 763.3 100.2 11.91 0.14 11.69
218 2017_06_12 11:47:39 056 9 0 2.930 0.3 0.5583,0.4140 1783 -1.23E-003 592.5 85.8 763.3 100.2 11.91 0.14 11.24
219 2017_06_12 11:47:39 075 9 0 2.932 0.3 0.5583,0.4140 1783 -1.22E-003 592.5 85.8 763.3 100.2 11.91 0.14 11.96
220 2017_06_12 11:47:39 094 9 0 2.949 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.90 0.14 13.16
221 2017_06_12 11:47:39 113 9 0 2.948 0.3 0.5582,0.4140 1783 1.21E-003 592.5 85.8 763.3 100.2 11.89 0.14 11.51
222 2017_06_12 11:47:39 132 9 0 2.927 0.2 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.89 0.14 15.45
223 2017_06_12 11:47:39 152 9 0 2.956 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.89 0.14 13.11
224 2017_06_12 11:47:39 171 9 0 2.947 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.89 0.14 13.64
225 2017_06_12 11:47:39 189 9 0 2.948 0.2 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.2 11.89 0.14 16.73
226 2017_06_12 11:47:39 207 9 0 2.930 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.9 763.3 100.2 11.88 0.14 14.81
227 2017_06_12 11:47:39 225 9 0 2.934 0.3 0.5583,0.4140 1783 -1.20E-003 592.5 85.9 763.3 100.1 11.88 0.14 12.31
228 2017_06_12 11:47:39 243 9 0 2.922 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.1 11.88 0.14 11.97
229 2017_06_12 11:47:39 261 9 0 2.920 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.1 11.87 0.14 12.79
230 2017_06_12 11:47:39 279 9 0 2.929 0.3 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.1 11.87 0.14 12.33
231 2017_06_12 11:47:39 299 9 0 2.928 0.4 0.5583,0.4140 1783 -1.21E-003 592.5 85.8 763.3 100.1 11.87 0.14 10.57
232 2017_06_12 11:47:39 318 9 0 2.938 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 763.3 100.1 11.87 0.14 11.17
233 2017_06_12 11:47:39 336 9 0 2.923 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 763.3 100.1 11.87 0.14 11.58
234 2017_06_12 11:47:39 355 9 0 2.910 0.3 0.5580,0.4143 1786 -1.16E-003 592.4 85.8 763.3 99.5 11.85 0.14 14.29
235 2017_06_12 11:47:39 373 9 0 2.947 0.3 0.5584,0.4140 1783 -1.20E-003 592.5 85.9 763.3 100.1 11.86 0.14 13.12
236 2017_06_12 11:47:39 391 9 0 2.930 0.3 0.5583,0.4141 1783 -1.20E-003 592.5 85.9 763.3 100.1 11.86 0.14 14.20
237 2017_06_12 11:47:39 410 9 0 2.925 0.2 0.5583,0.4141 1783 1.19E-003 592.5 85.9 763.3 100.1 11.85 0.14 16.07
238 2017_06_12 11:47:39 430 9 0 2.934 0.3 0.5583,0.4141 1783 -1.19E-003 592.5 85.9 763.3 100.1 11.85 0.14 13.65
239 2017_06_12 11:47:39 450 9 0 2.903 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.8 763.3 100.1 11.85 0.14 14.32
240 2017_06_12 11:47:39 470 9 0 2.934 0.1 0.5583,0.4142 1784 -1.18E-003 592.5 85.9 763.3 100.1 11.84 0.14 40.92
241 2017_06_12 11:47:39 490 9 0 2.925 0.3 0.5582,0.4141 1784 -1.18E-003 592.5 85.9 763.3 100.1 11.84 0.14 13.68
242 2017_06_12 11:47:39 511 9 0 2.932 0.3 0.5582,0.4142 1784 -1.18E-003 592.5 85.9 763.3 100.1 11.84 0.14 14.73
243 2017_06_12 11:47:39 530 9 0 2.934 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 763.2 100.1 11.83 0.14 13.63
244 2017_06_12 11:47:39 550 9 0 2.942 0.2 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 763.2 100.1 11.83 0.14 15.95
245 2017_06_12 11:47:39 571 9 0 2.924 0.2 0.5583,0.4142 1784 -1.18E-003 592.5 85.9 763.2 100.0 11.82 0.14 15.37
246 2017_06_12 11:47:39 590 9 0 2.937 0.2 0.5583,0.4142 1784 -1.17E-003 592.5 85.9 763.2 100.0 11.82 0.14 15.96
247 2017_06_12 11:47:39 609 9 0 2.926 0.3 0.5583,0.4142 1784 -1.18E-003 592.5 85.9 763.3 100.0 11.82 0.14 14.74
248 2017_06_12 11:47:39 628 9 0 2.944 0.3 0.5582,0.4142 1784 -1.18E-003 592.5 85.9 763.3 100.0 11.81 0.14 14.08
249 2017_06_12 11:47:39 649 9 0 2.929 0.3 0.5583,0.4142 1784 -1.18E-003 592.5 85.9 763.3 100.0 11.81 0.14 13.63
250 2017_06_12 11:47:39 668 9 0 2.916 0.3 0.5583,0.4142 1784 -1.17E-003 592.5 85.9 763.2 100.0 11.81 0.14 14.21
251 2017_06_12 11:47:39 687 9 0 2.934 0.3 0.5583,0.4142 1784 -1.17E-003 592.5 85.9 763.2 100.0 11.80 0.14 12.24
252 2017_06_12 11:47:39 706 9 0 2.929 0.3 0.5583,0.4142 1784 -1.18E-003 592.5 85.9 763.2 100.0 11.80 0.14 14.70
253 2017_06_12 11:47:39 724 9 0 2.918 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 763.2 100.0 11.80 0.14 12.30
254 2017_06_12 11:47:39 742 9 0 2.930 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.8 763.2 100.0 11.80 0.14 13.12
255 2017_06_12 11:47:39 761 9 0 2.964 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 763.3 100.0 11.80 0.14 11.35
256 2017_06_12 11:47:39 779 9 0 2.929 0.3 0.5583,0.4141 1784 -1.18E-003 592.5 85.9 763.2 100.0 11.80 0.14 12.67
257 2017_06_12 11:47:39 797 9 0 2.934 0.3 0.5583,0.4141 1783 1.18E-003 592.5 85.9 763.2 100.0 11.79 0.14 11.11
258 2017_06_12 11:47:39 816 255 0 2.950 0.3 0.5846,0.3830 1460 6.43E-003 599.3 84.4 763.2 78.5 8.24 0.13 7.41
259 2017_06_12 11:47:39 835 255 0 2.929 0.3 0.5867,0.3794 1431 7.08E-003 600.2 83.9 763.3 67.5 7.20 0.13 6.59
260 2017_06_12 11:47:39 855 255 0 2.928 0.3 0.5841,0.3806 1450 7.14E-003 599.8 83.5 763.3 68.1 7.32 0.13 7.68
261 2017_06_12 11:47:39 873 255 0 2.941 0.3 0.5903,0.3774 1403 7.08E-003 600.7 84.4 763.3 68.7 7.18 0.13 6.35
262 2017_06_12 11:47:39 893 255 0 2.949 0.3 0.5891,0.3773 1408 7.28E-003 600.7 84.0 763.3 67.9 7.09 0.13 7.35
263 2017_06_12 11:47:39 911 255 0 2.923 0.3 0.5854,0.3804 1443 7.00E-003 599.9 83.9 763.3 74.3 6.75 0.13 7.27
264 2017_06_12 11:47:39 930 255 0 2.949 0.2 0.5713,0.3925 1583 5.66E-003 596.8 83.3 763.3 95.2 5.19 0.11 6.15
265 2017_06_12 11:47:39 949 255 0 2.931 0.2 0.5758,0.3853 1519 7.00E-003 598.5 82.4 763.3 86.9 4.88 0.11 5.49
266 2017_06_12 11:47:39 968 255 0 2.930 0.3 0.5644,0.3890 1606 -7.38E-003 597.2 80.2 763.3 96.4 4.49 0.11 4.10
267 2017_06_12 11:47:39 987 255 0 2.933 0.3 0.5676,0.3848 1564 8.14E-003 598.2 79.8 763.3 95.7 4.43 0.10 4.48
268 2017_06_12 11:47:40 006 255 0 2.926 0.3 0.5563,0.3880 1650 -8.55E-003 597.1 77.4 763.3 86.2 3.98 0.09 4.06
269 2017_06_12 11:47:40 025 9 0 2.941 0.3 0.5644,0.4002 1666 -4.36E-003 595.1 83.5 763.3 92.9 3.56 0.06 3.33
270 2017_06_12 11:47:40 045 255 0 2.944 0.3 0.5662,0.3954 1629 5.45E-003 596.0 82.6 763.3 88.2 3.64 0.07 3.57
271 2017_06_12 11:47:40 064 255 0 2.918 0.3 0.5675,0.3926 1606 6.06E-003 596.6 82.2 763.3 92.8 3.56 0.07 2.91
272 2017_06_12 11:47:40 083 255 0 2.952 0.3 0.5694,0.3911 1586 6.24E-003 597.0 82.3 763.3 94.8 3.54 0.07 2.76
273 2017_06_12 11:47:40 102 255 0 2.927 0.3 0.5701,0.3885 1569 6.84E-003 597.6 81.7 763.3 94.1 3.58 0.07 2.83
274 2017_06_12 11:47:40 121 255 0 2.920 0.3 0.5696,0.3873 1565 7.22E-003 597.8 81.2 763.3 93.4 3.51 0.07 2.60
275 2017_06_12 11:47:40 140 255 0 2.933 0.3 0.5675,0.3852 1567 8.03E-003 598.2 79.9 763.3 92.6 3.31 0.07 2.31
276 2017_06_12 11:47:40 159 255 0 2.925 0.3 0.5699,0.3840 1546 8.08E-003 598.5 80.3 763.3 91.8 3.38 0.07 2.38
277 2017_06_12 11:47:40 178 255 0 2.917 0.3 0.5693,0.3849 1555 7.92E-003 598.3 80.4 763.3 91.2 3.49 0.07 2.50
278 2017_06_12 11:47:40 197 255 0 2.926 0.4 0.5691,0.3847 1555 7.98E-003 598.3 80.3 763.3 90.7 3.55 0.07 2.41
279 2017_06_12 11:47:40 216 255 0 2.930 0.3 0.5695,0.3844 1551 8.03E-003 598.4 80.3 763.3 91.2 3.53 0.07 2.96
280 2017_06_12 11:47:40 235 255 0 2.954 0.3 0.5736,0.3844 1527 7.51E-003 598.6 81.5 763.3 91.7 3.41 0.07 2.63
281 2017_06_12 11:47:40 253 255 0 2.917 0.3 0.5662,0.3861 1579 7.96E-003 597.9 79.8 763.3 91.0 3.20 0.06 2.78
282 2017_06_12 11:47:40 271 255 0 2.931 0.2 0.5666,0.3849 1570 8.23E-003 598.2 79.6 763.3 90.4 3.15 0.06 3.18
283 2017_06_12 11:47:40 289 255 0 2.950 0.3 0.5657,0.3848 1575 8.38E-003 598.2 79.2 763.3 90.3 3.05 0.05 2.56
284 2017_06_12 11:47:40 308 255 0 2.938 0.3 0.5646,0.3842 1578 8.65E-003 598.3 78.8 763.3 90.3 2.98 0.05 2.59
285 2017_06_12 11:47:40 327 255 0 2.931 0.3 0.5640,0.3837 1579 8.87E-003 598.4 78.4 763.3 91.2 2.92 0.05 2.62
286 2017_06_12 11:47:40 346 255 0 2.922 0.3 0.5682,0.3826 1549 8.65E-003 598.7 79.4 763.3 90.9 3.10 0.06 2.55
287 2017_06_12 11:47:40 368 9 0 2.937 0.3 0.5317,0.4421 2160 5.31E-003 587.1 86.3 760.8 69.4 5.35 0.07 5.47
288 2017_06_12 11:47:40 390 9 0 2.927 0.2 0.5332,0.4448 2164 6.14E-003 586.8 87.6 763.3 61.0 7.04 0.07 8.56
289 2017_06_12 11:47:40 412 9 0 2.944 0.3 0.5530,0.4270 1895 1.92E-003 590.3 88.2 734.8 92.0 9.41 0.08 10.54
290 2017_06_12 11:47:40 434 9 0 2.928 0.2 0.5527,0.4275 1900 2.04E-003 590.2 88.2 734.7 88.4 9.55 0.09 12.12
291 2017_06_12 11:47:40 455 9 0 2.929 0.3 0.5531,0.4276 1898 2.11E-003 590.2 88.4 734.7 91.2 9.58 0.09 9.42
292 2017_06_12 11:47:40 476 9 0 2.913 0.3 0.5550,0.4255 1872 1.65E-003 590.6 88.3 763.3 94.0 9.76 0.09 10.34
293 2017_06_12 11:47:40 498 9 0 2.909 0.3 0.5620,0.4186 1784 -3.24E-004 592.0 88.3 763.3 94.7 10.20 0.10 10.51
294 2017_06_12 11:47:40 518 9 0 2.937 0.3 0.5593,0.4207 1814 -6.78E-004 591.5 88.2 763.3 93.5 10.14 0.10 10.34
295 2017_06_12 11:47:40 539 9 0 2.930 0.3 0.5588,0.4210 1819 7.22E-004 591.5 88.1 763.3 95.2 10.19 0.10 9.19
296 2017_06_12 11:47:40 560 9 0 2.950 0.3 0.5605,0.4197 1800 -4.93E-004 591.7 88.2 763.3 96.1 10.27 0.10 9.21
297 2017_06_12 11:47:40 582 9 0 2.942 0.4 0.5570,0.4198 1824 2.53E-004 591.6 87.2 763.3 96.4 10.30 0.10 8.29
298 2017_06_12 11:47:40 602 9 0 2.948 0.3 0.5594,0.4185 1800 8.10E-005 591.9 87.5 763.3 97.3 10.40 0.10 10.25
299 2017_06_12 11:47:40 623 9 0 2.931 0.4 0.5616,0.4166 1775 -2.40E-004 592.3 87.6 740.5 98.9 10.73 0.11 9.19
300 2017_06_12 11:47:40 644 9 0 2.946 0.3 0.5605,0.4173 1786 1.59E-004 592.1 87.5 742.6 98.9 10.75 0.11 10.31
301 2017_06_12 11:47:40 665 9 0 2.927 0.3 0.5598,0.4173 1791 1.96E-004 592.1 87.3 742.6 99.9 10.85 0.11 10.48
302 2017_06_12 11:47:40 694 9 0 2.919 0.3 0.5597,0.4176 1793 1.32E-004 592.0 87.4 742.6 99.9 10.88 0.11 11.64
303 2017_06_12 11:47:40 714 9 0 2.948 0.3 0.5597,0.4179 1795 4.31E-005 592.0 87.4 742.6 100.1 10.86 0.11 10.75
304 2017_06_12 11:47:40 734 9 0 2.929 0.3 0.5598,0.4180 1794 5.17E-005 592.0 87.5 742.5 99.8 10.78 0.11 11.89
305 2017_06_12 11:47:40 753 9 0 2.916 0.3 0.5599,0.4179 1794 -5.68E-005 592.0 87.5 740.6 99.7 10.79 0.11 13.38
306 2017_06_12 11:47:40 771 9 0 2.935 0.3 0.5599,0.4176 1792 1.26E-004 592.0 87.4 742.5 99.8 10.81 0.11 13.32
307 2017_06_12 11:47:40 790 9 0 2.918 0.3 0.5597,0.4178 1795 -9.14E-005 592.0 87.4 742.5 99.7 10.75 0.11 12.33
308 2017_06_12 11:47:40 808 9 0 2.931 0.3 0.5594,0.4177 1796 -1.21E-004 592.0 87.3 742.1 99.8 10.84 0.11 11.15
309 2017_06_12 11:47:40 827 9 0 2.931 0.3 0.5594,0.4176 1795 1.56E-004 592.0 87.3 730.0 99.8 10.85 0.11 12.88
310 2017_06_12 11:47:40 846 9 0 2.928 0.3 0.5596,0.4174 1793 1.83E-004 592.0 87.3 730.0 99.6 10.83 0.11 11.15
311 2017_06_12 11:47:40 865 9 0 2.930 0.3 0.5597,0.4173 1792 -2.03E-004 592.1 87.3 741.6 99.6 10.87 0.12 11.99
312 2017_06_12 11:47:40 884 9 0 2.936 0.3 0.5595,0.4174 1794 -2.00E-004 592.0 87.2 763.3 99.4 10.85 0.12 10.79
313 2017_06_12 11:47:40 903 9 0 2.949 0.3 0.5594,0.4175 1795 -1.87E-004 592.0 87.2 763.3 99.3 10.81 0.11 10.70
314 2017_06_12 11:47:40 922 9 0 2.909 0.3 0.5595,0.4174 1794 -2.03E-004 592.0 87.2 741.6 99.3 10.86 0.12 10.56
315 2017_06_12 11:47:40 940 9 0 2.914 0.3 0.5594,0.4173 1793 2.44E-004 592.0 87.2 742.1 99.2 10.87 0.12 11.63
316 2017_06_12 11:47:40 959 9 0 2.934 0.3 0.5592,0.4175 1796 2.08E-004 592.0 87.2 742.1 99.2 10.83 0.12 10.12
317 2017_06_12 11:47:40 977 9 0 2.931 0.3 0.5591,0.4175 1797 -2.10E-004 592.0 87.1 763.3 99.1 10.80 0.12 10.10
318 2017_06_12 11:47:40 996 9 0 2.932 0.3 0.5591,0.4174 1797 -2.23E-004 592.0 87.1 763.3 99.1 10.83 0.12 10.44
319 2017_06_12 11:47:41 015 9 0 2.929 0.3 0.5593,0.4173 1795 -2.42E-004 592.0 87.1 763.3 98.9 10.82 0.12 10.44
320 2017_06_12 11:47:41 033 9 0 2.935 0.3 0.5592,0.4174 1796 -2.38E-004 592.0 87.1 763.3 99.0 10.82 0.12 11.11
321 2017_06_12 11:47:41 052 9 0 2.910 0.3 0.5592,0.4173 1795 2.40E-004 592.0 87.1 763.3 98.9 10.81 0.12 12.00
322 2017_06_12 11:47:41 071 9 0 2.933 0.2 0.5591,0.4174 1796 2.41E-004 592.0 87.1 763.3 98.9 10.83 0.12 14.52
323 2017_06_12 11:47:41 090 9 0 2.914 0.3 0.5589,0.4175 1798 -2.30E-004 592.0 87.1 763.3 98.9 10.81 0.12 12.90
324 2017_06_12 11:47:41 108 9 0 2.936 0.3 0.5590,0.4174 1797 2.36E-004 592.0 87.1 763.3 98.8 10.79 0.12 13.30
325 2017_06_12 11:47:41 126 9 0 2.924 0.3 0.5590,0.4174 1797 -2.52E-004 592.0 87.1 763.3 98.8 10.80 0.12 12.85
326 2017_06_12 11:47:41 145 9 0 2.957 0.3 0.5585,0.4167 1797 -4.73E-004 592.1 86.7 763.3 98.9 10.81 0.12 11.81
327 2017_06_12 11:47:41 165 9 0 2.930 0.3 0.5585,0.4168 1797 4.30E-004 592.1 86.8 763.3 98.8 10.82 0.12 11.52
328 2017_06_12 11:47:41 184 9 0 2.934 0.3 0.5586,0.4169 1797 4.13E-004 592.1 86.8 763.3 98.7 10.82 0.12 10.75
329 2017_06_12 11:47:41 203 9 0 2.929 0.3 0.5587,0.4168 1796 4.24E-004 592.1 86.8 759.7 98.8 10.84 0.12 10.80
330 2017_06_12 11:47:41 221 9 0 2.950 0.3 0.5587,0.4169 1796 4.14E-004 592.1 86.8 763.3 98.7 10.83 0.12 10.38
331 2017_06_12 11:47:41 240 9 0 2.914 0.3 0.5588,0.4169 1796 -4.06E-004 592.1 86.8 763.3 98.8 10.84 0.12 10.86
332 2017_06_12 11:47:41 259 9 0 2.930 0.3 0.5589,0.4167 1794 -4.41E-004 592.1 86.8 763.3 98.9 10.85 0.12 10.16
333 2017_06_12 11:47:41 277 9 0 2.924 0.3 0.5588,0.4167 1795 -4.48E-004 592.1 86.8 763.3 98.9 10.86 0.12 10.19
334 2017_06_12 11:47:41 295 9 0 2.932 0.3 0.5586,0.4167 1796 -4.49E-004 592.1 86.8 763.3 98.8 10.85 0.12 10.46
335 2017_06_12 11:47:41 313 9 0 2.951 0.3 0.5587,0.4166 1795 -4.70E-004 592.1 86.7 763.3 98.8 10.83 0.12 11.45
336 2017_06_12 11:47:41 331 9 0 2.931 0.3 0.5586,0.4168 1796 4.46E-004 592.1 86.7 763.3 98.8 10.81 0.12 11.91
337 2017_06_12 11:47:41 349 9 0 2.930 0.3 0.5586,0.4167 1796 -4.65E-004 592.1 86.7 763.3 98.7 10.80 0.12 11.11
338 2017_06_12 11:47:41 368 9 0 2.923 0.2 0.5586,0.4167 1795 4.74E-004 592.1 86.8 763.3 98.8 10.83 0.12 15.23
339 2017_06_12 11:47:41 387 9 0 2.954 0.3 0.5587,0.4166 1795 -4.93E-004 592.1 86.7 763.3 98.7 10.83 0.12 12.75
340 2017_06_12 11:47:41 406 9 0 2.925 0.3 0.5586,0.4166 1795 5.05E-004 592.1 86.7 763.3 98.7 10.81 0.12 12.38
341 2017_06_12 11:47:41 425 9 0 2.932 0.3 0.5587,0.4165 1795 -5.04E-004 592.1 86.7 763.3 98.6 10.81 0.12 11.91
342 2017_06_12 11:47:41 444 9 0 2.924 0.3 0.5585,0.4164 1795 -5.48E-004 592.1 86.6 763.3 98.6 10.83 0.12 13.40
343 2017_06_12 11:47:41 463 9 0 2.937 0.3 0.5585,0.4166 1796 -4.86E-004 592.1 86.7 763.3 98.7 10.82 0.12 11.10
344 2017_06_12 11:47:41 482 9 0 2.926 0.3 0.5586,0.4164 1795 -5.35E-004 592.1 86.7 763.3 98.8 10.83 0.12 10.15
345 2017_06_12 11:47:41 501 9 0 2.947 0.3 0.5586,0.4164 1794 -5.45E-004 592.1 86.7 763.3 98.9 10.84 0.12 10.40
346 2017_06_12 11:47:41 520 9 0 2.921 0.3 0.5587,0.4164 1794 -5.48E-004 592.1 86.7 763.3 98.9 10.82 0.12 9.86
347 2017_06_12 11:47:41 540 9 0 2.930 0.3 0.5587,0.4164 1794 -5.35E-004 592.1 86.7 763.3 99.0 10.82 0.12 10.44
348 2017_06_12 11:47:41 559 9 0 2.924 0.3 0.5586,0.4165 1795 -5.30E-004 592.1 86.7 763.3 99.0 10.84 0.12 10.48
349 2017_06_12 11:47:41 578 9 0 2.926 0.3 0.5586,0.4164 1794 5.42E-004 592.1 86.7 763.3 99.0 10.84 0.12 10.47
350 2017_06_12 11:47:41 596 9 0 2.929 0.3 0.5586,0.4164 1794 -5.50E-004 592.1 86.6 763.3 99.0 10.85 0.12 10.16
351 2017_06_12 11:47:41 615 9 0 2.913 0.3 0.5585,0.4164 1795 -5.47E-004 592.1 86.6 763.3 99.0 10.86 0.12 11.63
352 2017_06_12 11:47:41 633 9 0 2.952 0.3 0.5586,0.4164 1794 5.55E-004 592.1 86.6 763.3 99.0 10.86 0.12 12.33
353 2017_06_12 11:47:41 652 9 0 2.927 0.3 0.5586,0.4163 1793 5.78E-004 592.2 86.6 763.3 99.0 10.89 0.12 12.47
354 2017_06_12 11:47:41 670 9 0 2.927 0.3 0.5587,0.4161 1792 -6.02E-004 592.2 86.6 763.3 99.0 10.89 0.12 12.96
