 记录条数:0 2017_06_05 11:57:45 209  bin号:5 晶号:0 电压(V):11.617 反向漏电流(uA):0.7色坐标(x,y)0.5812,0.4001相关色温(K)1565色差2.54E-003主波长(nm)595.8色纯度(%)88.5峰值波长(nm)754.8显色性指数97.8光通量(lm)13.80辐射通量(mW)0.22光效1.57
 记录条数:1 2017_06_05 11:57:45 233  bin号:5 晶号:0 电压(V):11.633 反向漏电流(uA):0.7色坐标(x,y)0.5752,0.4048相关色温(K)1625色差-2.01E-003主波长(nm)594.8色纯度(%)88.1峰值波长(nm)749.1显色性指数99.3光通量(lm)11.57辐射通量(mW)0.17光效1.34
 记录条数:2 2017_06_05 11:57:45 252  bin号:5 晶号:0 电压(V):11.611 反向漏电流(uA):0.7色坐标(x,y)0.5746,0.4060相关色温(K)1634色差1.76E-003主波长(nm)594.5色纯度(%)88.3峰值波长(nm)749.1显色性指数96.5光通量(lm)11.23辐射通量(mW)0.16光效1.35
 记录条数:3 2017_06_05 11:57:45 271  bin号:5 晶号:0 电压(V):11.634 反向漏电流(uA):0.6色坐标(x,y)0.5753,0.4059相关色温(K)1629色差1.72E-003主波长(nm)594.6色纯度(%)88.5峰值波长(nm)749.5显色性指数96.8光通量(lm)10.92辐射通量(mW)0.15光效1.35
 记录条数:4 2017_06_05 11:57:45 289  bin号:5 晶号:0 电压(V):11.623 反向漏电流(uA):0.6色坐标(x,y)0.5755,0.4062相关色温(K)1630色差-1.63E-003主波长(nm)594.6色纯度(%)88.7峰值波长(nm)749.4显色性指数97.0光通量(lm)10.80辐射通量(mW)0.15光效1.32
 记录条数:5 2017_06_05 11:57:45 314  bin号:5 晶号:0 电压(V):11.624 反向漏电流(uA):0.7色 记录条数:10 2017_06_05 11:57:45 407  bin号:5 晶号:0 电压(V):11.628 反向漏电流(uA):0.7色坐标(x,y)0.5756,0.4076相关色温(K)1637色差-1.26E-003主波长(nm)594.3色纯度(%)89.1峰值波长(nm)748.8显色性指数95.0光通量(lm)10.25辐射通量(mW)0.13光效1.19
 记录条数:11 2017_06_05 11:57:45 426  bin号:5 晶号:0 电压(V):11.617 反向漏电流(uA):0.7色坐标(x,y)0.5759,0.4073相关色温(K)1633色差1.30E-003主波长(nm)594.4色纯度(%)89.1峰值波长(nm)748.8显色性指数95.1光通量(lm)10.25辐射通量(mW)0.13光效1.22
 记录条数:12 2017_06_05 11:57:45 444  bin号:5 晶号:0 电压(V):11.616 反向漏电流(uA):0.7色坐标(x,y)0.5762,0.4071相关色温(K)1630色差1.31E-003主波长(nm)594.4色纯度(%)89.1峰值波长(nm)748.9显色性指数95.5光通量(lm)10.25辐射通量(mW)0.13光效1.20
 记录条数:13 2017_06_05 11:57:45 464  bin号:5 晶号:0 电压(V):11.624 反向漏电流(uA):0.7色坐标(x,y)0.5755,0.4078相关色温(K)1638色差1.20E-003主波长(nm)594.3色纯度(%)89.2峰值波长(nm)748.9显色性指数96.1光通量(lm)10.35辐射通量(mW)0.13光效1.24
 记录条数:14 2017_06_05 11:57:45 483  bin号:5 晶号:0 电压(V):11.630 反向漏电流(uA):0.7色坐标(x,y)0.5759,0.4075相关色温(K)1634色差1.26E-003主波长(nm)594.4色纯度(%)89.1峰值波长(nm)748.9显色性指数95.8光通量(lm)10.34辐射通量(mW)0.13光效1.20
 记录条数:15 2017_06_05 11:57:45 504  bin号:5 晶号:0 电压(V):11.611 反向漏电流(uA):0.6色坐标(x,y)0.5760,0.4075相关色温(K)1633色差1.25E-003主波长(nm)594.4色纯度(%)89.2峰值波长(nm)749.1显色性指数95.6光通量(lm)10.31辐射通量(mW)0.13光效1.27
 记录条数:16 2017_06_05 11:57:45 526  bin号:5 晶号:0 电压(V):11.630 反向漏电流(uA):0.7色坐标(x,y)0.5758,0.4077相关色温(K)1636色差1.21E-003主波长(nm)594.3色纯度(%)89.2峰值波长(nm)749.0显色性指数95.5光通量(lm)10.27辐射通量(mW)0.13光效1.19
 记录条数:17 2017_06_05 11:57:45 549  bin号:5 晶号:0 电压(V):11.599 反向漏电流(uA):0.7色坐标(x,y)0.5761,0.4075相关色温(K)1633色差-1.21E-003主波长(nm)594.4色纯度(%)89.2峰值波长(nm)748.9显色性指数95.5光通量(lm)10.23辐射通量(mW)0.12光效1.22
