记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
4777 2017_06_12 15:07:18 477 10 0 9.250 0.2 0.5566,0.4171 1812 5.05E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.01
4778 2017_06_12 15:07:18 496 10 0 9.226 0.2 0.5566,0.4171 1812 -5.07E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.03
4779 2017_06_12 15:07:18 515 10 0 9.217 0.2 0.5566,0.4171 1812 -5.15E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.61
4780 2017_06_12 15:07:18 534 10 0 9.236 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.35 0.12 9.02
4781 2017_06_12 15:07:18 554 10 0 9.219 0.2 0.5567,0.4170 1811 5.22E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.23
4782 2017_06_12 15:07:18 573 10 0 9.251 0.2 0.5567,0.4171 1812 -5.21E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.59
4783 2017_06_12 15:07:18 592 10 0 9.240 0.2 0.5567,0.4171 1811 5.22E-004 591.9 86.3 757.2 88.8 14.35 0.12 6.56
4784 2017_06_12 15:07:18 611 10 0 9.207 0.2 0.5567,0.4171 1812 -5.21E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.05
4785 2017_06_12 15:07:18 630 10 0 9.215 0.2 0.5567,0.4171 1811 5.21E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.62
4786 2017_06_12 15:07:18 651 10 0 9.213 0.2 0.5566,0.4171 1812 -5.15E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.52
4787 2017_06_12 15:07:18 674 10 0 9.211 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.62
4788 2017_06_12 15:07:18 697 10 0 9.224 0.2 0.5566,0.4171 1812 -5.10E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.61
4789 2017_06_12 15:07:18 721 10 0 9.215 0.2 0.5566,0.4171 1812 -5.15E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.51
4790 2017_06_12 15:07:18 745 10 0 9.204 0.1 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.35 0.12 10.35
4791 2017_06_12 15:07:18 770 10 0 9.216 0.1 0.5566,0.4171 1812 -5.17E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4792 2017_06_12 15:07:18 795 10 0 9.216 0.2 0.5566,0.4171 1812 -5.21E-004 591.9 86.3 757.2 88.9 14.35 0.12 6.58
4793 2017_06_12 15:07:18 819 10 0 9.211 0.2 0.5566,0.4171 1812 -5.21E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.24
4794 2017_06_12 15:07:18 844 10 0 9.211 0.2 0.5566,0.4171 1812 -5.20E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.62
4795 2017_06_12 15:07:18 868 10 0 9.219 0.1 0.5566,0.4171 1812 -5.19E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4796 2017_06_12 15:07:18 889 10 0 9.236 0.2 0.5566,0.4171 1812 -5.18E-004 591.9 86.3 757.2 88.9 14.35 0.12 9.63
4797 2017_06_12 15:07:18 911 10 0 9.217 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.04
4798 2017_06_12 15:07:18 934 10 0 9.203 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.25
4799 2017_06_12 15:07:18 955 10 0 9.208 0.2 0.5566,0.4171 1812 -5.17E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.52
4800 2017_06_12 15:07:18 977 10 0 9.209 0.2 0.5555,0.4185 1828 2.23E-004 591.7 86.3 757.2 88.4 14.48 0.12 8.12
4801 2017_06_12 15:07:18 999 10 0 9.217 0.2 0.5566,0.4171 1812 -5.22E-004 591.9 86.3 757.2 89.0 14.36 0.12 7.62
4802 2017_06_12 15:07:19 020 10 0 9.235 0.2 0.5565,0.4172 1814 -4.89E-004 591.9 86.3 757.2 88.9 14.37 0.12 7.23
4803 2017_06_12 15:07:19 041 10 0 9.212 0.1 0.5566,0.4171 1812 5.10E-004 591.9 86.3 757.2 88.9 14.36 0.12 10.35
4804 2017_06_12 15:07:19 059 10 0 9.213 0.1 0.5566,0.4171 1812 5.09E-004 591.9 86.3 757.2 88.9 14.36 0.12 12.07
4805 2017_06_12 15:07:19 078 10 0 9.213 0.2 0.5565,0.4172 1813 4.92E-004 591.9 86.3 757.2 88.9 14.37 0.12 7.25
4806 2017_06_12 15:07:19 097 10 0 9.215 0.2 0.5565,0.4172 1813 -4.98E-004 591.9 86.3 757.2 88.9 14.37 0.12 8.52
4807 2017_06_12 15:07:19 116 10 0 9.208 0.2 0.5566,0.4171 1813 -5.07E-004 591.9 86.3 757.2 88.9 14.36 0.12 6.90
4808 2017_06_12 15:07:19 136 10 0 9.214 0.2 0.5565,0.4172 1813 -4.98E-004 591.9 86.3 757.2 88.9 14.37 0.12 8.05
4809 2017_06_12 15:07:19 154 10 0 9.216 0.2 0.5565,0.4172 1813 -4.98E-004 591.9 86.3 757.2 88.9 14.37 0.12 7.24
4810 2017_06_12 15:07:19 173 10 0 9.226 0.2 0.5566,0.4171 1812 5.09E-004 591.9 86.3 757.2 88.9 14.36 0.12 6.89
4811 2017_06_12 15:07:19 191 10 0 9.213 0.2 0.5573,0.4163 1803 -6.72E-004 592.1 86.2 757.2 88.9 14.30 0.12 7.21
4812 2017_06_12 15:07:19 210 10 0 9.230 0.2 0.5568,0.4168 1809 -5.73E-004 592.0 86.2 757.2 88.8 14.33 0.12 8.49
4813 2017_06_12 15:07:19 229 10 0 9.216 0.2 0.5566,0.4171 1812 -5.17E-004 591.9 86.3 757.2 88.8 14.36 0.12 8.04
4814 2017_06_12 15:07:19 250 10 0 9.221 0.2 0.5566,0.4171 1812 -5.17E-004 591.9 86.3 757.2 88.8 14.36 0.12 9.04
4815 2017_06_12 15:07:19 270 10 0 9.214 0.2 0.5561,0.4174 1818 -4.58E-004 591.8 86.2 757.2 88.7 14.33 0.11 9.03
4816 2017_06_12 15:07:19 291 10 0 9.213 0.2 0.5566,0.4171 1812 -5.22E-004 591.9 86.3 757.2 88.7 14.35 0.12 8.04
4817 2017_06_12 15:07:19 312 10 0 9.203 0.2 0.5566,0.4171 1812 5.17E-004 591.9 86.2 757.2 88.7 14.35 0.12 6.04
4818 2017_06_12 15:07:19 333 10 0 9.216 0.2 0.5566,0.4170 1812 -5.24E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.61
4819 2017_06_12 15:07:19 354 10 0 9.219 0.2 0.5567,0.4170 1811 5.30E-004 591.9 86.3 757.2 88.8 14.35 0.12 6.89
4820 2017_06_12 15:07:19 375 10 0 9.213 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.62
4821 2017_06_12 15:07:19 395 10 0 9.218 0.2 0.5567,0.4170 1811 5.28E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.61
4822 2017_06_12 15:07:19 416 10 0 9.217 0.2 0.5566,0.4170 1811 5.27E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.62
4823 2017_06_12 15:07:19 436 10 0 9.233 0.2 0.5567,0.4170 1811 -5.31E-004 591.9 86.3 757.2 88.8 14.35 0.12 7.60
4824 2017_06_12 15:07:19 457 10 0 9.207 0.2 0.5567,0.4170 1811 -5.42E-004 591.9 86.3 757.2 88.8 14.35 0.12 9.05
4825 2017_06_12 15:07:19 476 10 0 9.203 0.2 0.5567,0.4170 1811 -5.38E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.05
4826 2017_06_12 15:07:19 499 10 0 9.216 0.2 0.5567,0.4170 1811 -5.36E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.62
4827 2017_06_12 15:07:19 520 10 0 9.219 0.1 0.5567,0.4170 1811 -5.36E-004 591.9 86.3 757.2 88.9 14.35 0.12 10.33
4828 2017_06_12 15:07:19 540 10 0 9.210 0.2 0.5567,0.4170 1811 5.29E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.52
4829 2017_06_12 15:07:19 561 10 0 9.217 0.1 0.5567,0.4170 1811 -5.31E-004 591.9 86.2 757.2 88.9 14.35 0.12 10.34
4830 2017_06_12 15:07:19 580 10 0 9.213 0.2 0.5567,0.4170 1811 -5.38E-004 591.9 86.3 757.2 88.9 14.35 0.12 9.65
4831 2017_06_12 15:07:19 599 10 0 9.238 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.02
4832 2017_06_12 15:07:19 618 10 0 9.216 0.2 0.5567,0.4170 1811 -5.36E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.51
4833 2017_06_12 15:07:19 637 10 0 9.204 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.66
4834 2017_06_12 15:07:19 656 10 0 9.209 0.2 0.5567,0.4170 1811 -5.32E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.05
4835 2017_06_12 15:07:19 675 10 0 9.207 0.2 0.5567,0.4170 1811 -5.32E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.62
4836 2017_06_12 15:07:19 695 10 0 9.209 0.2 0.5567,0.4170 1811 -5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.62
4837 2017_06_12 15:07:19 714 10 0 9.215 0.2 0.5567,0.4170 1811 -5.30E-004 591.9 86.3 757.2 88.9 14.35 0.12 6.29
4838 2017_06_12 15:07:19 733 10 0 9.233 0.2 0.5567,0.4170 1811 -5.30E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.60
4839 2017_06_12 15:07:19 752 10 0 9.209 0.2 0.5566,0.4170 1811 5.27E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.24
4840 2017_06_12 15:07:19 771 10 0 9.212 0.2 0.5566,0.4170 1812 -5.25E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.62
4841 2017_06_12 15:07:19 790 10 0 9.215 0.2 0.5566,0.4171 1812 -5.17E-004 591.9 86.3 757.2 88.9 14.36 0.12 9.66
4842 2017_06_12 15:07:19 809 10 0 9.209 0.2 0.5566,0.4171 1812 -5.14E-004 591.9 86.3 757.2 88.9 14.36 0.12 8.53
4843 2017_06_12 15:07:19 828 10 0 9.201 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.64
4844 2017_06_12 15:07:19 847 10 0 9.241 0.2 0.5566,0.4171 1812 -5.15E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.22
4845 2017_06_12 15:07:19 866 10 0 9.223 0.2 0.5566,0.4171 1812 -5.16E-004 591.9 86.3 757.2 88.9 14.36 0.12 9.05
4846 2017_06_12 15:07:19 886 10 0 9.210 0.2 0.5566,0.4171 1812 -5.18E-004 591.9 86.3 757.2 88.9 14.36 0.12 9.66
4847 2017_06_12 15:07:19 904 10 0 9.219 0.1 0.5566,0.4171 1812 -5.20E-004 591.9 86.3 757.2 88.9 14.36 0.12 11.14
4848 2017_06_12 15:07:19 923 10 0 9.232 0.1 0.5566,0.4171 1812 -5.21E-004 591.9 86.3 757.2 88.9 14.36 0.12 11.12
4849 2017_06_12 15:07:19 942 10 0 9.204 0.1 0.5566,0.4170 1812 -5.25E-004 591.9 86.3 757.2 88.9 14.36 0.12 18.12
4850 2017_06_12 15:07:19 961 10 0 9.213 0.1 0.5566,0.4170 1811 5.28E-004 591.9 86.3 757.2 88.9 14.36 0.12 12.07
4851 2017_06_12 15:07:19 980 10 0 9.210 0.1 0.5566,0.4170 1811 5.28E-004 591.9 86.3 757.2 88.9 14.36 0.12 11.14
4852 2017_06_12 15:07:19 999 10 0 9.234 0.1 0.5566,0.4170 1811 5.28E-004 591.9 86.3 757.2 88.9 14.36 0.12 12.04
4853 2017_06_12 15:07:20 018 10 0 9.205 0.2 0.5566,0.4170 1811 5.28E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.63
4854 2017_06_12 15:07:20 037 10 0 9.220 0.2 0.5566,0.4170 1811 5.29E-004 591.9 86.3 757.2 88.9 14.36 0.12 9.65
4855 2017_06_12 15:07:20 055 10 0 9.213 0.2 0.5566,0.4170 1811 5.30E-004 591.9 86.3 757.2 88.9 14.36 0.12 8.04
4856 2017_06_12 15:07:20 077 10 0 9.216 0.2 0.5566,0.4170 1811 5.30E-004 591.9 86.3 757.2 88.9 14.36 0.12 7.62
4857 2017_06_12 15:07:20 095 10 0 9.244 0.2 0.5567,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 7.59
4858 2017_06_12 15:07:20 114 10 0 9.217 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.24
4859 2017_06_12 15:07:20 133 10 0 9.213 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 6.58
4860 2017_06_12 15:07:20 152 10 0 9.216 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.24
4861 2017_06_12 15:07:20 171 10 0 9.205 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.24
4862 2017_06_12 15:07:20 190 10 0 9.210 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 8.04
4863 2017_06_12 15:07:20 209 10 0 9.213 0.1 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 10.34
4864 2017_06_12 15:07:20 230 10 0 9.210 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.65
4865 2017_06_12 15:07:20 251 10 0 9.231 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 6.88
4866 2017_06_12 15:07:20 272 10 0 9.237 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.60
4867 2017_06_12 15:07:20 293 10 0 9.203 0.2 0.5567,0.4170 1811 -5.32E-004 591.9 86.2 757.2 88.9 14.35 0.12 6.04
4868 2017_06_12 15:07:20 314 10 0 9.202 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 6.90
4869 2017_06_12 15:07:20 335 10 0 9.221 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.61
4870 2017_06_12 15:07:20 357 10 0 9.209 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.62
4871 2017_06_12 15:07:20 378 10 0 9.213 0.2 0.5567,0.4170 1811 -5.32E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.62
4872 2017_06_12 15:07:20 399 10 0 9.214 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 8.51
4873 2017_06_12 15:07:20 420 10 0 9.204 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.05
4874 2017_06_12 15:07:20 442 10 0 9.208 0.1 0.5567,0.4170 1811 -5.37E-004 591.9 86.3 757.2 88.9 14.35 0.12 10.34
4875 2017_06_12 15:07:20 465 10 0 9.220 0.1 0.5567,0.4170 1811 -5.36E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.12
4876 2017_06_12 15:07:20 485 10 0 9.216 0.1 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 10.33
4877 2017_06_12 15:07:20 506 10 0 9.217 0.1 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.13
4878 2017_06_12 15:07:20 530 10 0 9.212 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.65
4879 2017_06_12 15:07:20 552 10 0 9.205 0.2 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 8.05
4880 2017_06_12 15:07:20 572 10 0 9.215 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 6.89
4881 2017_06_12 15:07:20 591 10 0 9.209 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 7.62
4882 2017_06_12 15:07:20 609 10 0 9.199 0.2 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.06
4883 2017_06_12 15:07:20 628 10 0 9.216 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.2 757.2 88.9 14.35 0.12 8.04
4884 2017_06_12 15:07:20 646 10 0 9.216 0.1 0.5567,0.4170 1811 -5.35E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.13
4885 2017_06_12 15:07:20 665 10 0 9.216 0.1 0.5567,0.4170 1811 -5.36E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.13
4886 2017_06_12 15:07:20 685 10 0 9.222 0.1 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 14.46
4887 2017_06_12 15:07:20 706 10 0 9.214 0.1 0.5567,0.4170 1811 5.32E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4888 2017_06_12 15:07:20 725 10 0 9.213 0.1 0.5567,0.4170 1811 5.32E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.14
4889 2017_06_12 15:07:20 745 10 0 9.216 0.1 0.5567,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4890 2017_06_12 15:07:20 766 10 0 9.209 0.1 0.5566,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.14
4891 2017_06_12 15:07:20 786 10 0 9.216 0.2 0.5566,0.4170 1811 5.30E-004 591.9 86.3 757.2 88.9 14.35 0.12 9.05
4892 2017_06_12 15:07:20 807 10 0 9.215 0.1 0.5566,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4893 2017_06_12 15:07:20 828 10 0 9.230 0.1 0.5566,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 18.06
4894 2017_06_12 15:07:20 847 10 0 9.230 0.1 0.5566,0.4170 1811 5.31E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.12
4895 2017_06_12 15:07:20 867 10 0 9.210 0.1 0.5553,0.4179 1826 3.89E-004 591.7 86.1 757.2 88.6 14.25 0.12 17.96
4896 2017_06_12 15:07:20 887 10 0 9.216 0.1 0.5574,0.4165 1804 -6.03E-004 592.1 86.3 757.2 89.1 14.41 0.12 11.18
4897 2017_06_12 15:07:20 907 10 0 9.223 0.1 0.5570,0.4168 1808 -5.63E-004 592.0 86.3 757.2 89.0 14.38 0.12 18.11
4898 2017_06_12 15:07:20 927 10 0 9.207 0.1 0.5571,0.4167 1806 5.78E-004 592.0 86.3 757.2 89.0 14.39 0.12 11.17
4899 2017_06_12 15:07:20 947 10 0 9.212 0.1 0.5570,0.4168 1808 -5.62E-004 592.0 86.3 757.2 89.0 14.38 0.12 11.16
4900 2017_06_12 15:07:20 967 10 0 9.201 0.1 0.5570,0.4168 1808 -5.62E-004 592.0 86.3 757.2 89.0 14.38 0.12 16.14
4901 2017_06_12 15:07:20 987 10 0 9.206 0.1 0.5569,0.4169 1809 -5.57E-004 592.0 86.3 757.2 89.0 14.37 0.12 11.16
4902 2017_06_12 15:07:21 007 10 0 9.213 0.2 0.5568,0.4169 1809 5.50E-004 592.0 86.3 757.2 89.0 14.36 0.12 9.66
4903 2017_06_12 15:07:21 027 10 0 9.216 0.2 0.5567,0.4170 1811 -5.36E-004 591.9 86.3 757.2 88.9 14.36 0.12 9.65
4904 2017_06_12 15:07:21 047 10 0 9.211 0.1 0.5567,0.4170 1810 5.41E-004 591.9 86.3 757.2 88.9 14.36 0.12 10.35
4905 2017_06_12 15:07:21 069 10 0 9.215 0.1 0.5567,0.4170 1811 5.33E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.13
4906 2017_06_12 15:07:21 090 10 0 9.231 0.1 0.5567,0.4170 1811 -5.34E-004 591.9 86.2 757.2 88.9 14.35 0.12 11.11
4907 2017_06_12 15:07:21 110 10 0 9.238 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.2 757.2 88.9 14.35 0.12 8.49
4908 2017_06_12 15:07:21 130 10 0 9.232 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.2 757.2 88.9 14.35 0.12 9.03
4909 2017_06_12 15:07:21 149 10 0 9.215 0.2 0.5566,0.4170 1811 5.32E-004 591.9 86.3 757.2 88.9 14.35 0.12 9.65
4910 2017_06_12 15:07:21 170 10 0 9.209 0.2 0.5566,0.4170 1812 -5.32E-004 591.9 86.3 757.2 89.0 14.35 0.12 8.04
4911 2017_06_12 15:07:21 188 10 0 9.226 0.2 0.5566,0.4170 1812 -5.27E-004 591.9 86.2 757.2 89.0 14.34 0.12 9.63
4912 2017_06_12 15:07:21 208 10 0 9.211 0.1 0.5566,0.4170 1811 5.33E-004 591.9 86.3 757.2 88.9 14.35 0.12 11.13
4913 2017_06_12 15:07:21 227 10 0 9.225 0.2 0.5566,0.4170 1811 5.33E-004 591.9 86.3 757.2 88.9 14.35 0.12 8.50
4914 2017_06_12 15:07:21 247 10 0 9.229 0.2 0.5566,0.4170 1811 5.33E-004 591.9 86.3 757.2 89.0 14.35 0.12 9.03
4915 2017_06_12 15:07:21 267 10 0 9.234 0.1 0.5566,0.4170 1811 5.32E-004 591.9 86.3 757.2 89.0 14.35 0.12 13.13
4916 2017_06_12 15:07:21 286 10 0 9.216 0.1 0.5566,0.4170 1812 -5.31E-004 591.9 86.3 757.2 89.0 14.35 0.12 11.13
4917 2017_06_12 15:07:21 312 10 0 9.215 0.1 0.5566,0.4170 1812 -5.28E-004 591.9 86.2 757.2 89.0 14.35 0.12 11.13
4918 2017_06_12 15:07:21 337 10 0 9.213 0.2 0.5566,0.4171 1812 -5.24E-004 591.9 86.2 757.2 89.0 14.34 0.12 7.61
4919 2017_06_12 15:07:21 362 10 0 9.210 0.2 0.5566,0.4171 1812 5.23E-004 591.9 86.2 757.2 89.0 14.34 0.12 6.29
4920 2017_06_12 15:07:21 387 10 0 9.217 0.1 0.5566,0.4171 1812 -5.25E-004 591.9 86.2 757.2 89.0 14.35 0.12 11.13
4921 2017_06_12 15:07:21 410 10 0 9.206 0.1 0.5566,0.4170 1812 -5.26E-004 591.9 86.2 757.2 89.0 14.35 0.12 11.14
4922 2017_06_12 15:07:21 435 10 0 9.213 0.1 0.5566,0.4171 1812 -5.25E-004 591.9 86.2 757.2 89.0 14.35 0.12 10.34
4923 2017_06_12 15:07:21 460 10 0 9.210 0.2 0.5559,0.4178 1821 -3.78E-004 591.8 86.3 757.2 89.3 14.41 0.12 7.65
4924 2017_06_12 15:07:21 485 10 0 9.219 0.1 0.5565,0.4172 1813 -5.01E-004 591.9 86.3 757.2 89.0 14.36 0.12 13.16
4925 2017_06_12 15:07:21 507 10 0 9.221 0.2 0.5565,0.4172 1813 -5.02E-004 591.9 86.3 757.2 89.0 14.36 0.12 9.05
4926 2017_06_12 15:07:21 530 10 0 9.213 0.1 0.5566,0.4171 1812 -5.24E-004 591.9 86.3 757.2 89.0 14.35 0.12 11.13
4927 2017_06_12 15:07:21 551 10 0 9.234 0.2 0.5565,0.4171 1813 -5.15E-004 591.9 86.3 757.2 89.0 14.35 0.12 9.63
4928 2017_06_12 15:07:21 574 10 0 9.217 0.2 0.5564,0.4172 1814 -4.92E-004 591.9 86.3 757.2 89.0 14.37 0.12 7.62
4929 2017_06_12 15:07:21 599 10 0 9.216 0.2 0.5565,0.4172 1814 -4.93E-004 591.9 86.3 757.2 89.1 14.37 0.12 7.24
4930 2017_06_12 15:07:21 623 10 0 9.213 0.1 0.5565,0.4172 1813 5.02E-004 591.9 86.2 757.2 89.0 14.36 0.12 11.15
4931 2017_06_12 15:07:21 646 10 0 9.213 0.1 0.5565,0.4171 1813 -5.09E-004 591.9 86.3 757.2 89.0 14.36 0.12 10.35
4932 2017_06_12 15:07:21 666 10 0 9.214 0.1 0.5565,0.4171 1813 -5.05E-004 591.9 86.3 757.2 89.1 14.36 0.12 12.07
4933 2017_06_12 15:07:21 686 10 0 9.205 0.2 0.5565,0.4171 1813 -5.07E-004 591.9 86.3 757.2 89.1 14.36 0.12 9.06
4934 2017_06_12 15:07:21 705 10 0 9.196 0.2 0.5565,0.4171 1813 -5.12E-004 591.9 86.3 757.2 89.1 14.36 0.12 9.67
4935 2017_06_12 15:07:21 723 10 0 9.240 0.1 0.5566,0.4171 1812 5.17E-004 591.9 86.3 757.2 89.0 14.36 0.12 10.31
4936 2017_06_12 15:07:21 742 10 0 9.215 0.1 0.5566,0.4171 1812 5.17E-004 591.9 86.3 757.2 89.0 14.36 0.12 13.16
4937 2017_06_12 15:07:21 762 10 0 9.209 0.1 0.5566,0.4171 1812 -5.21E-004 591.9 86.2 757.2 89.0 14.35 0.12 12.07
4938 2017_06_12 15:07:21 780 10 0 9.213 0.1 0.5566,0.4171 1812 -5.21E-004 591.9 86.2 757.2 89.0 14.36 0.12 12.07
4939 2017_06_12 15:07:21 801 10 0 9.216 0.2 0.5566,0.4171 1812 -5.22E-004 591.9 86.2 757.2 89.0 14.36 0.12 9.65
4940 2017_06_12 15:07:21 825 10 0 9.215 0.1 0.5559,0.4175 1820 -4.47E-004 591.8 86.2 757.2 89.3 14.30 0.12 13.10
4941 2017_06_12 15:07:21 846 10 0 9.206 0.2 0.5567,0.4170 1811 -5.35E-004 591.9 86.3 757.2 89.0 14.36 0.12 9.66
4942 2017_06_12 15:07:21 869 10 0 9.216 0.1 0.5567,0.4170 1811 -5.37E-004 591.9 86.3 757.2 89.0 14.36 0.12 16.09
4943 2017_06_12 15:07:21 890 10 0 9.201 0.1 0.5567,0.4170 1811 -5.33E-004 591.9 86.2 757.2 89.0 14.35 0.12 10.36
4944 2017_06_12 15:07:21 911 10 0 9.213 0.1 0.5567,0.4170 1810 5.41E-004 591.9 86.3 757.2 89.0 14.36 0.12 11.14
4945 2017_06_12 15:07:21 933 10 0 9.229 0.2 0.5567,0.4170 1811 -5.38E-004 591.9 86.3 757.2 89.0 14.36 0.12 9.04
4946 2017_06_12 15:07:21 955 10 0 9.217 0.2 0.5567,0.4170 1811 -5.39E-004 591.9 86.3 757.2 89.0 14.35 0.12 7.62
4947 2017_06_12 15:07:21 976 10 0 9.216 0.2 0.5567,0.4170 1811 -5.41E-004 591.9 86.3 757.2 89.0 14.35 0.12 7.62
4948 2017_06_12 15:07:21 997 10 0 9.217 0.2 0.5567,0.4170 1811 -5.39E-004 591.9 86.3 757.2 89.0 14.35 0.12 6.29
4949 2017_06_12 15:07:22 018 10 0 9.229 0.2 0.5567,0.4170 1811 -5.38E-004 591.9 86.2 757.2 89.0 14.35 0.12 7.22
4950 2017_06_12 15:07:22 039 10 0 9.216 0.2 0.5567,0.4170 1811 -5.39E-004 591.9 86.2 757.2 89.0 14.34 0.12 8.03
4951 2017_06_12 15:07:22 061 10 0 9.213 0.1 0.5567,0.4170 1811 -5.41E-004 591.9 86.3 757.2 89.0 14.34 0.12 12.06
4952 2017_06_12 15:07:22 082 10 0 9.213 0.1 0.5567,0.4170 1811 -5.43E-004 591.9 86.3 757.2 89.0 14.35 0.12 10.34
