记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
55 2017_06_12 15:05:04 273 8 0 1.006 44.0 0.5562,0.4180 1820 -3.09E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
56 2017_06_12 15:05:04 294 8 0 1.015 44.0 0.5562,0.4180 1820 -3.08E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
57 2017_06_12 15:05:04 315 7 0 0.994 44.0 0.5562,0.4180 1820 -3.10E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
58 2017_06_12 15:05:04 335 7 0 0.998 44.0 0.5562,0.4180 1820 -3.10E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
59 2017_06_12 15:05:04 356 7 0 0.993 44.0 0.5562,0.4180 1820 -3.11E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
60 2017_06_12 15:05:04 376 7 0 0.994 44.0 0.5562,0.4180 1820 -3.10E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
61 2017_06_12 15:05:04 397 7 0 0.995 44.0 0.5562,0.4180 1820 -3.11E-004 591.8 86.4 730.2 87.2 13.50 0.10 0.28
62 2017_06_12 15:05:04 417 7 0 0.997 44.0 0.5562,0.4179 1820 -3.14E-004 591.8 86.4 730.2 87.2 13.51 0.10 0.28
63 2017_06_12 15:05:04 437 7 0 0.997 44.0 0.5562,0.4179 1820 -3.17E-004 591.8 86.4 730.2 87.2 13.51 0.10 0.28
64 2017_06_12 15:05:04 459 7 0 0.997 44.0 0.5562,0.4179 1820 -3.19E-004 591.8 86.4 730.2 87.2 13.51 0.10 0.28
65 2017_06_12 15:05:04 482 8 0 1.005 44.0 0.5562,0.4179 1820 -3.16E-004 591.8 86.4 730.2 87.2 13.51 0.10 0.28
66 2017_06_12 15:05:04 505 8 0 1.009 44.0 0.5571,0.4174 1811 -3.98E-004 591.9 86.5 730.2 86.9 13.58 0.10 0.28
67 2017_06_12 15:05:04 529 7 0 0.994 44.0 0.5568,0.4176 1814 -3.69E-004 591.9 86.5 730.2 87.0 13.56 0.10 0.28
68 2017_06_12 15:05:04 552 7 0 0.995 44.0 0.5566,0.4177 1815 3.55E-004 591.8 86.4 730.2 87.1 13.55 0.10 0.28
69 2017_06_12 15:05:04 577 7 0 0.996 44.0 0.5564,0.4178 1817 3.37E-004 591.8 86.4 730.2 87.1 13.53 0.10 0.28
70 2017_06_12 15:05:04 598 8 0 1.007 44.0 0.5564,0.4178 1817 -3.38E-004 591.8 86.4 730.2 87.1 13.53 0.10 0.28
71 2017_06_12 15:05:04 619 7 0 0.999 44.0 0.5564,0.4178 1818 -3.36E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
72 2017_06_12 15:05:04 639 7 0 0.994 44.0 0.5564,0.4178 1818 -3.31E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
73 2017_06_12 15:05:04 658 7 0 0.996 44.0 0.5564,0.4178 1818 -3.34E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
74 2017_06_12 15:05:04 677 7 0 0.996 44.0 0.5564,0.4179 1818 3.26E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
75 2017_06_12 15:05:04 695 8 0 1.017 44.0 0.5563,0.4179 1818 3.26E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
76 2017_06_12 15:05:04 716 7 0 0.979 44.0 0.5564,0.4178 1818 -3.28E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.29
77 2017_06_12 15:05:04 744 7 0 0.996 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.53 0.10 0.28
78 2017_06_12 15:05:04 765 7 0 0.994 44.0 0.5564,0.4178 1818 -3.34E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
79 2017_06_12 15:05:04 786 7 0 0.993 44.0 0.5564,0.4178 1818 -3.37E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
80 2017_06_12 15:05:04 808 8 0 1.004 44.0 0.5564,0.4178 1817 3.37E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
81 2017_06_12 15:05:04 830 7 0 0.993 44.0 0.5564,0.4178 1817 3.38E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
82 2017_06_12 15:05:04 852 7 0 0.967 44.0 0.5564,0.4178 1817 3.38E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.29
83 2017_06_12 15:05:04 872 8 0 1.011 44.0 0.5564,0.4178 1817 3.36E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
84 2017_06_12 15:05:04 894 7 0 1.000 44.0 0.5564,0.4178 1818 -3.33E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
85 2017_06_12 15:05:04 917 8 0 1.001 44.0 0.5564,0.4178 1818 -3.34E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
86 2017_06_12 15:05:04 937 8 0 1.007 44.0 0.5564,0.4178 1818 -3.32E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
87 2017_06_12 15:05:04 959 8 0 1.003 44.0 0.5564,0.4178 1818 -3.31E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
88 2017_06_12 15:05:04 980 7 0 0.999 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
89 2017_06_12 15:05:05 002 8 0 1.000 44.0 0.5564,0.4178 1818 -3.29E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
90 2017_06_12 15:05:05 022 7 0 0.990 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.29
91 2017_06_12 15:05:05 044 7 0 1.000 44.0 0.5564,0.4178 1818 -3.35E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
92 2017_06_12 15:05:05 066 7 0 1.000 44.0 0.5564,0.4178 1818 -3.32E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
93 2017_06_12 15:05:05 087 8 0 1.003 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
94 2017_06_12 15:05:05 108 7 0 0.996 44.0 0.5564,0.4178 1818 -3.29E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
95 2017_06_12 15:05:05 130 7 0 0.998 44.0 0.5564,0.4178 1818 -3.27E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
96 2017_06_12 15:05:05 149 8 0 1.003 44.0 0.5564,0.4178 1818 -3.28E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
97 2017_06_12 15:05:05 168 7 0 0.999 44.0 0.5564,0.4178 1818 -3.28E-004 591.8 86.4 730.2 87.2 13.54 0.10 0.28
98 2017_06_12 15:05:05 187 7 0 0.975 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.29
99 2017_06_12 15:05:05 206 7 0 0.999 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
100 2017_06_12 15:05:05 225 7 0 0.997 44.0 0.5564,0.4178 1818 -3.30E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
101 2017_06_12 15:05:05 244 7 0 0.998 44.0 0.5564,0.4178 1818 -3.31E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
102 2017_06_12 15:05:05 263 7 0 0.999 44.0 0.5559,0.4183 1824 -2.37E-004 591.7 86.4 730.2 87.4 13.58 0.10 0.28
103 2017_06_12 15:05:05 282 7 0 0.994 44.0 0.5568,0.4176 1814 -3.60E-004 591.9 86.5 653.9 89.9 13.61 0.11 0.29
104 2017_06_12 15:05:05 303 8 0 1.001 44.0 0.5561,0.4181 1821 2.81E-004 591.8 86.4 730.2 87.3 13.57 0.10 0.28
105 2017_06_12 15:05:05 324 7 0 0.982 44.0 0.5560,0.4182 1823 -2.66E-004 591.7 86.4 730.2 86.7 13.55 0.10 0.29
106 2017_06_12 15:05:05 346 7 0 0.998 44.0 0.5562,0.4180 1821 -2.95E-004 591.8 86.4 730.2 87.3 13.56 0.10 0.28
107 2017_06_12 15:05:05 368 7 0 0.983 44.0 0.5562,0.4180 1820 -3.00E-004 591.8 86.4 730.2 87.4 13.56 0.10 0.29
108 2017_06_12 15:05:05 388 8 0 1.010 44.0 0.5561,0.4180 1821 -2.98E-004 591.8 86.4 730.2 87.2 13.55 0.10 0.28
109 2017_06_12 15:05:05 411 8 0 1.000 44.0 0.5562,0.4180 1820 2.99E-004 591.8 86.4 730.2 87.3 13.56 0.10 0.28
110 2017_06_12 15:05:05 430 7 0 0.999 44.0 0.5562,0.4180 1820 -3.05E-004 591.8 86.4 730.2 87.4 13.56 0.10 0.28
111 2017_06_12 15:05:05 450 7 0 0.976 44.0 0.5563,0.4179 1819 3.13E-004 591.8 86.4 730.2 87.5 13.56 0.10 0.29
112 2017_06_12 15:05:05 470 8 0 1.007 44.0 0.5563,0.4179 1819 -3.14E-004 591.8 86.4 730.2 87.4 13.56 0.10 0.28
113 2017_06_12 15:05:05 491 7 0 0.997 44.0 0.5563,0.4179 1819 -3.16E-004 591.8 86.4 730.2 87.5 13.57 0.10 0.28
114 2017_06_12 15:05:05 512 7 0 0.980 44.0 0.5563,0.4179 1819 -3.19E-004 591.8 86.4 730.2 87.5 13.57 0.10 0.29
115 2017_06_12 15:05:05 532 7 0 0.999 44.0 0.5563,0.4179 1819 -3.19E-004 591.8 86.4 730.2 87.5 13.57 0.10 0.28
116 2017_06_12 15:05:05 552 7 0 0.996 44.0 0.5563,0.4179 1819 -3.18E-004 591.8 86.4 730.2 87.4 13.57 0.10 0.28
117 2017_06_12 15:05:05 571 7 0 0.993 44.0 0.5563,0.4179 1819 -3.22E-004 591.8 86.4 730.2 87.4 13.57 0.10 0.28
118 2017_06_12 15:05:05 592 8 0 1.000 44.0 0.5563,0.4179 1819 -3.25E-004 591.8 86.4 730.2 87.5 13.57 0.10 0.28
119 2017_06_12 15:05:05 614 7 0 0.997 44.0 0.5563,0.4179 1818 3.27E-004 591.8 86.4 730.2 87.5 13.57 0.10 0.28
120 2017_06_12 15:05:05 635 8 0 1.003 44.0 0.5563,0.4179 1818 3.27E-004 591.8 86.4 730.2 87.5 13.58 0.10 0.28
121 2017_06_12 15:05:05 655 7 0 0.994 44.0 0.5563,0.4179 1818 3.27E-004 591.8 86.4 730.2 87.5 13.58 0.10 0.28
122 2017_06_12 15:05:05 678 8 0 1.016 44.0 0.5558,0.4184 1825 2.11E-004 591.7 86.4 730.2 87.7 13.62 0.11 0.28
123 2017_06_12 15:05:05 698 8 0 1.001 44.0 0.5560,0.4182 1822 2.62E-004 591.7 86.4 730.2 87.6 13.60 0.10 0.28
124 2017_06_12 15:05:05 717 8 0 1.001 44.0 0.5561,0.4181 1821 2.80E-004 591.8 86.4 730.2 87.6 13.59 0.10 0.28
125 2017_06_12 15:05:05 736 7 0 0.993 44.0 0.5562,0.4180 1820 2.95E-004 591.8 86.4 730.2 87.5 13.59 0.10 0.29
126 2017_06_12 15:05:05 756 7 0 0.997 44.0 0.5561,0.4181 1821 2.80E-004 591.7 86.4 730.2 87.5 13.59 0.10 0.28
127 2017_06_12 15:05:05 774 8 0 1.001 44.0 0.5558,0.4184 1825 2.05E-004 591.7 86.4 730.2 87.7 13.63 0.11 0.28
128 2017_06_12 15:05:05 795 7 0 0.990 44.0 0.5560,0.4182 1823 -2.46E-004 591.7 86.4 730.2 87.7 13.61 0.11 0.29
129 2017_06_12 15:05:05 815 7 0 0.997 44.0 0.5561,0.4182 1822 -2.65E-004 591.7 86.4 730.2 87.6 13.60 0.10 0.28
130 2017_06_12 15:05:05 838 7 0 0.998 44.0 0.5561,0.4182 1822 -2.66E-004 591.7 86.4 730.2 87.6 13.60 0.11 0.28
131 2017_06_12 15:05:05 857 7 0 0.996 44.0 0.5561,0.4181 1821 2.77E-004 591.8 86.4 730.2 87.7 13.60 0.11 0.28
132 2017_06_12 15:05:05 876 8 0 1.001 44.0 0.5561,0.4182 1822 -2.66E-004 591.7 86.4 730.2 87.6 13.60 0.11 0.28
133 2017_06_12 15:05:05 896 7 0 0.998 44.0 0.5569,0.4176 1813 -3.49E-004 591.9 86.5 730.2 87.4 13.67 0.11 0.29
134 2017_06_12 15:05:05 916 7 0 0.997 44.0 0.5566,0.4178 1816 3.20E-004 591.8 86.5 730.2 87.5 13.65 0.11 0.29
135 2017_06_12 15:05:05 934 7 0 0.998 44.0 0.5564,0.4179 1818 3.01E-004 591.8 86.5 730.2 87.6 13.64 0.11 0.28
136 2017_06_12 15:05:05 954 8 0 1.005 44.0 0.5568,0.4178 1815 -2.98E-004 591.8 86.5 730.2 86.7 13.72 0.11 0.28
137 2017_06_12 15:05:05 972 7 0 1.000 44.0 0.5559,0.4184 1824 2.17E-004 591.7 86.5 730.2 87.3 13.65 0.11 0.28
138 2017_06_12 15:05:05 992 7 0 0.997 44.0 0.5561,0.4182 1822 -2.59E-004 591.7 86.4 730.2 87.4 13.64 0.11 0.29
139 2017_06_12 15:05:06 011 7 0 0.998 44.0 0.5562,0.4181 1821 2.61E-004 591.7 86.5 730.2 87.4 13.64 0.11 0.29
140 2017_06_12 15:05:06 029 7 0 0.993 44.0 0.5562,0.4181 1820 2.71E-004 591.8 86.5 730.2 87.3 13.65 0.11 0.29
141 2017_06_12 15:05:06 047 7 0 0.995 44.0 0.5563,0.4181 1820 -2.73E-004 591.8 86.5 730.2 87.3 13.65 0.11 0.29
142 2017_06_12 15:05:06 065 7 0 0.996 44.0 0.5563,0.4181 1820 -2.75E-004 591.8 86.5 730.2 87.4 13.65 0.11 0.29
143 2017_06_12 15:05:06 085 8 0 1.005 44.0 0.5562,0.4181 1820 2.74E-004 591.8 86.4 730.2 87.4 13.65 0.11 0.28
144 2017_06_12 15:05:06 103 7 0 1.000 44.0 0.5563,0.4181 1820 -2.76E-004 591.8 86.5 730.2 87.4 13.65 0.11 0.28
145 2017_06_12 15:05:06 122 7 0 0.999 44.0 0.5563,0.4180 1820 -2.82E-004 591.8 86.5 730.2 87.4 13.64 0.11 0.28
146 2017_06_12 15:05:06 141 7 0 0.997 44.0 0.5563,0.4180 1820 -2.89E-004 591.8 86.4 730.2 87.4 13.64 0.11 0.29
147 2017_06_12 15:05:06 160 7 0 0.998 44.0 0.5563,0.4180 1819 2.91E-004 591.8 86.4 730.2 87.4 13.65 0.11 0.29
148 2017_06_12 15:05:06 179 7 0 0.996 44.0 0.5563,0.4180 1819 -2.93E-004 591.8 86.5 730.2 87.4 13.65 0.11 0.29
149 2017_06_12 15:05:06 199 8 0 1.007 44.0 0.5563,0.4180 1819 2.94E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
150 2017_06_12 15:05:06 216 7 0 0.998 44.0 0.5563,0.4180 1819 2.96E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
151 2017_06_12 15:05:06 235 8 0 1.000 44.0 0.5563,0.4180 1820 -2.90E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
152 2017_06_12 15:05:06 256 7 0 0.997 44.0 0.5562,0.4180 1820 -2.84E-004 591.8 86.5 730.2 87.4 13.64 0.11 0.29
153 2017_06_12 15:05:06 276 8 0 1.005 44.0 0.5563,0.4180 1820 -2.88E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
154 2017_06_12 15:05:06 296 8 0 1.013 44.0 0.5563,0.4180 1820 -2.87E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
155 2017_06_12 15:05:06 317 7 0 0.997 44.0 0.5563,0.4180 1820 -2.92E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.29
156 2017_06_12 15:05:06 336 7 0 0.998 44.0 0.5562,0.4180 1820 -2.89E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
157 2017_06_12 15:05:06 356 7 0 0.998 44.0 0.5562,0.4180 1820 -2.89E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
158 2017_06_12 15:05:06 377 7 0 0.994 44.0 0.5562,0.4180 1820 -2.87E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.29
159 2017_06_12 15:05:06 397 8 0 1.002 44.0 0.5563,0.4180 1820 -2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
160 2017_06_12 15:05:06 417 7 0 0.996 44.0 0.5562,0.4180 1820 -2.88E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.29
161 2017_06_12 15:05:06 437 8 0 1.000 44.0 0.5562,0.4180 1820 -2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
162 2017_06_12 15:05:06 459 7 0 1.000 44.0 0.5562,0.4180 1820 -2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
163 2017_06_12 15:05:06 479 8 0 1.000 44.0 0.5562,0.4180 1820 2.89E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
164 2017_06_12 15:05:06 499 7 0 1.000 44.0 0.5562,0.4180 1820 -2.90E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
165 2017_06_12 15:05:06 518 255 0 25.323 44.0 0.5562,0.4180 1820 2.90E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.01
166 2017_06_12 15:05:06 539 8 0 1.001 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
167 2017_06_12 15:05:06 559 8 0 1.007 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
168 2017_06_12 15:05:06 579 8 0 1.009 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
169 2017_06_12 15:05:06 599 7 0 0.997 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.29
170 2017_06_12 15:05:06 620 7 0 1.000 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
171 2017_06_12 15:05:06 641 7 0 0.994 44.0 0.5562,0.4180 1820 2.91E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.29
172 2017_06_12 15:05:06 661 8 0 1.020 44.0 0.5562,0.4180 1820 2.93E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
173 2017_06_12 15:05:06 685 8 0 1.001 44.0 0.5562,0.4180 1820 -2.95E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
174 2017_06_12 15:05:06 706 7 0 0.999 44.0 0.5562,0.4180 1820 -2.95E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
175 2017_06_12 15:05:06 727 7 0 1.000 44.0 0.5562,0.4180 1820 2.95E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
176 2017_06_12 15:05:06 747 7 0 0.998 44.0 0.5562,0.4180 1820 -2.95E-004 591.8 86.4 730.2 87.5 13.64 0.11 0.28
