记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
24 2017_08_23_21:09:50_974 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
25 2017_08_23_21:09:51_138 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
26 2017_08_23_21:09:51_303 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
27 2017_08_23_21:09:51_463 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
28 2017_08_23_21:09:51_624 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
29 2017_08_23_21:09:51_783 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
30 2017_08_23_21:09:51_945 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
31 2017_08_23_21:09:52_107 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
32 2017_08_23_21:09:52_268 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
33 2017_08_23_21:09:52_432 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
34 2017_08_23_21:09:52_595 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
35 2017_08_23_21:09:52_757 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
36 2017_08_23_21:09:52_920 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
37 2017_08_23_21:09:53_085 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
38 2017_08_23_21:09:53_249 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
39 2017_08_23_21:09:53_409 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
40 2017_08_23_21:09:53_570 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
41 2017_08_23_21:09:53_734 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
42 2017_08_23_21:09:53_894 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
43 2017_08_23_21:09:54_054 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
44 2017_08_23_21:09:54_216 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
45 2017_08_23_21:09:54_376 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
46 2017_08_23_21:09:54_538 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
47 2017_08_23_21:09:54_699 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
48 2017_08_23_21:09:54_860 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
49 2017_08_23_21:09:55_023 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
50 2017_08_23_21:09:55_187 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
51 2017_08_23_21:09:55_350 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
52 2017_08_23_21:09:55_510 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
53 2017_08_23_21:09:55_671 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
54 2017_08_23_21:09:55_831 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
55 2017_08_23_21:09:55_995 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
56 2017_08_23_21:09:56_160 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
57 2017_08_23_21:09:56_324 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
58 2017_08_23_21:09:56_487 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
59 2017_08_23_21:09:56_648 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
60 2017_08_23_21:09:56_808 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
61 2017_08_23_21:09:56_967 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
62 2017_08_23_21:09:57_128 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
63 2017_08_23_21:09:57_290 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
64 2017_08_23_21:09:57_451 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
65 2017_08_23_21:09:57_611 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
66 2017_08_23_21:09:57_773 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
67 2017_08_23_21:09:57_935 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
68 2017_08_23_21:09:58_096 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
69 2017_08_23_21:09:58_257 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
70 2017_08_23_21:09:58_418 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
71 2017_08_23_21:09:58_578 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
72 2017_08_23_21:09:58_738 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
73 2017_08_23_21:09:58_898 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
74 2017_08_23_21:09:59_057 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
75 2017_08_23_21:09:59_220 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
76 2017_08_23_21:09:59_384 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
77 2017_08_23_21:09:59_545 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
78 2017_08_23_21:09:59_709 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
79 2017_08_23_21:09:59_872 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
80 2017_08_23_21:10:00_035 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
81 2017_08_23_21:10:00_195 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
82 2017_08_23_21:10:00_357 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
83 2017_08_23_21:10:00_520 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
84 2017_08_23_21:10:00_679 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
85 2017_08_23_21:10:00_839 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
86 2017_08_23_21:10:01_001 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
87 2017_08_23_21:10:01_161 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
88 2017_08_23_21:10:01_323 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
89 2017_08_23_21:10:01_487 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
90 2017_08_23_21:10:01_648 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
91 2017_08_23_21:10:01_808 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
92 2017_08_23_21:10:01_971 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
93 2017_08_23_21:10:02_132 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
94 2017_08_23_21:10:02_292 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
95 2017_08_23_21:10:02_424 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
96 2017_08_23_21:10:02_588 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
97 2017_08_23_21:10:02_754 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
98 2017_08_23_21:10:02_918 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
99 2017_08_23_21:10:03_081 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
100 2017_08_23_21:10:03_242 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
101 2017_08_23_21:10:03_403 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
102 2017_08_23_21:10:03_568 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
103 2017_08_23_21:10:03_729 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
104 2017_08_23_21:10:08_477 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
105 2017_08_23_21:10:08_639 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
106 2017_08_23_21:10:08_771 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
107 2017_08_23_21:10:08_903 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
108 2017_08_23_21:10:09_065 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
109 2017_08_23_21:10:09_202 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
110 2017_08_23_21:10:09_351 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
111 2017_08_23_21:10:09_513 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
112 2017_08_23_21:10:09_645 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
113 2017_08_23_21:10:09_806 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
114 2017_08_23_21:10:09_966 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
115 2017_08_23_21:10:10_126 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
116 2017_08_23_21:10:10_287 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
117 2017_08_23_21:10:10_447 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
118 2017_08_23_21:10:10_607 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
119 2017_08_23_21:10:10_768 255 0 0.000 0.0 -0.0063,-0.0041 0 0.00E+000 -0.9 0.0 379.8 -0.9 -0.43 0.00 0.00
