记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
169 2017_06_08 15:58:12 699 4 0 2.918 0.3 0.4637,0.3916 2552 -1.06E-002 590.3 50.7 612.5 76.1 29.01 0.00 32.99
170 2017_06_08 15:58:12 729 4 0 2.913 0.2 0.4637,0.3916 2552 -1.06E-002 590.3 50.7 612.7 76.1 29.01 0.00 63.90
171 2017_06_08 15:58:12 758 4 0 2.909 0.3 0.4637,0.3917 2553 -1.05E-002 590.2 50.7 613.3 76.1 29.00 0.00 30.95
172 2017_06_08 15:58:12 786 4 0 2.906 0.2 0.4636,0.3915 2553 -1.06E-002 590.3 50.6 613.5 76.2 29.01 0.00 64.04
173 2017_06_08 15:58:12 818 4 0 2.910 0.3 0.4637,0.3916 2553 -1.06E-002 590.3 50.7 613.3 76.2 29.01 0.00 36.89
174 2017_06_08 15:58:12 843 4 0 2.913 0.2 0.4639,0.3918 2551 -1.05E-002 590.2 50.8 613.2 76.2 29.01 0.00 59.87
175 2017_06_08 15:58:12 867 4 0 2.916 0.2 0.4639,0.3918 2552 -1.05E-002 590.2 50.8 613.2 76.2 29.00 0.00 63.80
176 2017_06_08 15:58:12 891 4 0 2.906 0.3 0.4639,0.3918 2552 -1.05E-002 590.2 50.8 613.2 76.1 29.00 0.00 35.57
177 2017_06_08 15:58:12 914 4 0 2.911 0.3 0.4638,0.3917 2552 -1.05E-002 590.2 50.7 613.2 76.2 29.00 0.00 29.95
178 2017_06_08 15:58:12 938 4 0 2.914 0.3 0.4637,0.3916 2553 -1.06E-002 590.3 50.7 613.2 76.2 29.00 0.00 33.01
179 2017_06_08 15:58:12 962 4 0 2.924 0.2 0.4637,0.3916 2552 -1.05E-002 590.3 50.7 613.2 76.2 29.00 0.00 59.65
180 2017_06_08 15:58:12 984 4 0 2.913 0.1 0.4637,0.3916 2552 -1.06E-002 590.3 50.7 613.2 76.2 29.00 0.00 73.68
181 2017_06_08 15:58:13 008 4 0 2.909 0.2 0.4638,0.3917 2552 -1.05E-002 590.2 50.8 613.2 76.2 29.00 0.00 47.96
182 2017_06_08 15:58:13 032 4 0 2.919 0.3 0.4638,0.3917 2551 -1.05E-002 590.3 50.7 613.2 76.2 29.00 0.00 34.15
183 2017_06_08 15:58:13 055 4 0 2.907 0.3 0.4638,0.3917 2551 -1.05E-002 590.3 50.7 613.2 76.1 29.00 0.00 32.00
184 2017_06_08 15:58:13 079 4 0 2.910 0.3 0.4638,0.3917 2551 -1.05E-002 590.3 50.8 613.2 76.1 29.00 0.00 35.52
185 2017_06_08 15:58:13 102 4 0 2.902 0.2 0.4638,0.3917 2551 -1.05E-002 590.3 50.8 613.2 76.1 29.00 0.00 64.11
186 2017_06_08 15:58:13 127 4 0 2.910 0.2 0.4638,0.3916 2551 -1.06E-002 590.3 50.7 613.2 76.2 29.01 0.00 59.94
187 2017_06_08 15:58:13 150 4 0 2.917 0.3 0.4639,0.3917 2550 -1.05E-002 590.3 50.8 613.3 76.2 29.01 0.00 36.81
188 2017_06_08 15:58:13 175 4 0 2.914 0.3 0.4639,0.3917 2550 -1.05E-002 590.3 50.8 613.3 76.2 29.01 0.00 29.93
189 2017_06_08 15:58:13 199 4 0 2.907 0.3 0.4639,0.3917 2550 -1.05E-002 590.3 50.8 613.3 76.2 29.01 0.00 36.93
190 2017_06_08 15:58:13 222 4 0 2.907 0.2 0.4639,0.3917 2550 -1.05E-002 590.3 50.8 613.3 76.2 29.01 0.00 60.01
191 2017_06_08 15:58:13 247 4 0 2.910 0.2 0.4639,0.3917 2550 -1.05E-002 590.3 50.8 613.3 76.2 29.01 0.00 63.93
192 2017_06_08 15:58:13 270 4 0 2.901 0.2 0.4639,0.3917 2549 -1.06E-002 590.3 50.8 613.3 76.2 29.01 0.00 43.73
193 2017_06_08 15:58:13 296 4 0 2.904 0.3 0.4639,0.3917 2549 -1.06E-002 590.3 50.8 613.3 76.2 29.01 0.00 32.04
194 2017_06_08 15:58:13 321 4 0 2.916 0.3 0.4639,0.3917 2549 -1.06E-002 590.3 50.8 613.2 76.2 29.01 0.00 38.29
195 2017_06_08 15:58:13 347 4 0 2.919 0.2 0.4638,0.3915 2550 -1.06E-002 590.3 50.7 613.2 76.2 29.01 0.00 63.76
196 2017_06_08 15:58:13 374 4 0 2.913 0.3 0.4639,0.3916 2549 -1.06E-002 590.3 50.7 613.2 76.2 29.01 0.00 36.85
197 2017_06_08 15:58:13 399 4 0 2.907 0.3 0.4638,0.3914 2550 -1.06E-002 590.3 50.7 613.2 76.2 29.01 0.00 33.12
198 2017_06_08 15:58:13 426 4 0 2.909 0.2 0.4640,0.3916 2549 -1.06E-002 590.3 50.8 613.2 76.2 29.02 0.00 63.99
199 2017_06_08 15:58:13 453 4 0 2.911 0.3 0.4642,0.3918 2548 -1.05E-002 590.3 50.9 613.2 76.2 29.02 0.00 38.36
200 2017_06_08 15:58:13 477 4 0 2.901 0.3 0.4639,0.3915 2548 -1.06E-002 590.3 50.7 613.2 76.2 29.02 0.00 32.08
201 2017_06_08 15:58:13 500 4 0 2.900 0.2 0.4640,0.3915 2548 -1.06E-002 590.3 50.7 613.2 76.2 29.02 0.00 40.11
202 2017_06_08 15:58:13 523 4 0 2.905 0.1 0.4640,0.3916 2548 -1.06E-002 590.3 50.8 613.2 76.2 29.02 0.00 68.66
203 2017_06_08 15:58:13 547 4 0 2.901 0.2 0.4641,0.3918 2547 -1.05E-002 590.3 50.9 613.3 76.2 29.02 0.00 64.16
204 2017_06_08 15:58:13 571 4 0 2.910 0.2 0.4640,0.3916 2547 -1.06E-002 590.3 50.8 613.3 76.2 29.02 0.00 41.73
205 2017_06_08 15:58:13 596 4 0 2.904 0.3 0.4641,0.3916 2547 -1.06E-002 590.3 50.8 613.3 76.2 29.03 0.00 29.14
206 2017_06_08 15:58:13 623 4 0 2.905 0.2 0.4644,0.3913 2541 -1.07E-002 590.4 50.8 612.5 76.2 29.11 0.00 50.76
207 2017_06_08 15:58:13 649 4 0 2.916 0.2 0.4644,0.3915 2541 -1.07E-002 590.4 50.9 612.5 76.2 29.10 0.00 60.02
208 2017_06_08 15:58:13 673 4 0 2.919 0.3 0.4645,0.3915 2540 -1.06E-002 590.4 50.9 612.5 76.1 29.06 0.00 33.04
209 2017_06_08 15:58:13 697 4 0 2.913 0.3 0.4647,0.3918 2540 -1.05E-002 590.3 51.0 612.5 76.2 29.05 0.00 35.55
210 2017_06_08 15:58:13 720 4 0 2.923 0.2 0.4644,0.3916 2542 -1.06E-002 590.3 50.9 612.5 76.2 29.06 0.00 45.55
211 2017_06_08 15:58:13 749 4 0 2.921 0.1 0.4644,0.3918 2545 -1.05E-002 590.3 50.9 612.5 76.2 29.09 0.00 68.45
212 2017_06_08 15:58:13 779 4 0 2.909 0.3 0.4644,0.3916 2542 -1.06E-002 590.3 50.9 612.4 76.2 29.05 0.00 32.03
213 2017_06_08 15:58:13 808 4 0 2.918 0.1 0.4645,0.3916 2541 -1.06E-002 590.3 50.9 612.4 76.2 29.05 0.00 79.83
214 2017_06_08 15:58:13 836 4 0 2.917 0.3 0.4646,0.3917 2541 -1.06E-002 590.3 51.0 612.4 76.2 29.05 0.00 34.22
215 2017_06_08 15:58:13 866 4 0 2.919 0.2 0.4646,0.3917 2541 -1.06E-002 590.3 51.0 612.4 76.2 29.05 0.00 50.41
216 2017_06_08 15:58:13 895 4 0 2.913 0.2 0.4646,0.3918 2541 -1.05E-002 590.3 51.0 612.4 76.2 29.05 0.00 41.73
217 2017_06_08 15:58:13 925 4 0 2.913 0.2 0.4644,0.3916 2542 -1.06E-002 590.3 50.9 612.4 76.2 29.06 0.00 48.00
218 2017_06_08 15:58:13 951 4 0 2.921 0.2 0.4645,0.3916 2542 -1.06E-002 590.3 50.9 612.4 76.2 29.07 0.00 43.52
219 2017_06_08 15:58:13 975 4 0 2.902 0.3 0.4645,0.3917 2541 -1.06E-002 590.3 51.0 612.4 76.2 29.07 0.00 30.12
220 2017_06_08 15:58:13 999 4 0 2.913 0.3 0.4646,0.3918 2541 -1.06E-002 590.3 51.0 612.5 76.2 29.06 0.00 35.55
221 2017_06_08 15:58:14 022 4 0 2.914 0.2 0.4644,0.3916 2542 -1.06E-002 590.3 50.9 612.5 76.2 29.07 0.00 50.52
222 2017_06_08 15:58:14 046 4 0 2.907 0.2 0.4648,0.3920 2540 -1.05E-002 590.3 51.1 612.4 76.2 29.07 0.00 60.14
223 2017_06_08 15:58:14 070 4 0 2.924 0.2 0.4646,0.3917 2541 -1.06E-002 590.3 51.0 612.5 76.2 29.07 0.00 39.86
224 2017_06_08 15:58:14 094 4 0 2.912 0.3 0.4646,0.3917 2540 -1.06E-002 590.3 51.0 612.5 76.2 29.07 0.00 30.02
225 2017_06_08 15:58:14 118 4 0 2.920 0.3 0.4646,0.3917 2540 -1.06E-002 590.3 51.0 612.5 76.2 29.07 0.00 35.49
226 2017_06_08 15:58:14 145 4 0 2.912 0.2 0.4647,0.3917 2540 -1.06E-002 590.3 51.0 612.5 76.2 29.08 0.00 64.06
227 2017_06_08 15:58:14 172 4 0 2.920 0.2 0.4647,0.3918 2539 -1.06E-002 590.3 51.0 612.5 76.2 29.08 0.00 50.45
228 2017_06_08 15:58:14 198 4 0 2.917 0.3 0.4648,0.3918 2539 -1.05E-002 590.3 51.1 612.5 76.2 29.08 0.00 33.09
229 2017_06_08 15:58:14 224 4 0 2.907 0.2 0.4648,0.3918 2539 -1.05E-002 590.3 51.1 612.5 76.2 29.08 0.00 60.17
230 2017_06_08 15:58:14 250 4 0 2.908 0.2 0.4647,0.3917 2539 -1.06E-002 590.3 51.0 612.5 76.2 29.09 0.00 60.15
231 2017_06_08 15:58:14 278 4 0 2.911 0.3 0.4648,0.3918 2538 -1.06E-002 590.3 51.1 612.5 76.3 29.09 0.00 32.05
232 2017_06_08 15:58:14 305 4 0 2.908 0.2 0.4648,0.3918 2538 -1.05E-002 590.3 51.1 612.5 76.3 29.09 0.00 50.66
233 2017_06_08 15:58:14 331 4 0 2.922 0.2 0.4648,0.3918 2538 -1.06E-002 590.3 51.1 612.5 76.2 29.09 0.00 47.90
234 2017_06_08 15:58:14 357 4 0 2.915 0.3 0.4648,0.3918 2538 -1.06E-002 590.3 51.1 612.5 76.3 29.09 0.00 30.98
235 2017_06_08 15:58:14 384 4 0 2.913 0.2 0.4648,0.3917 2538 -1.06E-002 590.3 51.0 612.5 76.3 29.10 0.00 48.05
236 2017_06_08 15:58:14 410 4 0 2.912 0.2 0.4650,0.3919 2537 -1.05E-002 590.3 51.2 612.5 76.3 29.10 0.00 56.56
237 2017_06_08 15:58:14 437 4 0 2.918 0.3 0.4649,0.3919 2537 -1.05E-002 590.3 51.1 612.5 76.3 29.10 0.00 31.99
238 2017_06_08 15:58:14 463 4 0 2.910 0.2 0.4650,0.3919 2537 -1.05E-002 590.3 51.2 612.5 76.3 29.10 0.00 48.11
239 2017_06_08 15:58:14 488 4 0 2.917 0.2 0.4650,0.3919 2536 -1.05E-002 590.3 51.2 612.5 76.3 29.10 0.00 56.48
240 2017_06_08 15:58:14 513 4 0 2.912 0.3 0.4650,0.3919 2536 -1.05E-002 590.3 51.2 612.6 76.3 29.10 0.00 31.02
241 2017_06_08 15:58:14 536 4 0 2.902 0.3 0.4650,0.3919 2536 -1.05E-002 590.3 51.2 612.5 76.3 29.10 0.00 32.17
242 2017_06_08 15:58:14 560 4 0 2.911 0.2 0.4650,0.3919 2536 -1.05E-002 590.3 51.2 612.6 76.3 29.10 0.00 41.82
243 2017_06_08 15:58:14 584 4 0 2.908 0.1 0.4651,0.3919 2536 -1.05E-002 590.3 51.2 612.6 76.3 29.10 0.00 74.08
244 2017_06_08 15:58:14 610 4 0 2.907 0.2 0.4652,0.3920 2535 -1.05E-002 590.3 51.2 612.2 76.3 29.10 0.00 56.67
245 2017_06_08 15:58:14 637 4 0 2.910 0.3 0.4652,0.3920 2535 -1.05E-002 590.3 51.2 612.6 76.3 29.11 0.00 33.19
246 2017_06_08 15:58:14 663 4 0 2.907 0.2 0.4652,0.3920 2535 -1.05E-002 590.3 51.2 612.5 76.3 29.11 0.00 48.17
247 2017_06_08 15:58:14 691 4 0 2.917 0.2 0.4652,0.3920 2535 -1.05E-002 590.3 51.2 612.2 76.3 29.11 0.00 50.53
248 2017_06_08 15:58:14 718 4 0 2.920 0.3 0.4652,0.3920 2534 -1.05E-002 590.3 51.2 612.2 76.3 29.11 0.00 30.95
249 2017_06_08 15:58:14 745 4 0 2.912 0.2 0.4652,0.3920 2534 -1.05E-002 590.3 51.2 612.2 76.3 29.11 0.00 53.45
250 2017_06_08 15:58:14 772 4 0 2.910 0.2 0.4652,0.3920 2534 -1.05E-002 590.3 51.2 612.5 76.3 29.11 0.00 48.13
251 2017_06_08 15:58:14 799 4 0 2.909 0.3 0.4652,0.3920 2534 -1.05E-002 590.3 51.2 612.6 76.3 29.11 0.00 32.10
252 2017_06_08 15:58:14 826 4 0 2.903 0.1 0.4652,0.3919 2534 -1.05E-002 590.3 51.2 612.2 76.3 29.11 0.00 80.43
253 2017_06_08 15:58:14 853 4 0 2.911 0.2 0.4653,0.3920 2533 -1.05E-002 590.3 51.3 612.2 76.3 29.11 0.00 41.84
254 2017_06_08 15:58:14 879 4 0 2.903 0.3 0.4651,0.3918 2534 -1.06E-002 590.4 51.2 612.6 76.3 29.12 0.00 33.28
255 2017_06_08 15:58:14 907 4 0 2.913 0.1 0.4653,0.3920 2532 -1.05E-002 590.3 51.3 658.3 76.3 29.12 0.00 68.71
256 2017_06_08 15:58:14 933 4 0 2.916 0.2 0.4657,0.3924 2531 -1.04E-002 590.3 51.5 612.6 76.3 29.12 0.00 48.05
257 2017_06_08 15:58:14 959 4 0 2.903 0.3 0.4657,0.3924 2531 -1.04E-002 590.3 51.5 612.6 76.3 29.11 0.00 31.14
258 2017_06_08 15:58:14 987 4 0 2.920 0.2 0.4654,0.3920 2532 -1.05E-002 590.3 51.3 612.2 76.3 29.12 0.00 63.97
259 2017_06_08 15:58:15 013 4 0 2.921 0.2 0.4654,0.3921 2532 -1.05E-002 590.3 51.3 612.2 76.3 29.12 0.00 50.49
260 2017_06_08 15:58:15 040 4 0 2.915 0.3 0.4655,0.3921 2532 -1.05E-002 590.3 51.4 612.2 76.2 29.12 0.00 33.15
261 2017_06_08 15:58:15 065 4 0 2.905 0.1 0.4655,0.3921 2532 -1.05E-002 590.3 51.3 612.2 76.2 29.12 0.00 68.90
262 2017_06_08 15:58:15 089 4 0 2.916 0.2 0.4655,0.3921 2531 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 53.39
263 2017_06_08 15:58:15 112 4 0 2.924 0.3 0.4655,0.3921 2531 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 38.34
264 2017_06_08 15:58:15 135 4 0 2.909 0.3 0.4656,0.3922 2530 -1.04E-002 590.3 51.5 612.2 76.3 29.12 0.00 32.11
265 2017_06_08 15:58:15 159 4 0 2.909 0.2 0.4657,0.3923 2530 -1.04E-002 590.3 51.5 612.2 76.3 29.11 0.00 41.88
266 2017_06_08 15:58:15 185 4 0 2.912 0.1 0.4655,0.3920 2531 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 68.74
267 2017_06_08 15:58:15 210 4 0 2.919 0.2 0.4656,0.3921 2530 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 45.72
268 2017_06_08 15:58:15 237 4 0 2.918 0.3 0.4656,0.3921 2530 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 30.98
269 2017_06_08 15:58:15 262 4 0 2.907 0.2 0.4657,0.3922 2530 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 40.17
270 2017_06_08 15:58:15 287 4 0 2.906 0.2 0.4657,0.3921 2529 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 60.28
271 2017_06_08 15:58:15 312 4 0 2.903 0.3 0.4657,0.3921 2529 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 37.14
272 2017_06_08 15:58:15 338 4 0 2.910 0.3 0.4656,0.3921 2529 -1.05E-002 590.3 51.4 612.2 76.3 29.12 0.00 33.21
273 2017_06_08 15:58:15 367 4 0 2.912 0.2 0.4656,0.3921 2529 -1.05E-002 590.3 51.4 612.2 76.3 29.13 0.00 53.48
274 2017_06_08 15:58:15 396 4 0 2.913 0.3 0.4657,0.3921 2529 -1.05E-002 590.3 51.4 612.2 76.3 29.13 0.00 38.49
275 2017_06_08 15:58:15 432 4 0 2.912 0.2 0.4660,0.3920 2523 -1.06E-002 590.4 51.5 609.0 76.9 29.17 0.00 41.92
276 2017_06_08 15:58:15 460 4 0 2.917 0.3 0.4656,0.3922 2530 -1.04E-002 590.3 51.4 612.6 76.1 29.11 0.00 33.13
277 2017_06_08 15:58:15 486 4 0 2.904 0.2 0.4655,0.3920 2530 -1.05E-002 590.3 51.4 612.5 76.2 29.12 0.00 60.30
278 2017_06_08 15:58:15 514 4 0 2.912 0.2 0.4659,0.3924 2528 -1.04E-002 590.3 51.6 612.5 76.2 29.12 0.00 41.85
279 2017_06_08 15:58:15 540 4 0 2.913 0.3 0.4656,0.3920 2529 -1.05E-002 590.3 51.4 612.5 76.3 29.13 0.00 33.18
280 2017_06_08 15:58:15 568 4 0 2.908 0.2 0.4656,0.3920 2528 -1.05E-002 590.4 51.4 612.5 76.3 29.13 0.00 60.26
281 2017_06_08 15:58:15 594 4 0 2.902 0.3 0.4657,0.3920 2528 -1.05E-002 590.4 51.4 612.5 76.3 29.14 0.00 38.65
282 2017_06_08 15:58:15 618 4 0 2.916 0.3 0.4659,0.3922 2527 -1.05E-002 590.3 51.5 612.5 76.3 29.14 0.00 30.05
283 2017_06_08 15:58:15 643 4 0 2.923 0.2 0.4659,0.3923 2527 -1.04E-002 590.3 51.6 612.5 76.3 29.14 0.00 53.30
284 2017_06_08 15:58:15 667 4 0 2.908 0.2 0.4657,0.3920 2527 -1.05E-002 590.4 51.4 612.5 76.4 29.14 0.00 56.73
285 2017_06_08 15:58:15 691 4 0 2.908 0.3 0.4658,0.3921 2527 -1.05E-002 590.3 51.5 612.5 76.4 29.14 0.00 38.58
286 2017_06_08 15:58:15 715 4 0 2.920 0.3 0.4659,0.3921 2526 -1.05E-002 590.3 51.5 612.5 76.4 29.15 0.00 30.98
287 2017_06_08 15:58:15 739 4 0 2.900 0.3 0.4659,0.3922 2526 -1.05E-002 590.3 51.5 612.5 76.4 29.15 0.00 35.82
288 2017_06_08 15:58:15 764 4 0 2.910 0.2 0.4660,0.3922 2525 -1.05E-002 590.3 51.5 612.5 76.4 29.15 0.00 60.24
289 2017_06_08 15:58:15 786 4 0 2.911 0.2 0.4660,0.3922 2525 -1.04E-002 590.3 51.6 612.5 76.4 29.15 0.00 64.24
290 2017_06_08 15:58:15 810 4 0 2.921 0.2 0.4660,0.3922 2525 -1.05E-002 590.3 51.6 612.5 76.4 29.15 0.00 40.01
291 2017_06_08 15:58:15 834 4 0 2.911 0.3 0.4665,0.3927 2523 -1.03E-002 590.3 51.9 612.5 76.3 29.14 0.00 32.12
292 2017_06_08 15:58:15 857 4 0 2.908 0.3 0.4664,0.3926 2524 -1.03E-002 590.3 51.8 612.5 76.3 29.15 0.00 34.45
293 2017_06_08 15:58:15 881 4 0 2.922 0.2 0.4662,0.3924 2524 -1.04E-002 590.3 51.7 612.5 76.4 29.15 0.00 48.00
294 2017_06_08 15:58:15 908 4 0 2.910 0.1 0.4665,0.3920 2517 -1.06E-002 590.4 51.7 616.2 76.2 29.20 0.00 74.31
295 2017_06_08 15:58:15 936 4 0 2.917 0.3 0.4663,0.3920 2520 -1.05E-002 590.4 51.6 616.3 76.3 29.18 0.00 35.67
296 2017_06_08 15:58:15 963 4 0 2.909 0.2 0.4663,0.3922 2522 -1.05E-002 590.4 51.6 612.5 76.3 29.17 0.00 40.21
297 2017_06_08 15:58:16 000 4 0 2.918 0.2 0.4661,0.3920 2522 -1.05E-002 590.4 51.5 612.5 76.3 29.17 0.00 64.14
298 2017_06_08 15:58:16 027 4 0 2.913 0.2 0.4663,0.3923 2521 -1.05E-002 590.3 51.7 612.6 76.3 29.17 0.00 60.22
299 2017_06_08 15:58:16 055 4 0 2.908 0.2 0.4664,0.3923 2521 -1.04E-002 590.3 51.7 612.2 76.3 29.17 0.00 43.87
300 2017_06_08 15:58:16 082 4 0 2.911 0.3 0.4661,0.3920 2523 -1.05E-002 590.4 51.5 612.6 76.4 29.17 0.00 38.57
301 2017_06_08 15:58:16 108 4 0 2.910 0.2 0.4665,0.3920 2518 -1.06E-002 590.4 51.6 612.6 76.3 29.23 0.00 53.70
302 2017_06_08 15:58:16 132 4 0 2.907 0.2 0.4662,0.3921 2522 -1.05E-002 590.4 51.6 612.5 76.4 29.17 0.00 43.90
303 2017_06_08 15:58:16 156 4 0 2.907 0.3 0.4661,0.3920 2522 -1.06E-002 590.4 51.5 612.5 76.4 29.18 0.00 32.19
304 2017_06_08 15:58:16 180 4 0 2.904 0.2 0.4664,0.3923 2520 -1.05E-002 590.4 51.7 612.5 76.4 29.18 0.00 40.29
305 2017_06_08 15:58:16 204 4 0 2.909 0.1 0.4666,0.3923 2519 -1.04E-002 590.4 51.8 612.5 76.3 29.19 0.00 74.30
306 2017_06_08 15:58:16 228 4 0 2.915 0.2 0.4665,0.3923 2519 -1.05E-002 590.4 51.7 612.5 76.4 29.19 0.00 64.25
307 2017_06_08 15:58:16 251 4 0 2.920 0.2 0.4665,0.3923 2519 -1.05E-002 590.4 51.8 612.5 76.4 29.19 0.00 45.82
308 2017_06_08 15:58:16 275 4 0 2.914 0.3 0.4665,0.3923 2519 -1.04E-002 590.4 51.8 612.2 76.3 29.18 0.00 30.12
309 2017_06_08 15:58:16 297 4 0 2.910 0.3 0.4666,0.3924 2518 -1.04E-002 590.3 51.8 612.2 76.4 29.18 0.00 31.13
310 2017_06_08 15:58:16 322 4 0 2.906 0.2 0.4667,0.3924 2518 -1.04E-002 590.3 51.8 612.3 76.3 29.18 0.00 48.33
311 2017_06_08 15:58:16 346 4 0 2.906 0.1 0.4666,0.3924 2518 -1.04E-002 590.4 51.8 612.3 76.4 29.19 0.00 74.36
312 2017_06_08 15:58:16 369 4 0 2.909 0.2 0.4666,0.3923 2518 -1.05E-002 590.4 51.7 612.3 76.4 29.19 0.00 56.80
313 2017_06_08 15:58:16 392 4 0 2.907 0.3 0.4667,0.3924 2517 -1.04E-002 590.4 51.8 612.3 76.4 29.19 0.00 35.79
314 2017_06_08 15:58:16 417 4 0 2.909 0.3 0.4667,0.3924 2517 -1.04E-002 590.4 51.8 612.2 76.4 29.19 0.00 29.27
315 2017_06_08 15:58:16 440 4 0 2.907 0.3 0.4667,0.3923 2517 -1.04E-002 590.4 51.8 612.2 76.4 29.19 0.00 38.66
316 2017_06_08 15:58:16 464 4 0 2.917 0.2 0.4667,0.3924 2517 -1.04E-002 590.4 51.8 612.2 76.4 29.19 0.00 56.67
317 2017_06_08 15:58:16 488 4 0 2.910 0.2 0.4667,0.3923 2517 -1.05E-002 590.4 51.8 612.3 76.4 29.19 0.00 56.79
318 2017_06_08 15:58:16 514 4 0 2.913 0.2 0.4667,0.3922 2516 -1.05E-002 590.4 51.8 612.3 76.3 29.15 0.00 41.88
319 2017_06_08 15:58:16 540 4 0 2.911 0.3 0.4668,0.3925 2516 -1.04E-002 590.3 51.9 612.3 76.4 29.20 0.00 35.75
320 2017_06_08 15:58:16 565 4 0 2.907 0.1 0.4668,0.3923 2514 -1.05E-002 590.4 51.8 612.3 76.5 29.16 0.00 68.96
321 2017_06_08 15:58:16 590 4 0 2.905 0.2 0.4668,0.3925 2517 -1.04E-002 590.3 51.9 612.3 76.3 29.20 0.00 64.50
322 2017_06_08 15:58:16 613 4 0 2.910 0.3 0.4668,0.3924 2516 -1.04E-002 590.4 51.8 612.3 76.4 29.20 0.00 33.30
323 2017_06_08 15:58:16 638 4 0 2.903 0.3 0.4667,0.3923 2516 -1.04E-002 590.4 51.8 612.3 76.4 29.19 0.00 34.56
324 2017_06_08 15:58:16 661 4 0 2.910 0.3 0.4668,0.3924 2516 -1.04E-002 590.4 51.8 612.3 76.4 29.19 0.00 38.61
325 2017_06_08 15:58:16 685 4 0 2.917 0.2 0.4668,0.3923 2516 -1.05E-002 590.4 51.8 612.3 76.4 29.19 0.00 60.20
326 2017_06_08 15:58:16 709 4 0 2.907 0.2 0.4668,0.3923 2516 -1.05E-002 590.4 51.8 612.3 76.4 29.19 0.00 53.69
327 2017_06_08 15:58:16 733 4 0 2.912 0.3 0.4668,0.3923 2515 -1.05E-002 590.4 51.8 612.3 76.4 29.20 0.00 38.60
328 2017_06_08 15:58:16 756 4 0 2.905 0.3 0.4668,0.3923 2515 -1.05E-002 590.4 51.8 612.3 76.4 29.19 0.00 31.20
329 2017_06_08 15:58:16 779 4 0 2.909 0.3 0.4668,0.3924 2515 -1.04E-002 590.4 51.9 612.3 76.4 29.20 0.00 34.50
330 2017_06_08 15:58:16 803 4 0 2.917 0.2 0.4668,0.3923 2515 -1.05E-002 590.4 51.8 612.3 76.4 29.20 0.00 56.66
331 2017_06_08 15:58:16 828 4 0 2.906 0.2 0.4670,0.3925 2514 -1.04E-002 590.4 51.9 612.3 76.4 29.19 0.00 64.46
332 2017_06_08 15:58:16 852 4 0 2.900 0.2 0.4670,0.3925 2514 -1.04E-002 590.4 51.9 612.3 76.4 29.19 0.00 44.04
333 2017_06_08 15:58:16 878 4 0 2.912 0.3 0.4668,0.3922 2515 -1.05E-002 590.4 51.8 612.3 76.4 29.20 0.00 32.17
334 2017_06_08 15:58:16 908 4 0 2.902 0.2 0.4670,0.3924 2514 -1.04E-002 590.4 51.9 612.3 76.4 29.20 0.00 44.02
335 2017_06_08 15:58:16 940 4 0 2.920 0.3 0.4670,0.3924 2514 -1.04E-002 590.4 51.9 612.3 76.4 29.20 0.00 32.09
336 2017_06_08 15:58:16 964 4 0 2.907 0.2 0.4669,0.3923 2514 -1.05E-002 590.4 51.9 612.3 76.4 29.20 0.00 60.42
337 2017_06_08 15:58:16 990 4 0 2.913 0.2 0.4669,0.3923 2513 -1.05E-002 590.4 51.9 612.3 76.4 29.20 0.00 60.29
338 2017_06_08 15:58:17 016 4 0 2.917 0.3 0.4671,0.3925 2513 -1.04E-002 590.4 52.0 612.3 76.4 29.20 0.00 32.11
339 2017_06_08 15:58:17 041 4 0 2.906 0.3 0.4669,0.3922 2513 -1.05E-002 590.4 51.8 612.3 76.5 29.21 0.00 34.55
340 2017_06_08 15:58:17 068 4 0 2.922 0.1 0.4669,0.3923 2513 -1.05E-002 590.4 51.9 612.3 76.4 29.21 0.00 80.18
341 2017_06_08 15:58:17 093 4 0 2.910 0.2 0.4670,0.3923 2513 -1.05E-002 590.4 51.9 612.3 76.4 29.21 0.00 46.01
342 2017_06_08 15:58:17 119 4 0 2.907 0.3 0.4670,0.3923 2512 -1.05E-002 590.4 51.9 612.3 76.5 29.21 0.00 33.34
343 2017_06_08 15:58:17 143 4 0 2.918 0.2 0.4672,0.3926 2511 -1.04E-002 590.4 52.0 612.3 76.4 29.21 0.00 48.17
344 2017_06_08 15:58:17 167 4 0 2.910 0.2 0.4671,0.3924 2512 -1.05E-002 590.4 51.9 612.3 76.4 29.22 0.00 64.43
345 2017_06_08 15:58:17 190 4 0 2.913 0.2 0.4674,0.3926 2510 -1.04E-002 590.4 52.1 612.3 76.4 29.21 0.00 50.80
346 2017_06_08 15:58:17 213 4 0 2.912 0.3 0.4673,0.3926 2511 -1.04E-002 590.4 52.0 612.3 76.4 29.21 0.00 33.30
