记录条数   时间  bin号 晶号 电压(V) 反向漏电流(uA) 色坐标(x,y) 相关色温(K) 色差 主波长(nm) 色纯度(%) 峰值波长(nm) 显色性指数 光通量(lm) 辐射通量(mW) 光效 
28 2017_06_08 15:58:09 033 4 0 2.906 0.3 0.4594,0.3903 2604 -1.08E-002 590.2 49.0 613.0 76.0 28.55 0.00 29.53
29 2017_06_08 15:58:09 056 4 0 2.918 0.3 0.4594,0.3903 2603 -1.08E-002 590.2 49.0 613.0 76.0 28.55 0.00 31.37
30 2017_06_08 15:58:09 079 4 0 2.913 0.2 0.4600,0.3906 2597 -1.07E-002 590.2 49.2 594.0 75.4 28.62 0.00 42.95
31 2017_06_08 15:58:09 106 4 0 2.912 0.1 0.4598,0.3908 2600 -1.06E-002 590.1 49.3 613.0 76.0 28.55 0.00 67.35
32 2017_06_08 15:58:09 131 4 0 2.914 0.3 0.4594,0.3902 2602 -1.08E-002 590.2 49.0 613.0 76.0 28.56 0.00 37.70
33 2017_06_08 15:58:09 157 4 0 2.908 0.3 0.4595,0.3903 2602 -1.08E-002 590.2 49.0 613.0 76.0 28.56 0.00 31.48
34 2017_06_08 15:58:09 183 4 0 2.908 0.2 0.4597,0.3905 2601 -1.07E-002 590.1 49.1 613.0 76.0 28.56 0.00 62.97
35 2017_06_08 15:58:09 209 4 0 2.916 0.2 0.4597,0.3905 2601 -1.07E-002 590.1 49.2 613.0 76.0 28.56 0.00 49.57
36 2017_06_08 15:58:09 235 4 0 2.910 0.3 0.4596,0.3905 2601 -1.07E-002 590.1 49.1 613.0 76.0 28.56 0.00 29.49
37 2017_06_08 15:58:09 260 4 0 2.915 0.3 0.4596,0.3904 2601 -1.08E-002 590.2 49.1 613.0 76.0 28.56 0.00 37.69
38 2017_06_08 15:58:09 285 4 0 2.917 0.1 0.4597,0.3905 2600 -1.07E-002 590.1 49.1 613.0 76.0 28.57 0.00 67.27
39 2017_06_08 15:58:09 310 4 0 2.908 0.2 0.4597,0.3904 2600 -1.08E-002 590.2 49.1 613.1 76.0 28.58 0.00 45.00
40 2017_06_08 15:58:09 333 4 0 2.907 0.3 0.4596,0.3903 2600 -1.08E-002 590.2 49.1 613.1 76.0 28.58 0.00 30.50
41 2017_06_08 15:58:09 359 4 0 2.913 0.3 0.4597,0.3904 2599 -1.08E-002 590.2 49.1 613.1 76.0 28.58 0.00 37.75
42 2017_06_08 15:58:09 383 4 0 2.912 0.2 0.4597,0.3904 2599 -1.08E-002 590.2 49.1 613.1 76.0 28.58 0.00 62.94
43 2017_06_08 15:58:09 407 4 0 2.914 0.2 0.4598,0.3904 2599 -1.08E-002 590.2 49.1 613.1 76.0 28.59 0.00 62.90
44 2017_06_08 15:58:09 436 4 0 2.918 0.3 0.4598,0.3904 2599 -1.08E-002 590.2 49.2 613.0 75.9 28.60 0.00 34.91
45 2017_06_08 15:58:09 465 4 0 2.911 0.2 0.4598,0.3905 2598 -1.08E-002 590.2 49.2 613.0 76.0 28.60 0.00 44.99
46 2017_06_08 15:58:09 494 4 0 2.913 0.3 0.4601,0.3908 2597 -1.07E-002 590.1 49.3 613.0 75.9 28.60 0.00 37.76
47 2017_06_08 15:58:09 521 4 0 2.900 0.2 0.4599,0.3905 2598 -1.07E-002 590.2 49.2 613.0 75.9 28.60 0.00 43.10
48 2017_06_08 15:58:09 549 4 0 2.910 0.1 0.4600,0.3907 2597 -1.07E-002 590.1 49.3 613.0 75.9 28.60 0.00 67.51
49 2017_06_08 15:58:09 573 4 0 2.912 0.3 0.4600,0.3906 2597 -1.07E-002 590.1 49.3 613.0 75.9 28.61 0.00 31.49
50 2017_06_08 15:58:09 599 4 0 2.910 0.3 0.4601,0.3907 2597 -1.07E-002 590.1 49.3 613.0 76.0 28.66 0.00 33.83
51 2017_06_08 15:58:09 621 4 0 2.923 0.2 0.4601,0.3907 2595 -1.07E-002 590.1 49.3 613.0 75.9 28.65 0.00 52.37
52 2017_06_08 15:58:09 646 4 0 2.917 0.2 0.4602,0.3907 2595 -1.07E-002 590.1 49.3 613.0 75.9 28.65 0.00 62.98
53 2017_06_08 15:58:09 670 4 0 2.914 0.2 0.4604,0.3909 2594 -1.06E-002 590.1 49.5 613.0 75.9 28.64 0.00 42.97
54 2017_06_08 15:58:09 692 4 0 2.916 0.3 0.4603,0.3908 2594 -1.06E-002 590.1 49.4 613.0 75.9 28.65 0.00 31.50
55 2017_06_08 15:58:09 719 4 0 2.907 0.3 0.4603,0.3908 2593 -1.07E-002 590.1 49.4 613.1 76.0 28.65 0.00 35.10
56 2017_06_08 15:58:09 746 4 0 2.917 0.1 0.4606,0.3911 2592 -1.05E-002 590.1 49.6 613.1 75.9 28.64 0.00 72.65
57 2017_06_08 15:58:09 772 4 0 2.906 0.3 0.4605,0.3909 2592 -1.06E-002 590.1 49.5 613.1 75.9 28.65 0.00 37.93
58 2017_06_08 15:58:09 795 4 0 2.913 0.3 0.4604,0.3912 2595 -1.05E-002 590.1 49.6 613.1 75.1 28.73 0.00 31.63
59 2017_06_08 15:58:09 818 4 0 2.911 0.3 0.4607,0.3913 2593 -1.05E-002 590.0 49.7 613.1 75.4 28.71 0.00 37.94
60 2017_06_08 15:58:09 845 4 0 2.907 0.2 0.4605,0.3910 2593 -1.06E-002 590.1 49.5 613.1 75.5 28.71 0.00 63.33
61 2017_06_08 15:58:09 871 4 0 2.911 0.2 0.4606,0.3910 2592 -1.06E-002 590.1 49.6 613.1 75.6 28.70 0.00 45.15
62 2017_06_08 15:58:09 897 4 0 2.914 0.3 0.4606,0.3908 2589 -1.07E-002 590.2 49.5 613.1 76.4 28.62 0.00 30.46
63 2017_06_08 15:58:09 924 4 0 2.915 0.2 0.4606,0.3909 2591 -1.06E-002 590.1 49.6 613.1 75.7 28.67 0.00 59.12
64 2017_06_08 15:58:09 950 4 0 2.916 0.2 0.4607,0.3910 2591 -1.06E-002 590.1 49.6 613.1 75.6 28.68 0.00 47.30
65 2017_06_08 15:58:09 977 4 0 2.915 0.3 0.4606,0.3909 2591 -1.06E-002 590.1 49.6 613.1 75.7 28.67 0.00 31.53
66 2017_06_08 15:58:10 005 4 0 2.912 0.2 0.4607,0.3910 2590 -1.06E-002 590.1 49.6 613.1 75.7 28.68 0.00 52.62
67 2017_06_08 15:58:10 031 4 0 2.910 0.2 0.4606,0.3909 2591 -1.06E-002 590.1 49.5 613.1 75.8 28.67 0.00 47.39
68 2017_06_08 15:58:10 057 4 0 2.909 0.3 0.4607,0.3909 2590 -1.06E-002 590.1 49.6 613.1 75.8 28.68 0.00 31.61
69 2017_06_08 15:58:10 073 4 0 2.913 0.2 0.4607,0.3909 2590 -1.06E-002 590.1 49.6 613.1 75.8 28.68 0.00 45.09
70 2017_06_08 15:58:10 105 4 0 2.916 0.2 0.4607,0.3909 2589 -1.06E-002 590.1 49.6 613.1 75.8 28.68 0.00 39.41
71 2017_06_08 15:58:10 141 4 0 2.922 0.2 0.4607,0.3909 2589 -1.06E-002 590.1 49.6 613.1 75.8 28.68 0.00 47.20
72 2017_06_08 15:58:10 166 4 0 2.913 0.2 0.4610,0.3913 2587 -1.05E-002 590.1 49.8 613.1 75.8 28.68 0.00 59.17
73 2017_06_08 15:58:10 194 4 0 2.912 0.3 0.4606,0.3907 2589 -1.07E-002 590.2 49.5 613.1 75.8 28.69 0.00 36.44
74 2017_06_08 15:58:10 219 4 0 2.916 0.3 0.4606,0.3907 2589 -1.07E-002 590.2 49.5 613.1 75.8 28.69 0.00 36.40
75 2017_06_08 15:58:10 245 4 0 2.907 0.1 0.4608,0.3909 2587 -1.06E-002 590.1 49.6 613.1 75.8 28.69 0.00 73.00
76 2017_06_08 15:58:10 269 4 0 2.921 0.2 0.4609,0.3910 2587 -1.06E-002 590.1 49.6 613.1 75.8 28.69 0.00 47.23
77 2017_06_08 15:58:10 294 4 0 2.918 0.3 0.4608,0.3909 2587 -1.07E-002 590.2 49.6 613.1 75.8 28.70 0.00 31.53
78 2017_06_08 15:58:10 317 4 0 2.912 0.3 0.4608,0.3909 2587 -1.07E-002 590.2 49.6 613.1 75.8 28.70 0.00 33.86
79 2017_06_08 15:58:10 340 4 0 2.907 0.2 0.4609,0.3909 2587 -1.07E-002 590.2 49.6 613.1 75.9 28.70 0.00 43.15
80 2017_06_08 15:58:10 363 4 0 2.910 0.2 0.4608,0.3908 2587 -1.07E-002 590.2 49.6 613.1 75.9 28.70 0.00 59.29
81 2017_06_08 15:58:10 389 4 0 2.917 0.2 0.4609,0.3910 2586 -1.06E-002 590.2 49.6 613.0 75.9 28.70 0.00 49.80
82 2017_06_08 15:58:10 419 4 0 2.923 0.3 0.4609,0.3909 2586 -1.07E-002 590.2 49.6 613.1 75.9 28.71 0.00 31.49
83 2017_06_08 15:58:10 449 4 0 2.915 0.1 0.4609,0.3909 2586 -1.06E-002 590.2 49.7 613.1 75.9 28.71 0.00 72.88
84 2017_06_08 15:58:10 476 4 0 2.914 0.3 0.4609,0.3909 2586 -1.07E-002 590.2 49.6 613.0 75.9 28.72 0.00 28.72
85 2017_06_08 15:58:10 503 4 0 2.910 0.2 0.4610,0.3909 2585 -1.07E-002 590.2 49.6 613.1 75.9 28.73 0.00 49.97
86 2017_06_08 15:58:10 531 4 0 2.906 0.2 0.4612,0.3912 2584 -1.06E-002 590.1 49.8 613.1 75.8 28.73 0.00 47.55
87 2017_06_08 15:58:10 557 4 0 2.909 0.3 0.4612,0.3911 2584 -1.06E-002 590.1 49.8 613.1 75.9 28.73 0.00 31.67
88 2017_06_08 15:58:10 584 4 0 2.910 0.2 0.4612,0.3911 2584 -1.06E-002 590.2 49.8 613.1 75.9 28.73 0.00 55.88
89 2017_06_08 15:58:10 610 4 0 2.908 0.2 0.4612,0.3910 2583 -1.06E-002 590.2 49.7 613.1 75.9 28.74 0.00 45.27
90 2017_06_08 15:58:10 638 4 0 2.906 0.3 0.4612,0.3910 2583 -1.07E-002 590.2 49.7 613.1 75.9 28.74 0.00 29.74
91 2017_06_08 15:58:10 663 4 0 2.909 0.1 0.4616,0.3908 2576 -1.07E-002 590.2 49.8 649.7 75.8 28.78 0.00 67.97
92 2017_06_08 15:58:10 690 4 0 2.912 0.2 0.4615,0.3909 2577 -1.07E-002 590.2 49.8 649.7 75.8 28.77 0.00 45.26
93 2017_06_08 15:58:10 717 4 0 2.910 0.3 0.4617,0.3911 2577 -1.06E-002 590.2 49.9 649.7 75.8 28.77 0.00 29.72
94 2017_06_08 15:58:10 743 4 0 2.906 0.2 0.4616,0.3911 2578 -1.06E-002 590.2 49.9 613.1 75.8 28.77 0.00 56.02
95 2017_06_08 15:58:10 771 4 0 2.904 0.2 0.4616,0.3911 2578 -1.06E-002 590.2 49.9 613.1 75.8 28.77 0.00 52.95
96 2017_06_08 15:58:10 800 4 0 2.910 0.3 0.4614,0.3908 2578 -1.07E-002 590.2 49.7 613.1 75.9 28.78 0.00 38.06
97 2017_06_08 15:58:10 824 4 0 2.915 0.1 0.4614,0.3908 2578 -1.07E-002 590.2 49.8 613.1 75.9 28.78 0.00 73.06
98 2017_06_08 15:58:10 846 4 0 2.912 0.2 0.4613,0.3907 2579 -1.08E-002 590.3 49.7 613.1 75.9 28.78 0.00 47.55
99 2017_06_08 15:58:10 870 4 0 2.925 0.3 0.4613,0.3906 2578 -1.08E-002 590.3 49.7 613.1 75.9 28.79 0.00 37.87
100 2017_06_08 15:58:10 896 4 0 2.910 0.3 0.4614,0.3907 2578 -1.08E-002 590.3 49.7 613.1 75.9 28.79 0.00 30.70
101 2017_06_08 15:58:10 923 4 0 2.906 0.2 0.4615,0.3908 2577 -1.07E-002 590.2 49.8 613.1 75.9 28.79 0.00 47.66
102 2017_06_08 15:58:10 949 4 0 2.911 0.2 0.4615,0.3908 2577 -1.07E-002 590.2 49.8 613.1 75.9 28.79 0.00 59.46
103 2017_06_08 15:58:10 975 4 0 2.913 0.3 0.4619,0.3912 2575 -1.06E-002 590.2 50.0 613.1 75.9 28.79 0.00 29.71
104 2017_06_08 15:58:11 001 4 0 2.916 0.2 0.4617,0.3910 2575 -1.07E-002 590.2 49.9 613.1 75.9 28.80 0.00 41.31
105 2017_06_08 15:58:11 028 4 0 2.904 0.1 0.4618,0.3910 2575 -1.07E-002 590.2 49.9 613.1 75.9 28.81 0.00 68.15
106 2017_06_08 15:58:11 052 4 0 2.917 0.3 0.4618,0.3910 2574 -1.07E-002 590.2 49.9 613.1 75.9 28.81 0.00 33.94
107 2017_06_08 15:58:11 075 4 0 2.924 0.3 0.4617,0.3909 2575 -1.07E-002 590.2 49.9 613.1 75.9 28.81 0.00 30.58
108 2017_06_08 15:58:11 099 4 0 2.907 0.2 0.4618,0.3909 2574 -1.07E-002 590.2 49.9 613.1 76.0 28.81 0.00 39.73
109 2017_06_08 15:58:11 122 4 0 2.909 0.1 0.4619,0.3911 2573 -1.06E-002 590.2 50.0 613.1 75.9 28.82 0.00 68.07
110 2017_06_08 15:58:11 147 4 0 2.929 0.2 0.4618,0.3910 2573 -1.07E-002 590.2 49.9 613.1 76.0 28.82 0.00 63.11
111 2017_06_08 15:58:11 173 4 0 2.916 0.3 0.4619,0.3910 2573 -1.07E-002 590.2 49.9 613.1 76.0 28.82 0.00 33.96
112 2017_06_08 15:58:11 200 4 0 2.914 0.3 0.4619,0.3909 2573 -1.07E-002 590.2 49.9 613.1 76.0 28.83 0.00 33.99
113 2017_06_08 15:58:11 226 4 0 2.903 0.1 0.4620,0.3911 2572 -1.06E-002 590.2 50.0 613.1 75.9 28.83 0.00 68.25
114 2017_06_08 15:58:11 253 4 0 2.910 0.3 0.4619,0.3915 2577 -1.05E-002 590.1 50.1 613.1 76.1 28.91 0.00 35.40
115 2017_06_08 15:58:11 279 4 0 2.904 0.3 0.4619,0.3913 2575 -1.06E-002 590.2 50.1 613.1 76.0 28.89 0.00 33.00
116 2017_06_08 15:58:11 306 4 0 2.910 0.1 0.4621,0.3914 2573 -1.05E-002 590.2 50.1 613.1 76.0 28.88 0.00 68.18
117 2017_06_08 15:58:11 332 4 0 2.927 0.2 0.4620,0.3912 2574 -1.06E-002 590.2 50.0 613.1 76.0 28.88 0.00 41.26
118 2017_06_08 15:58:11 357 4 0 2.913 0.3 0.4621,0.3913 2573 -1.06E-002 590.2 50.1 613.1 76.0 28.88 0.00 34.06
119 2017_06_08 15:58:11 385 4 0 2.913 0.2 0.4621,0.3914 2572 -1.06E-002 590.2 50.1 613.1 76.0 28.88 0.00 59.62
120 2017_06_08 15:58:11 409 4 0 2.903 0.2 0.4622,0.3914 2572 -1.05E-002 590.2 50.2 613.1 76.0 28.87 0.00 53.15
121 2017_06_08 15:58:11 434 4 0 2.908 0.3 0.4621,0.3913 2572 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 30.81
122 2017_06_08 15:58:11 460 4 0 2.913 0.2 0.4621,0.3913 2572 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 41.47
123 2017_06_08 15:58:11 484 4 0 2.901 0.1 0.4621,0.3912 2572 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 73.65
124 2017_06_08 15:58:11 508 4 0 2.908 0.2 0.4622,0.3914 2571 -1.06E-002 590.2 50.2 613.1 76.0 28.87 0.00 56.19
125 2017_06_08 15:58:11 532 4 0 2.905 0.3 0.4621,0.3912 2571 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 30.84
126 2017_06_08 15:58:11 555 4 0 2.908 0.3 0.4621,0.3912 2571 -1.06E-002 590.2 50.1 613.1 76.0 28.88 0.00 30.82
127 2017_06_08 15:58:11 579 4 0 2.913 0.2 0.4622,0.3912 2571 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 39.73
128 2017_06_08 15:58:11 605 4 0 2.913 0.1 0.4622,0.3912 2571 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 73.36
129 2017_06_08 15:58:11 632 4 0 2.911 0.3 0.4624,0.3914 2570 -1.06E-002 590.2 50.2 613.1 76.0 28.87 0.00 38.16
130 2017_06_08 15:58:11 659 4 0 2.917 0.3 0.4623,0.3913 2570 -1.06E-002 590.2 50.1 613.1 76.0 28.87 0.00 30.72
131 2017_06_08 15:58:11 686 4 0 2.917 0.1 0.4623,0.3913 2570 -1.06E-002 590.2 50.2 613.2 76.0 28.87 0.00 73.26
132 2017_06_08 15:58:11 713 4 0 2.912 0.3 0.4629,0.3915 2563 -1.05E-002 590.2 50.4 596.8 75.9 28.93 0.00 36.76
133 2017_06_08 15:58:11 739 4 0 2.917 0.3 0.4626,0.3913 2566 -1.06E-002 590.2 50.2 596.9 75.9 28.91 0.00 36.67
134 2017_06_08 15:58:11 767 4 0 2.905 0.1 0.4626,0.3913 2566 -1.06E-002 590.2 50.3 598.2 75.9 28.91 0.00 87.04
135 2017_06_08 15:58:11 793 4 0 2.910 0.3 0.4626,0.3914 2566 -1.06E-002 590.2 50.3 613.1 75.9 28.91 0.00 32.95
136 2017_06_08 15:58:11 821 4 0 2.910 0.3 0.4624,0.3911 2567 -1.07E-002 590.2 50.2 613.1 76.0 28.91 0.00 38.23
137 2017_06_08 15:58:11 846 4 0 2.910 0.1 0.4625,0.3912 2566 -1.06E-002 590.2 50.2 613.1 76.0 28.91 0.00 68.29
138 2017_06_08 15:58:11 873 4 0 2.921 0.3 0.4626,0.3913 2566 -1.06E-002 590.2 50.3 613.1 76.0 28.90 0.00 32.82
139 2017_06_08 15:58:11 897 4 0 2.910 0.3 0.4625,0.3913 2566 -1.06E-002 590.2 50.2 613.1 76.0 28.91 0.00 34.13
140 2017_06_08 15:58:11 922 4 0 2.911 0.2 0.4625,0.3913 2566 -1.06E-002 590.2 50.2 613.1 76.0 28.91 0.00 50.28
141 2017_06_08 15:58:11 947 4 0 2.921 0.2 0.4626,0.3913 2565 -1.06E-002 590.2 50.3 613.1 76.0 28.91 0.00 63.48
142 2017_06_08 15:58:11 973 4 0 2.915 0.3 0.4625,0.3912 2566 -1.06E-002 590.2 50.2 613.1 76.0 28.91 0.00 35.34
143 2017_06_08 15:58:11 998 4 0 2.911 0.3 0.4626,0.3913 2565 -1.06E-002 590.2 50.3 613.2 76.0 28.91 0.00 31.85
144 2017_06_08 15:58:12 026 4 0 2.910 0.1 0.4627,0.3913 2564 -1.06E-002 590.2 50.3 613.2 76.0 28.91 0.00 68.29
145 2017_06_08 15:58:12 051 4 0 2.906 0.3 0.4627,0.3913 2564 -1.06E-002 590.2 50.3 613.2 76.0 28.91 0.00 38.29
146 2017_06_08 15:58:12 077 4 0 2.911 0.3 0.4627,0.3913 2564 -1.06E-002 590.2 50.3 613.2 76.0 28.92 0.00 36.76
147 2017_06_08 15:58:12 103 4 0 2.905 0.2 0.4628,0.3914 2563 -1.06E-002 590.2 50.3 613.2 76.0 28.92 0.00 56.34
148 2017_06_08 15:58:12 128 4 0 2.917 0.2 0.4628,0.3914 2563 -1.06E-002 590.2 50.3 613.2 76.0 28.92 0.00 53.00
149 2017_06_08 15:58:12 155 4 0 2.914 0.3 0.4633,0.3915 2557 -1.06E-002 590.3 50.5 654.4 76.7 28.94 0.00 31.85
150 2017_06_08 15:58:12 183 4 0 2.907 0.3 0.4631,0.3915 2559 -1.06E-002 590.2 50.5 613.2 76.4 28.94 0.00 36.83
151 2017_06_08 15:58:12 213 4 0 2.912 0.2 0.4630,0.3914 2560 -1.06E-002 590.2 50.4 613.2 76.3 28.94 0.00 56.24
152 2017_06_08 15:58:12 242 4 0 2.908 0.3 0.4631,0.3914 2559 -1.06E-002 590.3 50.4 613.2 76.3 28.94 0.00 33.02
153 2017_06_08 15:58:12 272 4 0 2.919 0.2 0.4630,0.3913 2560 -1.06E-002 590.3 50.4 613.2 76.3 28.94 0.00 63.60
154 2017_06_08 15:58:12 301 4 0 2.918 0.3 0.4633,0.3917 2559 -1.05E-002 590.2 50.6 613.2 76.2 28.94 0.00 31.81
155 2017_06_08 15:58:12 330 4 0 2.922 0.2 0.4631,0.3915 2560 -1.06E-002 590.2 50.5 613.2 76.2 28.94 0.00 63.54
156 2017_06_08 15:58:12 360 4 0 2.920 0.3 0.4631,0.3915 2560 -1.06E-002 590.2 50.5 613.2 76.2 28.94 0.00 31.78
157 2017_06_08 15:58:12 390 4 0 2.909 0.2 0.4632,0.3916 2559 -1.05E-002 590.2 50.6 613.2 76.2 28.94 0.00 63.82
158 2017_06_08 15:58:12 418 4 0 2.911 0.3 0.4631,0.3914 2559 -1.06E-002 590.2 50.5 613.2 76.2 28.95 0.00 30.86
159 2017_06_08 15:58:12 443 4 0 2.903 0.2 0.4631,0.3916 2561 -1.05E-002 590.2 50.5 613.2 76.3 28.99 0.00 50.57
160 2017_06_08 15:58:12 467 4 0 2.917 0.1 0.4631,0.3916 2560 -1.05E-002 590.2 50.5 613.2 76.2 28.99 0.00 68.29
161 2017_06_08 15:58:12 491 4 0 2.915 0.3 0.4631,0.3915 2559 -1.06E-002 590.2 50.5 613.2 76.2 28.98 0.00 38.26
162 2017_06_08 15:58:12 515 4 0 2.921 0.3 0.4632,0.3915 2559 -1.06E-002 590.2 50.5 613.2 76.2 28.98 0.00 31.82
163 2017_06_08 15:58:12 541 4 0 2.913 0.3 0.4631,0.3914 2559 -1.06E-002 590.3 50.4 613.2 76.2 28.98 0.00 38.30
164 2017_06_08 15:58:12 566 4 0 2.908 0.2 0.4633,0.3916 2558 -1.05E-002 590.2 50.6 613.2 76.2 28.98 0.00 63.92
165 2017_06_08 15:58:12 592 4 0 2.911 0.2 0.4638,0.3914 2549 -1.06E-002 590.3 50.6 610.0 76.1 29.04 0.00 40.00
166 2017_06_08 15:58:12 617 4 0 2.915 0.3 0.4635,0.3914 2552 -1.06E-002 590.3 50.6 610.0 76.1 29.02 0.00 31.93
167 2017_06_08 15:58:12 642 4 0 2.907 0.2 0.4637,0.3916 2553 -1.05E-002 590.3 50.7 614.0 76.1 29.01 0.00 53.35
168 2017_06_08 15:58:12 669 4 0 2.914 0.2 0.4637,0.3916 2552 -1.06E-002 590.3 50.7 612.2 76.1 29.02 0.00 59.88
