280.0 7.18005e+001 0.3 
280.1 8.67915e+001 0.4 
280.2 1.01783e+002 0.7 
280.3 1.16769e+002 1.3 
280.4 1.18631e+002 1.3 
280.5 1.18873e+002 1.2 
280.6 1.19115e+002 1.2 
280.7 1.19761e+002 1.1 
280.8 1.22663e+002 0.7 
280.9 1.25566e+002 0.5 
281.0 1.28468e+002 0.4 
281.1 1.22655e+002 0.4 
281.2 1.04510e+002 0.5 
281.3 8.63708e+001 0.7 
281.4 6.82258e+001 1.8 
281.5 6.40060e+001 6.0 
281.6 6.64255e+001 6.3 
281.7 6.88451e+001 6.5 
281.8 7.12639e+001 6.8 
281.9 6.84472e+001 1.4 
282.0 6.53010e+001 0.7 
282.1 6.21548e+001 0.5 
282.2 5.54743e+001 0.4 
282.3 3.51501e+001 0.3 
282.4 1.48198e+001 0.2 
282.5 -5.51060e+000 -0.2 
282.6 -1.67820e+000 -0.1 
282.7 2.93079e+001 0.8 
282.8 6.02846e+001 1.0 
282.9 9.12708e+001 1.1 
283.0 8.85496e+001 1.1 
283.1 7.37780e+001 1.1 
283.2 5.90065e+001 1.1 
283.3 4.43143e+001 1.0 
283.4 5.18227e+001 0.5 
283.5 5.93311e+001 0.4 
283.6 6.68396e+001 0.3 
283.7 6.97481e+001 0.3 
283.8 6.03034e+001 0.2 
283.9 5.08559e+001 0.2 
284.0 4.14083e+001 0.2 
284.1 4.88230e+001 0.2 
284.2 7.06299e+001 0.3 
284.3 9.24301e+001 0.5 
284.4 1.14237e+002 0.6 
284.5 1.10187e+002 0.6 
284.6 1.00008e+002 0.5 
284.7 8.98281e+001 0.4 
284.8 8.06552e+001 0.4 
284.9 8.33216e+001 0.5 
285.0 8.59880e+001 0.6 
285.1 8.86544e+001 0.7 
285.2 8.46405e+001 0.8 
285.3 6.81591e+001 0.6 
285.4 5.16728e+001 0.5 
285.5 3.51864e+001 0.3 
285.6 2.18569e+001 0.2 
285.7 1.04614e+001 0.1 
285.8 -9.30506e-001 -0.0 
285.9 -1.23259e+001 -0.1 
286.0 -1.20429e+001 -0.1 
286.1 -1.03455e+001 -0.1 
286.2 -8.64811e+000 -0.1 
286.3 -1.16553e+000 -0.0 
286.4 3.57076e+001 0.3 
286.5 7.25808e+001 1.1 
286.6 1.09454e+002 3.2 
286.7 1.23896e+002 7.5 
286.8 1.09583e+002 5.6 
286.9 9.52671e+001 4.2 
287.0 8.09507e+001 3.1 
287.1 8.33998e+001 2.1 
287.2 9.26225e+001 1.6 
287.3 1.01843e+002 1.4 
287.4 1.11065e+002 1.2 
287.5 1.04234e+002 0.9 
287.6 9.71944e+001 0.7 
287.7 9.01547e+001 0.6 
287.8 8.33720e+001 0.5 
287.9 7.73022e+001 0.7 
288.0 7.12324e+001 1.4 
288.1 6.51626e+001 0.0 
288.2 6.36777e+001 0.0 
