4001 10 138
58.7 120.2
59.2 121.4
59.8 122.6
60.3 123.8
60.8 125.2
61.3 126.7
61.8 128.3
62.2 129.9
63.3 131.4
64.8 132.8
66.2 134.2
67.7 135.6
69.3 136.5
71.0 137.2
72.6 137.8
74.3 138.5
75.3 140.7
76.3 143.0
77.3 145.4
78.3 147.5
79.7 148.4
81.1 149.2
82.4 150.1
83.7 151.4
84.5 153.5
85.3 155.7
86.2 157.8
87.3 159.8
88.7 161.5
90.1 163.2
91.5 164.9
92.8 166.2
94.0 167.4
95.2 168.6
96.4 169.7
97.7 171.5
98.9 173.4
100.1 175.2
101.3 177.1
103.1 179.1
104.9 181.2
106.7 183.3
108.5 185.6
110.1 188.2
111.8 190.9
113.4 193.5
115.1 196.0
116.8 198.3
118.5 200.5
120.1 202.8
122.2 205.8
124.5 209.0
126.9 212.3
129.3 215.5
131.7 218.2
134.2 220.9
136.7 223.6
139.3 226.4
142.0 229.5
144.7 232.7
147.5 235.8
150.3 239.0
152.2 242.4
154.2 245.7
156.1 249.1
158.3 251.7
161.4 253.8
164.6 255.9
167.8 258.0
170.5 261.2
172.3 264.8
174.1 268.4
175.9 272.0
178.6 275.3
182.0 278.5
185.5 281.7
188.9 284.9
191.8 288.4
194.4 292.0
197.0 295.5
199.6 298.8
201.2 301.9
202.6 304.9
204.1 308.0
205.6 311.4
209.7 315.2
213.8 319.0
217.9 322.7
221.5 326.4
223.5 329.9
225.4 333.5
227.4 337.1
229.4 340.7
231.7 344.3
234.0 347.9
236.2 351.6
239.0 356.0
242.3 360.3
245.6 364.6
248.8 368.3
252.1 370.4
255.3 372.4
258.5 374.5
261.8 377.8
265.3 382.2
269.0 386.6
272.6 391.0
276.1 395.0
278.1 398.8
280.1 402.7
282.1 406.5
284.5 411.1
288.0 415.8
291.5 420.5
295.0 425.0
298.8 428.6
303.0 432.2
307.3 435.8
311.6 439.4
315.1 442.9
318.0 446.4
320.9 449.9
323.9 454.2
327.5 459.3
331.4 464.4
335.3 469.5
339.2 473.9
341.6 478.0
343.8 482.1
346.0 486.2
348.4 490.7
352.3 495.2
356.2 499.7
360.2 504.1
363.9 507.3
366.8 510.4
369.8 513.6
372.7 516.8
375.6 520.4
378.4 523.9
381.2 527.4
384.0 530.7
386.8 533.7
389.6 536.8
392.4 539.8
395.2 544.6
398.3 550.4
401.6 556.3
404.9 562.1
408.2 565.4
412.1 568.2
416.1 570.9
420.1 573.7
423.9 577.7
426.1 581.7
428.2 585.7
430.4 589.6
433.0 593.2
436.9 596.8
440.8 600.4
444.7 604.0
448.5 607.6
452.2 611.2
455.8 614.7
459.5 619.1
463.1 623.9
466.8 628.8
470.5 633.6
474.1 637.3
477.4 640.7
480.5 644.1
483.6 647.4
486.7 651.4
489.9 655.3
493.2 659.2
496.4 663.4
499.7 669.1
503.2 674.8
506.7 680.5
510.3 686.0
514.0 690.9
518.6 695.9
523.2 700.8
527.7 705.7
531.7 710.6
534.8 715.4
538.0 720.3
541.1 725.8
545.8 731.5
551.4 737.2
557.1 743.0
562.7 747.9
566.4 752.7
569.6 757.6
572.7 762.5
575.8 767.8
580.9 773.1
586.1 778.4
591.3 783.4
596.3 787.5
599.7 791.6
603.2 795.7
606.6 801.1
610.3 807.9
614.9 814.7
619.6 821.5
624.2 827.1
628.5 832.0
632.3 836.9
636.1 841.7
640.0 845.3
644.1 848.6
648.4 852.0
652.7 855.3
657.0 859.0
660.9 862.8
664.7 866.5
