380.0 0.03989 0.00000
381.0 0.03675 0.00002
382.0 0.03616 0.00004
383.0 0.03860 0.00006
384.0 0.04330 0.00008
385.0 0.04252 0.00010
386.0 0.04263 0.00010
387.0 0.04193 0.00010
388.0 0.04214 0.00010
389.0 0.04630 0.00010
390.0 0.04264 0.00010
391.0 0.04539 0.00012
392.0 0.05066 0.00014
393.0 0.04736 0.00016
394.0 0.05225 0.00018
395.0 0.05296 0.00020
396.0 0.04864 0.00024
397.0 0.05545 0.00028
398.0 0.05605 0.00032
399.0 0.05534 0.00036
400.0 0.05281 0.00040
401.0 0.05765 0.00044
402.0 0.05657 0.00048
403.0 0.05878 0.00052
404.0 0.06032 0.00056
405.0 0.05934 0.00060
406.0 0.06392 0.00072
407.0 0.06255 0.00084
408.0 0.06403 0.00096
409.0 0.06470 0.00108
410.0 0.06722 0.00120
411.0 0.06817 0.00140
412.0 0.06939 0.00160
413.0 0.07099 0.00180
414.0 0.07232 0.00200
415.0 0.07199 0.00220
416.0 0.07407 0.00256
417.0 0.07768 0.00292
418.0 0.07778 0.00328
419.0 0.07978 0.00364
420.0 0.07965 0.00400
421.0 0.08164 0.00466
422.0 0.08251 0.00532
423.0 0.08452 0.00598
424.0 0.08583 0.00664
425.0 0.08957 0.00730
426.0 0.09049 0.00816
427.0 0.09006 0.00902
428.0 0.09212 0.00988
429.0 0.09485 0.01074
430.0 0.09675 0.01160
431.0 0.09805 0.01264
432.0 0.09875 0.01368
433.0 0.10006 0.01472
434.0 0.10190 0.01576
435.0 0.10347 0.01680
436.0 0.10327 0.01804
437.0 0.10743 0.01928
438.0 0.10853 0.02052
439.0 0.10890 0.02176
440.0 0.11170 0.02300
441.0 0.11316 0.02436
442.0 0.11295 0.02572
443.0 0.11700 0.02708
444.0 0.11916 0.02844
445.0 0.11945 0.02980
446.0 0.11818 0.03144
447.0 0.12248 0.03308
448.0 0.12339 0.03472
449.0 0.12643 0.03636
450.0 0.12806 0.03800
451.0 0.12925 0.04000
452.0 0.13163 0.04200
453.0 0.13437 0.04400
454.0 0.13664 0.04600
455.0 0.13733 0.04800
456.0 0.13914 0.05040
457.0 0.14135 0.05280
458.0 0.14401 0.05520
459.0 0.14770 0.05760
460.0 0.14400 0.06000
461.0 0.15025 0.06278
462.0 0.14881 0.06556
463.0 0.15325 0.06834
464.0 0.15815 0.07112
465.0 0.15396 0.07390
466.0 0.15900 0.07732
467.0 0.16124 0.08074
468.0 0.16192 0.08416
469.0 0.16429 0.08758
470.0 0.16610 0.09100
471.0 0.17034 0.09532
472.0 0.17112 0.09964
473.0 0.17373 0.10396
474.0 0.17453 0.10828
475.0 0.18010 0.11260
476.0 0.18016 0.11788
477.0 0.18250 0.12316
478.0 0.18332 0.12844
479.0 0.18606 0.13372
480.0 0.18814 0.13900
481.0 0.19104 0.14506
482.0 0.19247 0.15112
483.0 0.19510 0.15718
484.0 0.19576 0.16324
485.0 0.20133 0.16930
486.0 0.20323 0.17704
487.0 0.20380 0.18478
488.0 0.20659 0.19252
489.0 0.20701 0.20026
490.0 0.21127 0.20800
491.0 0.21375 0.21812
492.0 0.21879 0.22824
493.0 0.22149 0.23836
494.0 0.22036 0.24848
495.0 0.22608 0.25860
496.0 0.22674 0.27148
497.0 0.22746 0.28436
498.0 0.23334 0.29724
499.0 0.23313 0.31012
500.0 0.23541 0.32300
501.0 0.23881 0.33986
502.0 0.24005 0.35672
503.0 0.24315 0.37358
504.0 0.24640 0.39044
505.0 0.24759 0.40730
506.0 0.25224 0.42644
507.0 0.25207 0.44558
508.0 0.25614 0.46472
509.0 0.26236 0.48386
510.0 0.26141 0.50300
511.0 0.26058 0.52404
512.0 0.26719 0.54508
513.0 0.26606 0.56612
514.0 0.27185 0.58716
515.0 0.27296 0.60820
516.0 0.27805 0.62856
517.0 0.27955 0.64892
518.0 0.27990 0.66928
519.0 0.28230 0.68964
520.0 0.28567 0.71000
521.0 0.29068 0.72664
522.0 0.29201 0.74328
523.0 0.29699 0.75992
524.0 0.29809 0.77656
525.0 0.29824 0.79320
526.0 0.30239 0.80696
