1912.0 1912.0 
1948.0 1948.0 
1936.0 1936.0 
1925.0 1925.0 
1950.0 1950.0 
1919.0 1919.0 
1956.5 1956.5 
1955.6 1955.6 
1958.2 1958.2 
1963.8 1963.8 
1966.0 1966.0 
1976.3 1976.3 
1973.1 1973.1 
1977.0 1977.0 
1979.6 1979.6 
1986.4 1986.4 
1985.4 1985.4 
1993.5 1993.5 
2003.9 2003.9 
2014.7 2014.7 
2016.7 2016.7 
2030.8 2030.8 
2027.3 2027.3 
2035.1 2035.1 
2035.8 2035.8 
2037.9 2037.9 
2043.5 2043.5 
2046.7 2046.7 
2046.6 2046.6 
2050.0 2050.0 
2046.1 2046.1 
2046.6 2046.6 
2032.7 2032.7 
2045.0 2045.0 
2041.5 2041.5 
2050.5 2050.5 
2048.5 2048.5 
2044.3 2044.3 
2051.5 2051.5 
2060.5 2060.5 
2060.1 2060.1 
2065.5 2065.5 
2066.3 2066.3 
2076.0 2076.0 
2069.3 2069.3 
2082.0 2082.0 
2081.9 2081.9 
2088.9 2088.9 
2093.7 2093.7 
2098.8 2098.8 
2103.6 2103.6 
2114.9 2114.9 
2114.2 2114.2 
2129.0 2129.0 
2134.3 2134.3 
2138.6 2138.6 
2133.2 2133.2 
2133.1 2133.1 
2137.7 2137.7 
2133.0 2133.0 
2125.1 2125.1 
2123.7 2123.7 
2109.6 2109.6 
2116.4 2116.4 
2111.0 2111.0 
2112.3 2112.3 
2115.2 2115.2 
2119.3 2119.3 
2120.0 2120.0 
2123.3 2123.3 
2125.0 2125.0 
2136.2 2136.2 
2135.3 2135.3 
2143.7 2143.7 
2132.9 2132.9 
2142.7 2142.7 
2140.5 2140.5 
2149.5 2149.5 
2155.2 2155.2 
2163.5 2163.5 
2161.4 2161.4 
2175.0 2175.0 
2171.8 2171.8 
2182.5 2182.5 
2184.8 2184.8 
2198.6 2198.6 
2194.0 2194.0 
2197.9 2197.9 
2188.4 2188.4 
2192.5 2192.5 
2184.1 2184.1 
2184.0 2184.0 
2177.6 2177.6 
2185.7 2185.7 
2194.4 2194.4 
2217.4 2217.4 
2224.4 2224.4 
2227.6 2227.6 
2228.5 2228.5 
2239.9 2239.9 
2246.1 2246.1 
2253.2 2253.2 
2256.8 2256.8 
2267.1 2267.1 
2272.8 2272.8 
2268.7 2268.7 
2252.7 2252.7 
2248.8 2248.8 
2247.2 2247.2 
2254.7 2254.7 
2252.5 2252.5 
2247.1 2247.1 
2254.5 2254.5 
2268.5 2268.5 
2262.3 2262.3 
2261.5 2261.5 
2261.1 2261.1 
2265.5 2265.5 
2270.9 2270.9 
2280.7 2280.7 
2284.6 2284.6 
2291.9 2291.9 
2287.8 2287.8 
2285.5 2285.5 
2273.5 2273.5 
2281.9 2281.9 
2276.5 2276.5 
2277.5 2277.5 
2277.1 2277.1 
2281.6 2281.6 
2283.1 2283.1 
2284.2 2284.2 
2281.9 2281.9 
2288.9 2288.9 
2285.8 2285.8 
2299.1 2299.1 
2299.7 2299.7 
2303.1 2303.1 
2303.4 2303.4 
2309.7 2309.7 
2302.3 2302.3 
2311.2 2311.2 
2310.3 2310.3 
2313.1 2313.1 
2315.6 2315.6 
2342.4 2342.4 
2344.6 2344.6 
2343.8 2343.8 
2340.7 2340.7 
2343.2 2343.2 
2341.7 2341.7 
2345.7 2345.7 
2337.5 2337.5 
2341.7 2341.7 
2337.9 2337.9 
2342.6 2342.6 
2325.2 2325.2 
2321.6 2321.6 
2325.5 2325.5 
2334.5 2334.5 
2342.8 2342.8 
2345.3 2345.3 
2350.0 2350.0 
2354.6 2354.6 
