239 252 4423.0
239 255 4374.0
239 258 4390.4
239 261 4418.1
239 264 4417.1
239 267 4425.3
239 270 4422.9
239 273 4429.3
239 276 4439.1
239 279 4440.7
239 282 4413.9
239 285 4392.4
239 288 4433.4
239 291 4394.4
239 294 4443.9
239 297 4419.9
239 300 4439.4
239 303 4455.7
238 306 4465.0
239 309 4431.4
238 312 4468.9
238 315 4466.7
238 318 4485.4
238 320 4507.1
238 323 4462.1
238 326 4505.6
238 329 4525.7
238 332 4507.4
238 335 4490.4
238 338 4500.0
238 341 4520.1
238 344 4533.6
238 347 4561.7
238 350 4514.7
238 352 4548.3
238 355 4560.4
238 358 4600.0
238 361 4602.6
238 364 4595.6
238 367 4571.9
238 370 4667.3
238 373 4584.3
238 375 4616.6
238 378 4623.0
238 381 4651.7
238 384 4620.3
238 387 4671.9
238 390 4700.4
238 392 4695.0
237 395 4759.7
237 398 4791.9
237 401 4889.6
237 404 4962.0
236 407 5025.0
236 409 5099.3
236 412 5141.9
235 415 5286.7
235 418 5327.9
235 421 5443.1
235 423 5491.9
234 426 5592.1
234 429 5596.4
234 432 5667.4
234 434 5728.0
233 437 5773.9
234 440 5765.9
233 443 5854.7
233 446 5904.7
233 448 5984.4
232 451 6040.4
232 454 6115.7
232 457 6235.9
231 459 6361.4
231 462 6406.9
230 465 6576.1
230 468 6749.7
229 470 6995.7
228 473 7106.4
228 476 7291.6
227 479 7469.6
226 481 7672.6
226 484 7824.6
225 487 7948.1
224 489 8188.9
224 492 8349.6
223 495 8397.1
223 498 8532.7
223 500 8602.3
222 503 8680.3
222 506 8724.6
222 508 8676.0
222 511 8752.0
222 514 8767.9
222 517 8744.6
222 519 8734.4
222 522 8796.6
222 525 8871.3
222 527 8786.0
222 530 8884.9
221 533 8938.9
221 535 9073.1
221 538 9046.0
220 541 9230.1
220 543 9314.7
219 546 9494.0
219 549 9540.9
218 551 9710.3
218 554 9945.6
217 557 10135.9
216 559 10317.9
215 562 10561.0
215 565 10741.9
213 567 11015.9
213 570 11221.3
212 573 11531.0
211 575 11739.6
210 578 12030.9
209 581 12113.9
208 583 12390.4
208 586 12553.6
207 589 12704.7
207 591 12761.4
207 594 12821.7
207 597 12792.1
206 599 12900.6
206 602 12853.0
207 605 12741.3
207 607 12728.7
207 610 12647.6
208 613 12501.7
208 615 12375.3
209 618 12227.1
210 620 11995.4
210 623 11938.0
210 626 11853.1
211 628 11742.9
211 631 11633.9
211 634 11545.6
212 636 11486.3
212 639 11433.6
212 641 11460.6
212 644 11330.1
213 647 11252.1
212 649 11290.6
212 652 11342.6
212 655 11295.4
213 657 11219.4
212 660 11272.9
212 662 11306.4
213 665 11257.3
212 668 11272.7
213 670 11202.3
213 673 11179.7
213 676 11126.1
213 678 11103.6
213 681 11179.3
213 683 11167.3
213 686 11202.6
213 689 11208.7
213 691 11188.4
212 694 11294.6
213 697 11200.7
213 699 11248.1
212 702 11325.1
212 704 11383.1
212 707 11368.3
212 710 11447.4
212 712 11412.9
212 715 11524.1
212 718 11437.6
212 720 11428.0
212 723 11449.0
212 725 11422.7
212 728 11381.3
212 731 11420.9
212 733 11334.0
212 736 11322.0
213 739 11124.0
213 741 11192.1
213 744 11187.6
213 746 11134.9
214 749 10978.6
214 752 10929.3
214 754 10842.9
214 757 10759.7
215 760 10647.3
216 762 10465.4
216 765 10449.4
216 767 10361.6
217 770 10141.9
217 773 10042.4
218 775 9878.7
219 778 9649.0
219 781 9600.3
219 783 9487.1
220 786 9412.0
221 788 9164.3
221 791 9044.6
221 794 8990.7
222 796 8896.0
222 799 8720.7
222 802 8663.7
223 804 8562.7
224 807 8302.7
224 810 8197.1
224 812 8148.4
225 815 8107.7
226 818 7856.4
226 820 7792.9
226 823 7773.4
226 826 7650.4
227 828 7551.0
227 831 7549.9
227 833 7459.4
228 836 7336.6
228 839 7204.0
228 841 7187.7
228 844 7127.4
228 847 7096.7
229 849 6962.7
229 852 6915.0
229 855 6888.0
229 857 6824.7
230 860 6746.7
230 863 6646.0
230 865 6678.3
230 868 6574.6
231 871 6543.4
231 874 6457.4
231 876 6445.9
231 879 6438.0
231 882 6352.0
232 884 6271.0
232 887 6230.3
232 890 6186.4
232 892 6207.7
232 895 6139.1
232 898 6125.7
232 900 6067.6
232 903 6058.1
233 906 6026.4
233 909 5945.1
233 911 5958.0
233 914 5965.6
233 917 5923.0
233 919 5852.3
233 922 5858.9
233 925 5865.4
233 928 5834.0
233 930 5795.6
233 933 5769.3
234 936 5742.1
234 939 5703.7
234 941 5684.4
234 944 5640.4
234 947 5648.0
